,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,107.7,41.86,23.75,6.84,2.82,182.97
166,94.1,46.06,25.6,9.18,3.79,178.73
194,91.4,40.6,21.65,8.0,2.78,164.43
572,82.7,40.18,24.95,7.8,3.56,159.19
183,54.3,57.19,29.95,11.08,4.65,157.17000000000004
459,90.6,35.63,20.4,5.84,2.89,155.36
759,80.3,38.22,23.05,8.28,3.71,153.56
322,60.5,45.78,30.3,11.1,4.59,152.27
84,55.7,41.72,30.5,12.38,5.38,145.68
438,67.6,39.34,24.5,8.88,4.31,144.63
82,94.0,28.7,12.55,4.68,1.97,141.9
719,77.5,33.81,19.1,6.28,2.76,139.45
547,68.0,37.73,21.2,7.26,3.87,138.06
317,76.9,29.19,17.55,5.86,2.47,131.97
655,57.5,34.37,25.45,9.38,4.09,130.79
648,68.8,31.08,20.25,7.26,3.25,130.64
307,47.9,42.91,21.75,8.08,3.67,124.31
377,65.7,31.29,16.5,6.38,2.73,122.6
171,61.8,29.75,20.0,6.96,3.24,121.75
460,47.7,33.39,24.55,9.48,4.53,119.65
152,46.2,33.32,24.15,10.16,4.94,118.77
319,61.1,30.03,17.35,6.3,2.67,117.45
437,70.7,25.9,13.55,4.78,1.9,116.83
594,67.5,25.9,15.4,5.14,2.05,115.99
285,56.9,30.31,18.6,6.4,2.89,115.1
511,57.5,27.79,17.35,6.8,2.93,112.37
468,46.1,30.38,23.15,8.1,3.81,111.54
72,41.9,31.29,24.1,9.1,4.85,111.23999999999998
77,34.9,34.93,24.8,11.06,5.45,111.14
628,52.3,28.98,18.5,7.62,3.45,110.85
687,57.5,27.3,16.2,6.02,2.6,109.62
417,61.1,25.97,14.9,4.66,2.04,108.67
673,63.4,25.83,13.2,3.46,1.88,107.76999999999998
151,69.1,20.86,11.4,4.0,1.72,107.08
163,64.4,22.19,12.85,4.34,1.96,105.74
29,43.6,27.23,21.65,8.32,4.53,105.32999999999998
623,52.5,19.81,22.95,6.82,2.91,104.99
727,42.9,30.31,19.75,8.0,3.82,104.78
89,28.7,33.39,26.4,10.62,5.36,104.47
121,42.5,31.15,20.2,7.24,3.11,104.2
394,44.9,27.23,20.35,7.4,3.45,103.33
373,52.2,27.09,16.1,5.28,2.46,103.13
314,43.8,28.35,16.55,6.54,2.97,98.21
305,23.2,44.66,20.35,6.68,3.27,98.16
478,29.0,28.7,23.5,10.18,5.43,96.81
665,47.7,24.64,15.85,6.02,2.37,96.58
765,41.7,25.69,19.25,6.4,3.35,96.39
363,51.2,23.66,13.7,5.22,2.25,96.03
22,46.8,27.16,14.25,5.2,2.22,95.63
657,42.4,24.85,19.05,6.08,2.96,95.34
130,45.2,25.06,16.25,5.9,2.91,95.32
107,31.8,26.67,22.7,8.9,4.71,94.78
591,40.6,25.83,18.35,6.56,3.22,94.56
500,49.3,23.45,13.85,5.48,2.47,94.55
139,23.4,30.52,25.45,10.18,4.79,94.34000000000002
359,45.0,25.62,15.3,5.16,2.27,93.35
23,43.5,31.36,12.9,3.82,1.57,93.15
