,0,1,2,3,4
680,358.7,26.04,9.7,1.78,0.69
552,225.4,71.26,38.35,12.26,4.67
111,189.6,93.87,59.0,21.22,8.73
468,173.8,117.25,69.15,25.48,11.8
151,152.3,46.34,24.9,7.8,3.6
35,136.3,84.28,39.85,12.68,5.22
307,129.2,54.46,34.65,12.0,5.11
394,128.4,79.59,50.65,18.1,8.42
440,127.8,60.69,35.3,11.52,5.14
759,124.7,58.59,31.2,10.98,5.38
663,122.2,59.85,40.7,15.0,6.57
628,117.5,64.89,37.3,14.42,7.07
163,115.1,41.09,19.8,6.38,2.84
112,111.9,63.07,33.6,11.2,5.2
500,109.5,47.39,29.25,9.96,4.95
104,108.4,68.81,39.85,13.64,6.04
150,106.7,55.72,38.15,12.96,6.24
153,106.3,56.98,36.0,13.88,6.16
454,100.1,60.76,36.6,13.02,5.58
23,95.1,56.63,21.2,5.62,2.15
31,92.6,77.63,66.95,28.04,14.07
487,91.0,74.69,52.95,19.78,9.52
580,88.0,53.97,30.85,10.64,4.98
146,87.5,38.5,20.95,6.46,3.01
238,86.7,79.73,50.2,17.6,8.49
20,83.9,36.82,17.55,5.32,2.0
665,83.7,46.41,30.4,9.98,4.53
166,78.7,49.98,32.3,11.5,4.9
675,77.0,24.92,12.65,4.14,1.59
499,77.0,69.93,53.25,21.06,9.74
445,76.5,53.41,32.55,12.82,5.31
217,76.0,52.64,35.75,13.56,6.77
240,74.9,50.19,35.2,14.06,6.91
94,71.0,19.67,12.6,3.34,1.5
729,70.0,23.17,14.9,4.58,2.31
478,69.7,71.61,54.45,22.3,11.91
194,69.3,40.25,25.5,8.06,3.69
190,66.8,56.63,44.9,16.72,8.24
682,65.8,45.29,31.6,13.04,6.45
572,65.4,39.9,22.9,8.2,3.74
121,65.4,43.54,24.05,8.28,3.73
195,65.1,23.87,11.6,3.76,1.48
327,64.1,18.55,10.0,3.38,1.57
479,64.1,40.11,26.9,11.08,5.56
100,62.9,66.5,30.2,9.32,3.97
290,62.6,30.31,13.7,4.66,1.86
113,62.1,74.2,21.65,7.0,2.67
365,61.5,24.5,16.15,5.02,2.35
459,61.0,29.82,22.6,7.12,2.67
362,60.9,12.74,6.0,1.84,0.88
84,60.4,51.31,34.95,14.48,6.61
433,60.1,42.21,36.3,14.82,7.02
109,59.5,49.7,34.4,14.06,6.64
385,58.5,42.98,32.85,11.44,6.16
345,57.9,29.33,16.25,5.96,2.37
299,56.9,33.81,20.95,7.18,3.14
244,56.2,35.28,26.25,9.66,4.64
503,54.8,30.73,18.3,6.46,2.91
460,54.6,38.36,26.2,10.1,4.95
335,53.9,45.43,29.3,12.76,5.97
329,53.0,24.64,13.2,4.98,2.09
687,52.9,28.0,17.3,6.4,2.88
306,52.6,28.77,20.0,6.5,3.01
157,52.5,17.5,10.55,2.44,1.13
758,52.1,40.04,27.3,11.4,5.62
274,51.6,13.86,7.05,2.72,0.83
643,51.0,27.93,18.4,7.18,3.45
107,50.3,45.71,33.55,12.96,6.81
43,49.7,42.91,37.55,15.76,7.46
693,48.6,28.63,15.7,6.1,3.0
97,47.1,46.2,33.95,11.86,5.89
152,46.4,33.11,25.25,9.3,4.41
547,46.1,24.78,16.45,5.58,2.51
551,45.8,30.17,20.45,6.76,2.8
40,45.3,39.41,29.15,13.52,7.27
416,44.6,40.81,29.65,12.38,6.47
704,44.5,50.47,44.35,20.0,10.38
670,44.5,45.36,36.0,15.32,7.98
34,44.2,17.36,9.85,3.72,1.32
760,43.6,37.66,29.05,12.42,5.93
371,43.2,22.96,15.6,5.54,2.85
271,42.7,13.23,7.8,2.58,0.92
462,42.2,14.14,10.4,3.42,1.36
746,41.9,28.28,20.4,7.84,4.32
417,40.6,22.33,14.05,4.96,2.24
230,40.2,36.61,27.2,12.38,5.13
223,39.3,23.94,15.15,5.94,2.89
518,37.8,29.96,21.1,8.0,4.3
727,37.8,27.93,15.9,6.94,3.29
625,37.6,25.83,13.8,5.66,2.73
616,37.5,34.23,26.85,10.38,4.27
82,37.0,12.88,5.85,2.22,0.95
637,36.8,20.3,13.9,4.84,1.98
689,36.5,28.28,22.25,8.46,3.81
263,36.2,30.94,23.7,10.2,5.2
623,35.4,18.34,25.8,8.5,3.28
52,35.2,25.76,19.5,7.26,3.82
173,34.7,31.71,24.7,9.9,5.04
225,34.4,37.94,20.8,7.56,3.22
210,33.9,33.39,28.0,12.2,5.68
377,33.2,14.77,9.05,3.3,1.61
409,31.8,25.76,19.9,8.54,4.29
511,31.3,21.07,14.4,5.36,2.65
309,30.2,15.12,10.75,3.66,1.84
343,30.1,19.32,16.9,6.9,3.39
96,30.0,15.33,9.6,3.52,1.43
45,29.8,14.84,9.75,3.34,1.57
731,28.9,15.61,10.1,3.76,1.86
319,28.6,15.75,11.05,3.84,2.08
288,28.5,20.93,16.1,7.3,3.16
569,28.1,19.6,16.2,5.84,2.78
522,28.1,9.24,5.15,1.82,0.66
183,27.9,35.28,24.7,8.84,4.24
581,27.8,16.8,15.4,7.56,3.13
585,27.8,18.34,13.65,5.32,2.7
349,26.5,17.64,10.75,3.78,1.58
123,26.5,14.77,13.0,3.98,2.26
501,26.4,18.69,13.3,5.68,2.57
765,26.4,18.41,15.15,5.7,2.87
80,26.1,24.5,20.6,8.1,4.12
72,26.1,18.97,15.75,6.6,3.44
305,25.2,20.58,11.85,3.94,1.93
325,25.1,24.78,17.35,8.14,3.53
664,24.9,8.82,5.3,1.8,0.89
29,24.4,18.9,12.9,5.44,2.51
373,24.0,11.55,7.3,2.68,1.16
359,23.9,14.0,9.85,3.68,1.58
379,23.6,13.02,8.65,3.86,1.7
436,23.6,26.74,17.1,7.22,3.19
363,23.5,13.58,9.6,3.3,1.23
252,23.4,5.04,3.45,0.88,0.53
425,23.1,21.42,14.35,6.0,3.2
269,22.4,22.05,18.1,8.06,3.92
101,21.5,32.27,33.2,16.36,8.75
667,21.4,33.95,37.1,17.38,10.09
465,21.4,28.07,23.05,9.48,4.61
