,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,2910.2,482.86,179.9,54.28,22.4,3649.64
62,191.6,396.06,347.3,124.84,53.92,1113.72
668,243.6,253.12,208.9,87.32,47.34,840.2800000000002
838,378.4,211.82,94.7,28.8,11.34,725.0600000000002
141,313.2,189.56,130.9,46.92,18.8,699.3799999999999
608,366.8,213.36,65.2,20.92,9.4,675.6800000000002
111,347.6,166.46,70.8,24.84,11.98,621.6800000000002
235,,134.12,282.9,138.92,62.42,618.3599999999999
513,247.2,162.82,86.3,27.8,11.24,535.36
623,133.2,162.12,121.3,48.76,25.28,490.66
64,39.4,192.78,143.4,66.88,34.92,477.38000000000005
193,130.6,130.76,90.7,38.6,15.06,405.72
618,161.8,117.74,79.9,27.6,15.54,402.58000000000015
851,162.4,82.88,48.7,16.24,7.3,317.5200000000001
150,139.8,93.8,50.9,14.56,6.24,305.3
709,128.4,83.72,53.6,20.64,10.02,296.38
167,119.2,83.02,58.4,24.0,10.22,294.8400000000001
291,130.2,82.46,50.2,16.8,6.72,286.38
1080,116.6,83.72,53.3,17.48,7.32,278.42
620,124.4,79.8,47.0,17.32,8.6,277.12
775,62.8,107.66,63.9,23.68,9.86,267.9
60,94.0,78.82,55.1,21.08,9.78,258.78
95,117.8,67.48,42.5,13.72,6.62,248.12
761,,107.1,80.2,30.52,13.3,231.12000000000003
928,46.4,69.02,60.1,26.04,13.84,215.4
79,51.8,59.36,62.8,26.08,15.36,215.4
363,115.2,57.54,30.5,8.56,3.4,215.2
520,54.2,77.56,50.2,18.6,10.22,210.78
622,70.4,61.74,45.5,19.16,10.9,207.7
956,70.8,68.6,42.5,15.2,6.58,203.68
351,95.8,58.94,26.0,8.8,3.62,193.16000000000003
377,30.2,77.98,52.8,20.08,9.64,190.7
208,77.2,52.08,37.8,14.52,7.48,189.08
815,31.6,63.98,55.6,23.56,11.74,186.48
636,,83.44,59.3,23.36,12.0,178.10000000000005
230,44.2,59.08,44.1,18.6,10.48,176.45999999999995
1044,77.6,50.4,31.7,10.56,4.74,175.0
821,74.0,49.56,29.0,11.04,4.64,168.23999999999995
