,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,3934.6,613.48,224.8,59.28,23.4,4855.56
62,130.4,327.74,317.3,128.0,57.1,960.54
838,403.2,266.14,118.7,34.36,13.52,835.92
668,242.4,259.42,193.9,79.56,43.92,819.1999999999997
608,367.0,237.02,74.6,24.64,11.02,714.28
623,184.6,225.82,171.1,67.0,32.64,681.16
64,35.0,262.64,212.7,86.72,43.4,640.4599999999998
235,,91.28,234.1,126.92,64.0,516.3
618,195.6,138.18,93.6,35.36,17.34,480.08
141,208.6,120.68,97.0,32.2,13.08,471.56
513,195.6,126.14,70.2,21.96,9.28,423.18
150,178.4,135.38,66.0,22.0,8.92,410.7
620,175.6,104.58,72.0,25.16,10.46,387.8
111,192.6,113.12,54.1,18.8,7.92,386.5400000000001
1080,128.6,128.24,71.1,23.44,10.82,362.20000000000016
815,61.6,127.68,107.5,42.92,21.1,360.8
377,51.6,153.16,96.1,36.76,18.16,355.78000000000014
363,176.6,94.22,43.8,12.12,6.08,332.82
520,62.8,124.46,79.8,29.92,15.42,312.4000000000001
426,103.2,107.38,63.5,24.96,12.3,311.34
291,118.6,83.86,50.9,17.84,7.62,278.82
761,,129.78,94.8,36.04,16.64,277.26
388,91.8,77.42,57.9,21.68,9.92,258.72
318,34.2,76.86,82.1,39.44,20.76,253.36
230,53.8,76.16,58.0,22.32,12.06,222.34
193,57.2,71.82,55.5,23.48,10.06,218.06
775,42.8,85.68,54.8,19.28,7.56,210.12000000000003
851,96.4,59.22,34.3,10.8,4.82,205.54
456,65.0,74.48,42.0,14.04,5.88,201.4
48,39.6,69.16,46.2,17.24,8.78,180.98
144,45.2,54.6,49.9,20.36,10.32,180.38
459,15.4,45.5,63.2,33.24,19.4,176.74
167,73.8,48.58,34.2,12.48,6.4,175.45999999999995
1044,74.0,52.22,32.7,10.68,4.68,174.28000000000003
1046,34.8,63.42,43.9,15.72,6.66,164.5
505,98.4,31.92,20.3,9.08,4.1,163.8
1022,61.2,48.86,31.3,13.88,6.48,161.72
1009,29.8,44.24,51.3,22.28,13.48,161.1
41,24.8,59.22,42.1,19.24,12.46,157.82000000000005
351,67.8,49.28,23.9,7.76,3.34,152.07999999999996
277,54.6,39.76,32.2,12.4,6.9,145.86
60,42.6,49.0,29.7,12.08,6.46,139.84
703,34.8,43.68,37.5,15.04,8.02,139.04
79,28.4,40.46,40.0,18.64,9.84,137.34
415,47.0,43.82,28.2,9.88,4.1,133.0
709,50.2,38.5,25.4,10.16,4.56,128.82
1,55.0,38.22,22.1,7.12,3.34,125.78
95,45.8,35.28,22.0,7.4,3.98,114.46
484,30.4,39.48,28.0,9.4,4.66,111.94
821,51.4,32.76,17.6,6.76,2.78,111.3
87,44.4,28.14,22.2,8.84,3.64,107.22
636,,51.66,34.7,13.68,6.24,106.28
208,42.0,28.84,20.9,8.4,4.46,104.6
201,26.2,35.0,25.2,9.96,5.2,101.56000000000002
956,34.4,28.14,20.8,7.6,3.56,94.5
444,38.4,33.04,16.1,4.36,2.22,94.12
430,8.0,28.14,29.8,15.68,11.1,92.72
693,4.0,28.56,31.9,16.76,9.48,90.70000000000002
