,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,4008.7,613.69,223.3,61.76,23.49,4930.94
62,124.6,333.83,324.3,126.04,57.51,966.28
838,376.2,283.64,121.9,34.72,15.56,832.0199999999999
668,233.1,260.19,197.45,82.3,43.33,816.37
608,354.7,229.46,78.2,24.9,10.63,697.89
623,177.5,226.87,172.25,67.78,32.44,676.8399999999998
64,37.0,260.4,211.15,89.84,45.51,643.9
235,,87.22,238.45,129.72,63.02,518.41
141,197.4,124.11,92.0,31.48,13.72,458.71
618,183.7,127.75,92.45,34.72,16.87,455.49
513,207.2,127.4,71.8,22.48,9.51,438.39
150,195.8,131.74,67.85,20.94,8.92,425.25
620,174.8,111.72,73.95,26.32,11.46,398.25
111,197.5,115.57,52.3,18.22,8.15,391.74
815,61.4,135.73,110.7,44.22,21.58,373.63
377,51.1,160.93,100.35,38.06,16.76,367.2
1080,127.3,123.27,67.05,23.0,10.13,350.75
363,174.4,89.88,42.05,12.96,5.18,324.47
426,93.4,110.46,67.45,24.4,10.49,306.2
520,53.3,112.28,75.5,27.0,13.98,282.06
1009,64.5,86.8,74.9,32.26,18.56,277.02000000000004
291,109.6,82.53,52.7,17.4,8.52,270.74999999999994
761,,121.24,85.15,35.68,16.57,258.64
388,95.7,71.75,54.75,20.86,9.88,252.94
318,25.8,74.06,74.55,36.88,20.83,232.12
193,69.6,67.69,53.65,23.94,10.0,224.88
775,44.4,94.36,49.1,17.78,7.35,212.99
851,102.1,55.72,34.35,10.62,5.11,207.9
456,64.8,74.2,42.2,14.82,5.71,201.73
144,56.0,58.66,53.15,20.02,10.08,197.91000000000003
230,37.5,64.26,53.75,22.54,13.11,191.16
48,35.7,65.17,47.6,18.28,8.66,175.41
351,73.8,55.02,28.9,8.96,4.21,170.89
1044,82.2,43.61,30.3,9.76,4.45,170.32
1046,33.2,70.7,43.15,14.38,7.45,168.88
459,14.1,40.46,63.0,32.26,18.62,168.44
167,65.2,48.09,31.9,13.92,6.68,165.79
1022,54.4,52.99,31.9,13.58,6.92,159.79
41,22.2,55.02,47.3,20.18,11.81,156.51
505,84.2,32.83,25.35,8.74,4.11,155.23000000000005
277,51.3,42.7,32.2,12.74,5.96,144.9
79,34.2,41.23,39.4,19.42,10.56,144.81
703,41.3,43.54,35.6,14.54,7.93,142.91
60,46.1,43.89,30.25,11.76,6.04,138.04
95,57.9,34.3,22.95,8.34,4.16,127.65
709,52.8,34.72,25.0,9.4,4.55,126.47
415,47.2,39.34,25.85,9.06,3.67,125.12000000000002
1,48.7,37.73,19.0,6.28,3.02,114.73
87,48.8,31.57,20.45,8.76,3.59,113.17000000000002
484,27.9,38.5,26.55,9.16,4.3,106.41
208,40.8,29.54,20.1,9.08,4.5,104.02
821,47.3,27.16,18.0,6.34,3.02,101.82
444,40.8,36.47,15.35,4.66,2.49,99.76999999999998
636,,45.64,34.35,12.76,6.96,99.71
622,29.3,30.66,22.1,10.14,5.16,97.36
201,21.1,32.55,24.1,9.04,4.76,91.55
612,17.3,29.33,26.45,11.48,5.93,90.49
552,24.5,29.4,21.7,9.78,4.4,89.78
430,10.2,25.27,27.9,15.44,10.51,89.32000000000002
956,29.1,26.95,20.15,8.26,4.08,88.53999999999998
327,7.7,32.9,27.65,12.62,6.36,87.23
1051,31.1,24.15,17.85,6.68,3.4,83.18
693,3.5,23.59,28.35,15.32,9.42,80.17999999999998
928,13.5,22.19,24.9,10.04,5.69,76.32
782,30.6,29.05,11.7,3.42,1.5,76.27000000000002
449,17.1,23.94,18.7,8.36,4.46,72.56
25,25.1,21.91,16.7,5.96,2.83,72.5
237,19.0,21.77,18.85,7.62,4.04,71.28
563,35.8,17.99,11.1,3.76,1.75,70.39999999999998
1075,15.0,21.49,20.0,7.62,3.86,67.97
457,13.3,26.74,17.6,5.76,2.89,66.28999999999999
586,31.4,14.77,10.55,3.96,1.83,62.51
812,16.4,20.02,15.4,6.92,3.57,62.31
923,11.7,18.34,17.3,9.26,4.4,61.0
624,34.3,14.98,7.05,2.84,1.36,60.53
822,13.8,19.88,15.5,6.98,3.99,60.15
555,12.0,22.68,16.15,5.66,3.18,59.67
735,26.2,16.8,10.95,3.14,1.59,58.68000000000001
805,14.7,16.38,12.85,6.12,3.96,54.01
585,24.8,13.72,8.75,2.78,1.63,51.68000000000001
123,8.1,16.8,15.4,7.18,4.06,51.54
100,16.8,17.43,10.45,4.1,2.17,50.95000000000001
321,26.1,12.18,8.1,2.82,1.41,50.61
213,0.4,10.36,21.4,11.56,6.68,50.4
1002,13.5,13.23,13.0,6.62,4.0,50.35
152,19.8,14.63,9.85,3.72,1.92,49.92
921,12.5,16.45,13.15,4.92,2.49,49.51000000000001
109,28.1,10.85,7.25,2.36,0.92,49.48
149,26.1,11.27,6.35,2.28,1.09,47.09000000000001
356,12.3,14.98,10.95,4.16,2.5,44.89
1040,7.1,13.65,13.85,6.46,3.82,44.88
897,16.3,12.18,8.7,3.5,2.08,42.76
973,18.8,12.04,7.4,2.28,1.33,41.85
685,10.1,14.35,10.9,4.12,2.15,41.62
697,6.5,12.25,11.75,6.72,4.07,41.29
759,10.1,11.69,10.75,4.8,2.37,39.71
995,9.0,10.71,10.2,4.72,3.16,37.790000000000006
635,17.7,11.13,6.1,1.84,0.92,37.69000000000001
734,9.1,13.23,9.75,3.58,1.87,37.53
704,3.1,11.62,12.65,6.62,3.24,37.23
12,8.3,14.84,8.65,3.36,1.26,36.41
