,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,165.8,58.94,29.7,8.72,3.44,266.6
572,137.6,57.26,31.9,12.64,4.8,244.2
194,122.8,59.22,31.6,9.16,3.82,226.6
459,120.0,50.96,25.1,7.84,2.98,206.88
728,105.6,26.04,13.9,3.08,1.06,149.68
130,105.4,56.84,33.1,11.48,4.64,211.46
22,90.4,51.66,29.0,9.2,3.86,184.12
317,81.6,28.56,14.8,5.4,2.6,132.96
437,77.4,29.96,16.3,5.36,2.42,131.44
503,75.0,35.28,22.3,7.0,3.32,142.9
322,72.4,53.76,37.5,13.0,5.76,182.42
379,71.8,32.9,22.2,8.12,3.26,138.28
608,70.2,28.84,19.2,6.04,2.8,127.08
462,66.6,20.86,9.9,3.6,1.52,102.48
500,64.0,28.0,18.0,6.24,2.42,118.66
450,61.8,34.58,18.6,6.52,2.42,123.92
731,59.8,30.66,17.1,5.12,3.04,115.72
181,59.6,31.92,19.8,6.56,3.02,120.9
488,59.0,24.22,17.6,5.16,2.38,108.36
673,58.2,24.78,14.5,5.4,2.12,105.0
319,57.4,25.48,17.0,4.56,2.66,107.1
712,56.8,27.02,14.3,5.8,2.46,106.38
365,54.8,25.48,16.2,4.96,2.14,103.58
434,54.8,29.4,20.5,6.88,2.54,114.12
331,54.6,31.08,19.5,7.68,3.94,116.8
223,53.8,25.2,16.2,5.4,2.8,103.4
660,52.0,29.12,21.2,8.08,3.92,114.32
675,51.4,21.28,9.0,2.8,1.2,85.68
513,50.2,16.52,10.7,2.72,1.52,81.66
245,50.2,17.64,10.8,3.32,1.16,83.12
563,50.0,29.54,15.2,5.48,2.88,103.1
239,50.0,25.9,14.1,5.12,1.88,97.0
639,48.8,33.18,16.2,4.72,2.36,105.26
719,48.4,18.76,12.0,4.16,1.84,85.16
174,48.0,30.24,20.5,6.68,3.32,108.74
45,47.8,20.86,10.4,4.76,1.98,85.8
359,47.2,24.08,13.3,4.76,1.96,91.3
594,47.0,17.22,11.4,3.88,1.24,80.74
456,46.6,22.12,13.8,5.16,2.46,90.14
242,46.4,28.98,19.7,7.52,3.2,105.8
665,46.4,26.74,17.2,5.8,2.56,98.7
35,46.4,34.58,18.1,5.44,2.44,106.96
345,46.2,23.66,13.6,4.76,2.54,90.76
440,46.0,24.08,19.5,6.0,3.02,98.6
491,45.6,20.72,10.1,3.96,2.02,82.4
554,45.0,28.0,18.5,7.36,3.52,102.38
729,44.6,16.8,8.3,3.56,1.74,75.0
314,44.4,29.68,20.5,7.0,3.8,105.38
575,44.4,29.68,18.0,6.52,3.36,101.96
715,43.8,19.32,9.3,3.24,1.46,77.12
17,43.4,30.38,16.9,5.24,2.06,97.98
41,42.6,22.4,17.8,5.88,2.52,91.2
100,42.4,28.84,16.4,5.64,2.44,95.72
82,42.0,12.46,6.3,2.36,0.9,64.02
96,41.8,15.54,11.7,3.36,1.7,74.1
696,41.8,41.16,33.4,13.0,6.76,136.12
285,41.6,17.36,9.8,3.52,1.68,73.96
701,41.0,22.54,13.6,5.32,2.06,84.52
580,40.8,22.96,15.9,6.6,2.74,89.0
75,40.4,17.08,8.1,4.28,1.18,71.04
21,40.2,22.12,12.4,3.96,2.02,80.7
676,39.6,18.2,13.4,4.2,1.9,77.3
65,39.4,15.26,9.4,2.28,1.08,67.42
672,39.2,14.7,6.5,2.56,0.98,63.94
