,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
680,567.54,51.31,17.73,4.288,1.436,642.304
552,222.1,72.996,38.97,12.752,5.56,352.37800000000004
468,140.72,94.206,62.03,23.036,10.568,330.56
230,113.26,98.336,70.76,26.832,12.676,321.864
759,168.82,72.142,42.71,14.42,6.294,304.38599999999997
663,139.54,80.374,53.19,19.656,8.744,301.504
238,104.68,96.32,62.24,21.8,9.884,294.92400000000004
84,110.66,88.27,59.31,22.72,10.806,291.766
121,121.78,91.112,50.59,17.208,7.466,288.15599999999995
151,182.72,56.042,29.77,9.736,4.206,282.474
166,116.44,86.016,52.5,17.34,7.508,279.804
225,104.68,89.054,49.91,17.004,7.446,268.09400000000005
107,90.68,76.034,56.86,21.7,10.376,255.65
693,123.76,68.292,39.38,14.044,6.28,251.75600000000003
478,77.26,74.55,61.28,25.424,12.992,251.506
299,122.84,67.06,36.96,12.24,5.86,244.96000000000004
416,77.02,69.566,56.56,23.02,10.81,236.97600000000003
97,78.88,72.702,53.87,21.084,10.024,236.56
35,114.86,66.248,32.53,10.724,4.44,228.802
460,88.66,60.76,44.74,17.048,8.058,219.266
183,62.98,76.048,51.62,18.784,8.334,217.766
23,108.36,68.81,25.19,7.22,2.706,212.286
547,102.14,55.286,33.43,11.592,5.102,207.55
628,96.94,54.992,34.55,12.632,6.122,205.236
113,74.48,84.91,29.32,8.368,3.408,200.48599999999996
623,90.62,41.902,48.45,13.64,5.54,200.15199999999996
34,117.28,44.422,24.36,8.408,3.648,198.118
163,117.94,45.962,23.24,7.524,3.376,198.042
394,88.02,55.09,35.67,13.084,5.54,197.40400000000002
111,92.56,50.75,33.05,11.772,5.376,193.508
454,79.02,50.162,32.78,11.604,5.538,179.10399999999998
152,68.32,51.282,36.95,14.584,7.266,178.402
687,92.68,44.352,26.56,9.656,4.504,177.752
655,61.08,51.842,39.68,15.204,7.314,175.12
307,94.62,41.636,24.52,8.188,3.748,172.712
682,64.24,48.384,35.67,14.408,6.952,169.65399999999997
89,57.52,52.99,37.33,14.484,7.186,169.51000000000002
150,75.98,45.612,30.19,11.532,5.378,168.692
440,88.24,42.644,23.89,8.588,3.694,167.05599999999998
20,86.2,45.43,20.57,6.184,2.492,160.87599999999998
616,51.94,50.064,36.53,13.636,6.076,158.24599999999998
240,63.08,45.052,31.43,11.836,5.548,156.94600000000003
511,63.16,41.37,26.11,9.784,4.482,144.90599999999998
100,52.44,54.46,24.82,7.844,3.304,142.868
335,49.0,43.414,31.61,12.536,6.14,142.7
109,49.26,41.888,30.59,12.576,6.17,140.48399999999998
190,46.34,41.86,32.49,12.964,6.252,139.906
189,54.62,40.082,28.06,10.696,4.936,138.394
500,74.84,32.074,21.1,7.124,3.14,138.278
585,54.32,37.184,26.26,9.884,4.614,132.262
139,31.28,44.94,34.14,13.476,6.616,130.452
104,55.86,38.542,23.15,8.104,3.758,129.414
349,59.8,32.13,19.51,7.08,3.206,121.72600000000001
385,44.84,34.776,25.18,10.408,5.046,120.25000000000003
667,20.88,36.75,36.39,16.928,9.254,120.202
760,39.66,35.504,27.69,11.48,5.688,120.02199999999999
9,56.54,33.138,18.6,6.856,3.144,118.27799999999999
217,45.54,34.202,24.18,9.6,4.618,118.13999999999999
746,45.56,33.768,23.32,9.5,4.782,116.92999999999999
377,62.8,27.678,16.69,5.98,2.632,115.78
665,54.24,31.486,18.99,6.724,2.916,114.356
305,50.74,33.474,19.42,7.008,3.078,113.72
367,25.72,33.152,31.48,14.724,7.86,112.936
40,38.6,32.676,24.8,10.816,5.554,112.44600000000001
195,70.74,24.164,11.57,3.736,1.388,111.598
101,23.76,32.914,32.12,13.928,7.44,110.162
131,29.54,32.606,27.72,13.216,7.072,110.154
327,70.06,22.498,11.76,4.104,1.69,110.11200000000001
727,41.08,33.11,22.95,8.676,4.144,109.96000000000001
487,38.38,32.368,24.85,9.468,4.57,109.63600000000002
43,33.76,32.438,26.18,11.388,5.74,109.50600000000001
31,33.02,32.018,26.11,11.768,6.044,108.96000000000001
210,34.18,30.464,25.72,11.152,5.894,107.41000000000001
433,36.62,30.604,23.53,10.28,5.108,106.142
445,40.02,34.3,20.83,7.124,3.394,105.66799999999999
704,26.42,31.514,28.17,12.488,6.818,105.41
146,53.04,28.098,16.31,5.272,2.25,104.97000000000001
653,0.38,60.508,32.31,8.188,3.086,104.47200000000001
82,62.4,22.12,13.75,4.28,1.872,104.422
664,56.84,26.264,13.73,4.38,2.032,103.246
203,24.4,29.316,27.29,13.236,7.518,101.76
499,33.96,29.778,22.89,9.32,4.378,100.32600000000001
274,66.94,18.256,10.13,3.108,1.392,99.826
153,46.04,26.208,16.47,5.956,2.522,97.196
110,19.6,28.252,28.65,13.212,7.322,97.03600000000002
345,49.66,24.318,14.08,4.888,2.31,95.256
670,30.24,28.532,22.47,9.48,4.526,95.24799999999999
535,17.74,28.182,28.19,12.656,6.828,93.596
421,27.46,28.126,22.97,9.396,4.816,92.768
424,43.18,23.688,16.44,6.0,2.98,92.288
194,41.36,23.38,16.82,5.544,2.614,89.718
633,35.1,25.536,17.49,7.632,3.672,89.43
572,40.5,25.228,15.52,5.392,2.504,89.144
580,38.56,25.928,15.79,5.68,2.732,88.69
560,17.98,24.892,25.66,12.852,7.2,88.584
689,32.42,25.298,19.64,7.404,3.466,88.228
466,13.52,23.31,27.0,14.332,9.164,87.32600000000001
244,33.68,24.976,18.06,6.844,3.354,86.91399999999999
148,17.06,24.374,24.9,12.872,7.218,86.424
263,29.32,24.962,19.39,8.1,4.012,85.78399999999999
772,16.76,25.956,25.0,11.472,6.062,85.25
363,41.54,22.75,13.51,5.12,2.31,85.23
743,38.0,24.766,13.99,5.3,2.41,84.466
479,31.4,24.402,17.49,7.104,3.582,83.978
258,42.3,24.248,11.85,3.684,1.616,83.698
459,39.26,21.728,14.94,5.06,2.158,83.146
296,3.38,28.168,29.86,13.908,7.414,82.73
159,23.56,24.486,20.82,8.956,4.896,82.718
94,50.72,17.486,9.16,3.004,1.324,81.694
365,44.02,18.074,12.12,4.22,1.92,80.35400000000001
271,52.68,15.05,8.01,2.728,1.08,79.548
465,19.66,26.292,20.78,8.612,4.114,79.458
425,30.08,22.162,16.87,6.736,3.464,79.312
675,49.04,16.534,8.26,2.832,1.154,77.82
112,35.98,21.812,13.29,4.476,2.042,77.6
518,30.2,21.084,15.7,6.148,3.124,76.25599999999999
72,26.64,21.938,16.67,6.876,3.444,75.56800000000001
634,26.58,22.232,15.73,6.768,3.586,74.896
29,29.66,20.02,15.04,5.992,2.972,73.684
758,25.54,21.924,15.84,6.492,3.228,73.024
306,34.02,19.306,13.02,4.496,2.122,72.964
643,32.54,19.278,12.96,5.088,2.486,72.35199999999999
348,8.42,20.832,22.85,11.48,6.26,69.84200000000001
