,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
948,126.76,66.178,30.19,8.644,3.238,235.01
866,131.18,59.976,30.27,8.704,3.536,233.66600000000003
544,152.42,40.292,17.57,4.92,1.934,217.13599999999997
69,66.64,71.904,34.65,10.428,4.288,187.91
652,101.16,50.946,25.53,7.264,2.828,187.728
795,61.02,65.184,36.59,10.96,4.278,178.032
1057,66.52,57.834,37.37,11.58,4.568,177.872
50,89.66,44.884,26.15,8.392,3.868,172.95399999999998
68,119.98,32.102,14.42,3.972,1.47,171.944
186,37.08,65.324,45.63,12.856,4.964,165.85399999999998
906,61.74,47.474,34.23,12.732,5.854,162.03
343,68.86,41.538,33.2,12.468,5.572,161.638
711,91.8,39.648,19.99,6.216,2.46,160.11400000000003
55,71.52,47.222,26.38,9.028,4.04,158.18999999999997
727,40.72,61.096,39.37,12.396,4.57,158.152
234,85.46,35.672,18.97,5.64,2.316,148.05799999999996
873,51.66,37.898,26.88,9.792,4.5,130.73
681,46.4,41.174,28.04,10.176,4.666,130.45600000000002
391,60.22,35.574,21.07,7.796,3.62,128.28
2,22.92,45.22,39.66,13.736,5.318,126.854
667,71.68,27.706,16.27,5.16,2.392,123.208
251,63.58,30.38,19.34,6.656,3.084,123.04
628,29.86,38.78,33.13,13.788,6.74,122.298
1061,58.64,31.472,17.84,6.708,2.798,117.458
1014,63.54,30.716,15.24,4.776,1.722,115.99399999999999
480,46.0,37.954,22.45,6.584,2.296,115.28400000000002
138,41.62,39.144,21.54,7.28,3.134,112.718
344,59.14,27.398,17.01,5.856,2.646,112.05
631,45.88,31.864,21.95,8.188,3.92,111.802
605,52.68,35.602,16.84,4.34,1.532,110.994
541,73.68,20.454,11.0,3.152,1.268,109.55400000000002
117,,62.762,32.06,10.46,4.196,109.47800000000001
113,47.92,30.058,20.44,7.192,3.288,108.89800000000001
532,43.2,31.906,22.09,7.912,3.718,108.82600000000001
556,75.2,19.572,8.84,2.332,0.824,106.768
32,68.04,21.476,11.64,3.816,1.562,106.534
974,37.66,36.652,21.69,7.024,3.178,106.204
73,30.42,34.412,26.36,10.488,4.494,106.17399999999999
871,67.4,21.266,11.29,3.464,1.38,104.79999999999998
793,45.84,28.98,18.97,7.236,3.322,104.34800000000001
228,29.68,36.176,24.67,9.212,4.32,104.05799999999999
182,41.18,28.686,21.43,8.668,3.962,103.926
199,52.1,30.31,14.88,4.228,1.594,103.11199999999998
366,67.04,20.678,10.02,2.848,1.216,101.80199999999999
378,44.22,28.224,19.52,6.428,2.872,101.264
110,41.72,33.95,16.65,6.092,2.752,101.16399999999999
351,60.98,21.434,12.66,4.096,1.776,100.946
401,11.56,32.494,35.73,14.38,5.982,100.14599999999999
1024,55.28,26.544,12.61,3.944,1.68,100.058
14,34.14,27.916,23.23,9.584,4.604,99.474
1046,45.06,26.6,18.1,6.288,2.934,98.98199999999999
807,55.08,24.136,13.76,4.176,1.694,98.846
96,42.74,33.614,17.0,3.98,1.32,98.654
260,36.64,33.544,17.96,6.324,2.87,97.33800000000001
898,52.78,25.97,13.27,3.896,1.364,97.28
29,53.8,22.274,13.25,5.084,2.128,96.536
227,42.94,26.838,16.76,5.448,2.254,94.24
527,39.1,28.994,16.94,5.904,2.66,93.59799999999998
160,50.0,22.19,13.97,4.984,2.362,93.50599999999999
811,47.64,23.198,14.65,5.212,2.304,93.004
986,63.12,18.69,8.1,2.132,0.872,92.914
1003,42.06,24.78,16.62,6.3,3.094,92.854
645,43.32,24.976,16.41,5.372,2.452,92.52999999999999
841,25.7,29.75,22.53,8.396,4.228,90.604
855,52.46,23.366,10.51,2.852,0.97,90.158
830,49.26,22.764,11.58,4.008,1.7,89.312
76,44.66,22.246,14.58,5.304,2.262,89.05199999999999
678,45.34,21.966,14.12,5.044,2.29,88.76000000000002
1048,34.26,24.724,18.06,7.716,3.614,88.374
289,39.34,24.514,15.58,6.112,2.748,88.294
827,40.94,22.638,15.93,5.916,2.636,88.06
861,45.56,22.638,12.89,4.672,2.072,87.83200000000001
340,35.22,24.766,17.58,6.824,3.266,87.656
148,34.48,26.6,16.28,6.144,2.988,86.492
935,69.54,11.158,3.79,1.148,0.376,86.01200000000001
257,38.92,23.366,15.55,5.436,2.486,85.758
419,23.56,25.76,22.38,9.144,4.838,85.682
325,21.62,28.42,21.81,8.552,3.746,84.14800000000001
130,51.26,18.27,9.88,3.252,1.478,84.13999999999999
270,45.94,20.342,11.61,4.024,1.872,83.788
19,41.56,22.694,12.79,4.496,2.108,83.64800000000001
559,20.68,27.524,20.83,8.228,3.792,81.05399999999999
616,33.74,21.602,16.41,6.1,2.89,80.74199999999999
956,36.38,21.91,14.56,5.332,2.466,80.648
39,45.34,19.362,10.23,3.22,1.6,79.752
525,39.82,21.28,12.76,3.972,1.67,79.502
966,32.36,21.658,16.4,6.096,2.888,79.40200000000002
833,51.2,16.212,8.02,2.656,1.1,79.188
115,32.14,21.14,16.45,6.228,2.734,78.692
415,38.78,20.804,12.3,4.6,2.098,78.582
265,30.18,28.14,14.1,4.048,1.578,78.046
48,29.5,22.484,16.39,6.188,2.93,77.492
119,36.62,19.53,13.24,5.08,2.324,76.794
922,50.24,15.68,7.04,2.348,0.864,76.17200000000001
595,33.24,21.518,13.71,5.232,2.43,76.13000000000001
100,33.42,22.064,13.36,4.94,2.062,75.84599999999999
862,38.6,19.558,11.66,3.988,1.77,75.576
566,18.54,21.546,22.47,8.5,3.98,75.036
534,29.2,20.37,15.94,6.336,3.072,74.918
921,24.94,25.634,16.05,5.732,2.356,74.71199999999999
86,24.26,26.18,15.39,5.488,2.48,73.798
528,36.22,18.536,12.06,4.296,2.092,73.20400000000001
632,39.84,17.528,10.35,3.792,1.68,73.19000000000001
989,28.48,24.444,13.23,4.624,2.006,72.78399999999999
621,21.02,24.948,17.61,6.232,2.69,72.5
733,27.16,20.076,15.06,6.016,2.83,71.14200000000001
80,34.16,18.816,12.21,4.008,1.854,71.048
988,40.96,15.778,9.42,3.284,1.454,70.896
335,23.46,26.222,14.05,4.844,2.046,70.622
626,42.62,15.484,8.55,2.776,1.158,70.588
694,35.36,17.444,11.31,4.296,2.016,70.42600000000002
504,18.52,21.238,18.78,7.6,3.994,70.13199999999999
878,33.62,18.326,11.17,4.404,2.058,69.578
1042,33.86,17.64,11.28,4.408,1.94,69.128
60,19.92,23.772,16.22,5.976,3.138,69.02600000000001
420,34.4,16.758,11.4,4.236,2.13,68.92399999999999
1074,22.04,22.148,15.78,5.98,2.838,68.786
35,38.02,17.668,8.42,2.876,1.092,68.07600000000001
369,30.28,18.27,11.63,4.208,2.032,66.42
562,33.8,16.548,10.27,3.764,1.684,66.06599999999999
644,33.58,16.716,10.27,3.748,1.59,65.90400000000001
778,40.08,14.714,7.29,2.452,1.01,65.546
151,28.62,16.506,12.69,4.832,2.414,65.062
734,28.42,17.738,11.95,4.608,2.166,64.882
229,25.18,18.914,13.42,4.988,2.344,64.846
971,37.14,16.492,7.53,2.412,0.996,64.57000000000001
246,28.12,16.296,12.65,4.684,2.328,64.07799999999999
661,11.94,16.604,19.56,10.196,5.46,63.76
1056,20.88,18.774,14.85,6.032,3.204,63.74
494,23.0,17.598,14.25,5.78,2.8,63.428
603,7.48,20.37,20.2,9.868,4.97,62.888
267,23.3,17.402,13.51,5.708,2.926,62.846
367,26.6,16.814,12.18,4.804,2.256,62.654
640,26.6,17.556,11.59,4.52,2.05,62.316
838,29.88,15.876,10.84,3.804,1.72,62.120000000000005
682,21.02,19.11,14.22,5.128,2.218,61.696
231,18.1,18.69,15.19,6.372,2.792,61.144000000000005
728,2.26,11.718,23.28,14.7,8.678,60.635999999999996
479,31.88,14.714,8.92,3.188,1.414,60.11600000000001
306,24.16,16.744,12.17,4.768,2.244,60.086
571,21.72,16.758,13.32,5.308,2.648,59.754
677,21.34,16.352,13.52,5.384,2.654,59.25
398,37.92,11.536,6.45,2.02,0.928,58.854000000000006
477,22.14,17.682,12.06,4.568,2.018,58.468
375,24.62,15.806,11.22,4.556,2.072,58.274
211,26.36,15.624,10.44,3.976,1.85,58.25
495,16.28,16.548,15.63,6.452,3.032,57.94200000000001
665,20.28,17.654,12.21,4.836,2.426,57.406
423,20.34,16.478,12.8,5.1,2.496,57.214
232,18.48,13.146,14.45,6.628,3.14,55.844
178,24.16,14.7,10.29,4.564,2.106,55.82
593,19.98,15.484,12.28,5.344,2.72,55.808
817,18.84,15.4,12.98,5.488,2.856,55.564
93,8.4,23.632,15.44,5.456,2.524,55.452000000000005
776,37.88,11.746,4.18,1.152,0.422,55.38
118,30.1,13.636,7.88,2.564,1.164,55.34400000000001
