,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
417,2297.0,540.96,188.4,46.0,15.56,3087.92
285,1238.8,944.02,416.6,121.2,45.06,2765.6799999999994
719,1163.8,414.82,127.9,28.36,10.28,1745.16
680,334.6,34.3,10.4,2.8,0.92,383.02
356,44.6,85.54,83.5,36.76,19.54,269.94
111,46.2,83.86,70.6,26.72,10.44,237.82
182,62.4,71.96,59.1,22.16,11.66,227.28
35,85.6,60.76,35.5,11.84,5.46,199.16
682,63.6,60.34,41.6,17.2,9.64,192.38
628,55.2,58.24,46.1,18.64,8.32,186.5
304,53.4,57.96,40.8,14.36,7.52,174.04
307,76.0,45.64,32.8,11.36,4.82,170.62
394,39.2,48.02,47.9,17.8,8.32,161.24
41,51.2,52.78,37.9,13.28,6.02,161.18
97,56.6,45.64,37.5,14.0,6.98,160.72
454,61.4,47.04,32.2,14.24,4.96,159.84
107,41.4,46.76,42.0,17.12,8.92,156.2
238,41.8,51.8,40.7,15.16,6.7,156.16
23,73.2,51.24,22.6,5.48,2.68,155.2
335,41.2,44.52,38.1,14.8,7.72,146.34
163,75.8,37.66,22.7,7.04,2.96,146.16
460,45.4,43.96,35.7,13.36,6.66,145.08
153,46.2,46.34,31.8,12.84,5.9,143.08
687,65.0,36.26,25.9,10.2,4.2,141.55999999999997
113,46.0,56.7,25.4,8.68,2.4,139.18
440,43.0,43.12,34.9,11.08,5.36,137.46000000000004
479,43.0,39.2,33.0,13.64,6.24,135.08
112,30.0,51.24,34.3,12.84,5.24,133.62
446,41.8,44.24,28.9,11.88,5.5,132.32
345,55.0,34.72,26.8,10.24,3.92,130.67999999999998
439,0.4,22.54,51.3,32.56,22.62,129.42
552,62.4,35.84,19.9,6.96,2.84,127.94
190,23.8,38.22,38.7,15.84,8.56,125.12
100,39.0,44.1,27.7,8.84,3.92,123.56
225,51.6,34.44,23.9,8.32,3.44,121.7
84,35.2,33.04,30.5,12.6,6.12,117.46
580,35.4,38.22,28.3,9.52,5.14,116.58
759,46.2,32.9,23.3,8.24,3.46,114.09999999999998
365,47.4,34.02,21.6,7.2,3.78,114.0
487,9.0,41.58,38.0,16.12,8.26,112.96
89,41.0,33.46,23.0,10.44,4.64,112.54
667,14.6,33.32,34.8,18.84,10.94,112.5
240,22.6,34.72,33.9,13.56,7.54,112.32
308,22.8,38.08,30.9,12.64,5.54,109.96
166,33.2,36.54,24.3,9.28,4.08,107.4
20,54.8,28.7,16.5,4.72,2.16,106.88
146,25.0,37.8,30.1,9.76,3.58,106.24
271,64.4,21.98,13.5,3.88,1.52,105.28
104,27.8,35.14,25.5,10.56,5.32,104.32
585,42.0,27.3,21.4,7.8,3.62,102.12
616,33.0,32.2,22.0,9.56,4.74,101.5
151,57.0,21.42,14.0,4.36,1.98,98.76
230,30.0,30.52,23.5,8.84,5.26,98.12
643,41.2,25.34,16.9,7.24,3.64,94.32
343,30.4,28.98,20.8,9.32,4.78,94.28
73,44.4,23.94,17.8,4.48,1.8,92.42
670,7.6,26.04,35.3,15.36,8.0,92.3
665,35.6,25.9,19.9,7.16,3.68,92.24
675,49.0,23.66,12.6,4.36,1.64,91.26
121,31.2,32.48,17.5,6.88,2.98,91.04
16,21.2,27.16,26.2,10.48,5.9,90.94
433,21.0,25.2,26.0,11.76,6.12,90.08
425,28.6,27.58,20.6,8.76,4.16,89.7
478,11.8,28.56,27.5,13.96,7.44,89.25999999999998
729,35.8,28.42,15.3,6.92,2.74,89.17999999999998
563,12.2,32.76,30.1,9.28,4.16,88.5
305,37.2,25.9,15.9,5.6,2.52,87.11999999999998
194,21.0,29.26,24.3,9.24,3.3,87.1
317,40.2,21.84,17.2,5.56,2.12,86.92000000000002
290,33.6,29.26,15.8,5.32,1.62,85.6
449,,32.34,33.1,12.72,6.42,84.58
299,32.0,25.34,16.1,6.36,2.56,82.36
663,27.6,23.52,19.2,7.6,3.42,81.34
625,23.4,27.3,18.5,7.96,3.86,81.02
650,22.6,22.82,21.1,9.52,4.84,80.88000000000002
547,33.6,20.02,17.3,6.8,2.58,80.3
500,14.8,33.32,20.0,7.72,3.5,79.34
195,44.2,18.06,11.4,4.08,1.38,79.12
693,36.2,19.04,15.5,5.56,2.32,78.62
45,33.8,24.5,13.8,4.44,2.08,78.61999999999998
18,44.6,17.78,10.2,3.32,1.48,77.38
94,42.0,18.9,11.3,3.08,1.42,76.7
572,7.2,28.0,27.7,8.92,4.2,76.02000000000002
385,23.6,22.68,17.6,7.68,3.92,75.48
327,42.6,18.34,10.2,2.96,1.28,75.38
459,16.4,30.38,17.2,7.12,3.22,74.32000000000002
468,15.0,22.68,22.3,9.2,4.68,73.86000000000001
760,8.6,21.42,25.5,12.2,6.04,73.76
43,12.2,23.8,21.2,10.88,5.2,73.28
636,17.0,23.8,19.4,8.24,4.48,72.92
34,33.6,19.04,12.0,4.84,1.78,71.26
511,28.6,17.92,14.6,5.28,2.78,69.18
109,14.6,19.04,21.7,8.68,4.56,68.58000000000001
653,0.2,38.5,20.6,6.56,2.32,68.17999999999999
657,21.0,17.92,17.5,7.44,3.92,67.78
150,21.6,21.84,14.7,6.56,3.06,67.76
758,10.6,22.4,19.6,9.04,5.2,66.84
746,18.2,19.46,17.2,7.28,4.2,66.34
82,38.4,14.42,9.9,2.4,1.14,66.26
551,21.6,20.44,15.8,6.0,2.36,66.2
326,17.2,19.46,18.9,6.8,3.82,66.17999999999999
9,25.8,18.48,12.0,4.76,2.6,63.64
183,16.2,22.12,15.0,6.72,3.16,63.2
634,20.2,17.08,16.7,6.04,3.18,63.2
637,14.8,22.54,16.2,6.36,2.88,62.78000000000001
648,21.2,20.16,14.0,4.56,2.6,62.52
379,18.4,18.48,15.6,5.92,2.56,60.96
306,22.2,19.18,11.7,5.24,2.44,60.76
244,16.2,14.56,18.9,6.72,4.1,60.48
157,28.4,19.04,8.6,2.8,1.06,59.9
623,19.2,12.04,18.1,6.96,2.86,59.16
31,8.0,17.08,18.8,9.64,5.46,58.98
727,9.4,18.48,19.1,7.96,3.94,58.88
409,16.0,17.08,15.8,6.44,3.56,58.88
381,,31.08,17.1,7.12,2.24,57.54
364,8.4,25.62,16.3,5.12,2.0,57.44000000000001
362,36.8,11.76,5.7,2.2,0.64,57.1
445,8.2,16.52,18.7,8.52,4.98,56.92
371,16.6,19.32,13.0,4.84,2.16,55.92
21,16.2,15.4,15.2,5.84,2.7,55.34
765,11.0,18.06,16.0,6.12,3.64,54.82
499,,5.04,27.6,14.8,7.3,54.74
465,11.8,14.7,17.3,6.92,3.76,54.48
139,8.4,20.3,15.2,6.72,3.22,53.84
349,20.0,16.1,11.5,3.2,1.8,52.6
101,2.8,12.32,18.2,11.76,6.58,51.66
641,13.8,15.4,13.5,5.56,2.8,51.06
274,30.0,10.5,6.3,2.6,1.0,50.4
753,4.0,19.6,17.6,6.08,2.68,49.96
655,15.6,14.0,12.3,5.28,2.68,49.86000000000001
421,12.2,17.64,11.4,5.08,3.18,49.5
407,8.2,13.3,15.9,8.24,3.82,49.46
414,5.0,12.88,18.1,7.56,5.14,48.68000000000001
633,17.6,12.6,11.1,4.48,2.88,48.66
600,,8.54,23.4,12.04,4.64,48.62
181,16.8,14.28,11.5,3.84,1.64,48.06
503,10.0,17.92,12.3,5.28,2.52,48.02
704,2.0,12.46,17.0,10.48,5.84,47.78
288,11.6,14.0,12.2,6.04,3.26,47.1
723,18.8,13.72,9.0,3.4,1.78,46.7
284,14.8,14.84,10.7,4.24,1.72,46.3
40,7.4,13.86,14.5,6.64,3.88,46.28
360,8.0,13.86,15.3,5.56,3.54,46.26
516,10.8,14.28,12.2,6.16,2.62,46.06
233,7.0,13.58,12.6,7.0,3.66,43.84
131,7.6,12.18,13.0,6.08,4.0,42.86
90,12.4,12.04,11.8,4.04,2.3,42.57999999999999
254,4.0,14.0,13.5,7.28,3.36,42.14
210,8.4,12.04,12.3,5.96,3.04,41.74
455,12.0,11.76,11.0,4.48,2.1,41.34
189,12.4,14.7,7.9,3.72,2.1,40.82
296,0.8,10.36,14.7,9.88,4.94,40.68
110,6.2,12.74,12.5,5.68,3.26,40.38
369,11.0,13.72,7.9,5.0,2.02,39.64
329,15.0,11.9,8.0,3.08,1.24,39.22
359,14.8,12.88,7.0,2.64,1.24,38.56
491,13.0,12.46,8.4,3.16,1.4,38.42
302,10.0,10.5,10.0,4.92,2.5,37.92
489,16.4,10.64,7.2,2.4,1.04,37.68
615,20.6,8.82,5.2,1.64,0.74,37.00000000000001
259,3.8,12.04,12.7,5.28,2.96,36.78
761,14.8,11.34,7.1,2.36,0.98,36.58
484,11.2,11.62,9.2,2.68,1.52,36.22
118,9.6,10.5,9.3,4.28,2.26,35.94
522,18.6,9.8,5.0,1.48,0.72,35.6
586,4.0,10.78,13.7,4.8,2.22,35.49999999999999
689,11.6,7.7,9.8,4.16,1.82,35.080000000000005
29,11.0,9.94,8.1,3.92,2.04,35.0
