,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
680,569.2,51.52,18.4,4.96,1.38,645.46
552,226.8,71.54,40.8,13.12,6.3,358.56000000000006
468,136.0,95.62,62.9,21.56,10.72,326.8
230,113.4,103.18,67.7,26.84,12.6,323.72
759,174.4,68.04,45.5,15.4,6.84,310.17999999999995
663,141.4,85.12,51.9,19.16,8.48,306.06000000000006
84,115.0,95.2,62.1,22.56,10.12,304.98
238,102.8,94.64,64.6,20.8,10.52,293.36
151,182.0,56.56,33.7,10.96,3.64,286.86
121,122.2,88.06,48.3,18.56,6.8,283.92
225,103.0,92.82,53.2,17.32,6.92,273.26
166,107.4,81.76,54.6,17.76,7.44,268.96000000000004
107,82.6,73.5,59.6,21.28,10.92,247.9
416,79.8,73.36,55.4,23.36,11.24,243.16000000000003
478,74.8,69.16,58.4,26.6,13.58,242.54
299,120.6,68.32,35.5,11.88,5.52,241.82
693,118.6,63.0,37.3,14.6,6.52,240.02
97,81.8,75.18,50.3,20.96,9.82,238.06000000000003
35,118.8,64.26,33.6,10.12,4.14,230.92
460,93.0,60.34,44.4,16.76,8.2,222.7
23,110.0,65.52,26.0,7.12,3.0,211.64
183,62.2,70.14,50.7,17.88,8.56,209.48
34,125.0,45.36,26.4,8.0,3.18,207.94000000000003
628,97.4,53.9,35.7,13.44,5.82,206.26
547,98.2,56.56,33.8,11.84,5.3,205.7
394,92.6,54.18,32.7,13.28,5.62,198.38
163,114.0,51.1,23.4,6.92,2.92,198.34
113,72.6,84.28,28.0,8.52,3.18,196.58
623,84.8,41.02,49.3,14.08,5.5,194.7
111,89.4,50.82,31.1,12.32,4.84,188.48
682,74.2,53.48,36.2,14.16,7.28,185.32
307,104.4,41.58,23.1,9.8,3.82,182.7
655,68.2,50.26,41.1,15.2,7.78,182.54
152,67.4,52.64,39.4,14.12,7.2,180.76
687,89.0,43.12,26.8,9.16,3.78,171.86
440,88.8,43.96,23.7,8.04,3.64,168.13999999999996
89,53.8,51.1,38.0,15.24,7.98,166.12
454,71.2,46.06,31.1,11.56,5.66,165.58
150,71.0,46.2,30.6,11.16,5.42,164.38
20,89.4,43.96,18.1,6.6,2.54,160.6
616,49.0,50.68,38.3,13.88,6.0,157.86
335,52.2,45.22,30.1,13.08,6.48,147.08
240,57.2,43.12,28.8,11.64,5.62,146.38
109,56.0,40.04,28.9,12.92,6.2,144.05999999999997
100,55.0,53.34,23.0,7.4,3.48,142.22
189,53.0,46.62,26.5,10.92,4.86,141.9
500,73.0,34.02,23.2,7.12,3.66,141.0
190,44.8,42.56,31.7,13.36,6.46,138.88000000000002
511,55.2,39.48,25.5,10.4,4.2,134.78
585,57.4,35.98,26.5,9.44,5.02,134.34
139,29.0,45.22,35.3,14.12,6.84,130.48
104,53.4,38.78,24.4,8.4,3.6,128.58
217,45.8,40.32,24.5,10.4,4.66,125.68
760,38.8,38.5,28.7,12.2,5.7,123.9
349,58.8,34.3,19.8,7.0,3.28,123.18
9,56.6,32.48,20.8,6.76,3.54,120.18
746,45.6,34.3,25.6,9.16,4.36,119.02
667,20.4,38.08,31.7,17.2,9.58,116.96
210,40.0,32.62,26.4,10.48,6.1,115.6
305,51.6,32.9,20.5,7.72,2.74,115.46
385,41.4,31.36,25.7,10.44,4.68,113.57999999999998
40,38.8,32.2,26.2,10.2,5.62,113.02
367,24.8,31.08,32.5,15.28,7.86,111.52
101,21.8,34.72,32.9,14.32,7.58,111.31999999999998
377,60.2,26.6,15.3,6.08,2.78,110.96
43,36.4,31.22,26.6,11.32,5.3,110.84
487,41.2,29.82,25.1,9.4,4.44,109.96
433,42.0,29.68,21.9,9.96,5.46,109.0
31,29.0,34.72,26.5,11.8,6.16,108.18
445,39.8,33.74,23.1,8.16,3.06,107.86
131,28.2,31.5,27.4,13.44,7.14,107.68
704,24.8,32.9,30.2,13.12,6.6,107.62
82,67.2,20.16,13.2,5.16,1.82,107.54
665,51.6,27.72,18.2,6.56,3.14,107.22
195,71.8,20.16,9.7,3.76,1.24,106.66
727,38.2,32.48,22.3,8.84,4.26,106.08
653,0.8,62.58,31.0,7.28,3.3,104.96
327,63.4,22.4,13.7,3.64,1.62,104.76
499,38.8,29.96,21.3,9.8,4.48,104.34
203,23.2,28.42,27.6,14.04,7.36,100.62
146,47.6,31.22,14.2,5.68,1.78,100.48
535,20.4,32.06,28.4,12.88,6.34,100.08
664,52.8,24.64,15.6,4.0,1.84,98.88
345,54.4,21.98,14.7,5.12,2.22,98.42
110,19.8,26.74,29.3,14.2,7.08,97.12
670,33.0,26.46,21.9,9.48,4.16,95.0
244,38.2,28.42,18.1,6.12,3.74,94.58
421,29.0,25.62,24.6,9.44,4.62,93.28
274,61.4,16.38,10.3,3.32,1.62,93.02
560,19.2,27.02,27.2,12.2,7.22,92.84
148,21.4,26.32,24.6,12.6,7.2,92.12
153,40.8,23.8,16.7,5.96,2.34,89.6
479,33.2,26.18,18.7,6.96,3.62,88.66
743,38.0,27.86,14.8,4.76,2.48,87.9
424,40.2,22.4,16.7,5.2,2.88,87.38
772,18.2,25.34,26.1,11.32,6.32,87.28
572,39.0,25.48,15.2,4.92,2.56,87.16000000000004
159,28.6,25.62,20.6,7.48,4.48,86.78
675,54.8,18.48,9.1,2.8,1.52,86.69999999999996
194,36.8,23.24,16.9,5.52,2.84,85.3
580,38.2,23.38,15.1,5.48,2.92,85.08
94,51.4,21.0,8.9,2.56,1.06,84.92000000000002
633,30.0,26.18,18.1,7.08,3.4,84.76
466,14.8,22.26,24.7,14.24,8.42,84.42
459,42.0,21.42,12.9,4.48,2.16,82.96000000000002
518,31.4,22.96,18.8,5.92,2.96,82.03999999999998
271,56.2,13.16,8.1,2.92,1.06,81.44
263,27.2,22.68,19.0,8.0,4.14,81.02
258,41.2,23.66,10.7,3.44,1.46,80.46
689,27.0,23.94,18.3,6.88,4.12,80.24
465,21.4,23.66,20.1,9.08,3.94,78.17999999999998
29,30.8,19.46,18.0,6.04,2.64,76.94000000000003
112,36.6,20.86,12.8,4.16,2.08,76.5
643,35.0,18.06,15.4,5.52,2.42,76.4
296,2.8,25.2,26.4,14.52,7.4,76.32000000000002
72,25.0,24.78,16.3,6.72,3.32,76.11999999999998
363,35.8,20.3,13.8,4.2,2.02,76.11999999999998
634,28.0,21.84,14.7,7.12,3.34,75.00000000000001
306,32.0,22.82,13.0,4.68,2.24,74.74
425,25.6,22.12,17.0,6.2,3.62,74.54
551,27.4,22.4,15.5,5.36,2.62,73.28
365,36.8,19.04,11.2,3.76,2.0,72.8
348,8.6,20.16,23.7,11.48,6.7,70.64
758,23.0,20.16,14.3,6.52,3.52,67.49999999999999
343,22.2,21.42,12.7,5.88,3.16,65.36000000000001
118,20.2,17.08,17.4,6.48,3.82,64.97999999999999
574,29.4,17.5,12.4,3.92,1.68,64.9
209,18.2,20.72,15.3,6.32,3.4,63.94
282,25.0,17.78,13.3,5.28,2.58,63.94
143,18.8,16.38,17.6,6.6,4.4,63.78
569,25.8,17.92,10.4,6.6,2.54,63.26
625,28.6,15.82,12.8,3.6,2.0,62.82
290,28.6,21.0,8.0,2.92,1.34,61.86000000000001
648,25.6,15.26,13.8,5.08,1.9,61.63999999999999
103,,20.3,24.8,10.6,5.9,61.6
255,15.6,18.62,16.4,6.84,4.08,61.53999999999999
254,7.4,21.42,20.1,8.36,4.06,61.34
462,31.8,18.06,7.0,3.16,0.9,60.92
52,22.0,19.04,12.0,5.36,2.46,60.86
503,26.8,14.7,12.2,3.24,1.68,58.62000000000001
765,23.6,17.22,11.5,3.8,2.2,58.32
208,27.4,15.12,10.3,3.0,1.76,57.57999999999999
309,28.2,14.84,9.8,3.2,1.52,57.56000000000001
16,13.4,19.18,14.7,6.8,3.16,57.24
409,20.4,15.54,13.0,4.96,2.9,56.8
362,38.2,12.74,3.7,1.6,0.5,56.74000000000001
83,23.2,18.62,9.7,3.48,1.5,56.49999999999999
288,20.6,16.66,11.4,4.96,2.8,56.42
329,27.0,14.98,8.9,3.76,1.54,56.18
449,,28.56,17.0,6.68,2.98,55.22
173,16.6,16.94,12.4,6.0,2.82,54.76000000000001
319,25.6,13.3,10.4,3.36,1.74,54.40000000000001
