,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,2876.12,477.372,184.21,53.024,20.76,3611.486
62,191.94,400.512,353.21,128.4,54.106,1128.1680000000001
668,268.92,271.264,207.74,87.172,46.01,881.106
838,376.5,213.22,92.15,27.568,11.432,720.87
608,369.46,202.118,72.12,21.704,9.91,675.3119999999999
141,295.58,186.452,129.27,44.608,18.096,674.006
235,,134.358,286.08,141.284,64.2,625.922
111,346.46,163.016,70.62,24.544,11.31,615.9499999999999
513,239.82,152.334,87.64,27.304,11.446,518.544
623,136.52,166.684,123.13,49.44,25.442,501.216
64,39.84,190.456,146.98,66.328,35.148,478.75199999999995
193,134.34,127.442,91.26,38.496,15.972,407.50999999999993
618,161.18,117.166,80.07,30.176,14.444,403.036
150,162.64,97.188,50.94,15.584,6.776,333.128
851,164.7,86.688,47.92,16.332,7.608,323.248
709,128.88,83.902,56.43,20.54,9.382,299.134
167,117.84,81.088,55.91,21.168,10.372,286.378
291,117.78,79.604,47.55,16.284,7.564,268.78200000000004
620,119.66,74.914,49.07,17.22,7.912,268.776
775,64.14,106.106,63.53,23.256,9.338,266.37
60,90.24,85.652,53.13,19.316,9.692,258.03
95,119.56,68.25,42.21,15.012,7.628,252.66000000000003
1080,101.46,81.648,45.59,15.18,7.146,251.024
761,,106.162,79.41,30.64,14.508,230.72
363,115.2,55.93,28.91,8.924,3.692,212.656
622,69.84,65.856,47.25,19.228,10.218,212.392
79,47.78,61.852,59.21,26.792,15.016,210.65
928,42.1,64.008,59.67,26.228,13.266,205.27200000000002
520,47.86,77.588,48.8,19.324,10.068,203.64000000000001
351,101.62,57.624,28.5,8.968,3.902,200.61399999999998
956,71.66,63.924,39.77,14.468,6.962,196.784
208,80.86,54.46,39.28,14.648,7.386,196.634
377,30.16,78.526,52.4,19.888,10.026,191.0
815,33.78,61.544,55.27,22.956,11.122,184.67199999999997
230,47.36,58.618,44.93,19.112,10.916,180.936
1044,81.82,48.412,30.92,10.548,5.01,176.70999999999998
636,,82.488,57.92,22.364,10.584,173.35600000000002
821,77.74,47.964,29.45,10.036,4.866,170.05599999999998
388,63.16,50.218,35.17,13.5,6.418,168.466
563,88.66,42.266,23.31,8.788,4.19,167.214
426,54.74,53.83,36.11,13.548,6.83,165.05800000000002
1009,31.86,49.042,46.34,22.804,13.44,163.486
237,54.54,46.928,37.37,15.696,8.108,162.642
87,69.4,42.686,29.84,11.012,5.166,158.104
1022,59.22,45.234,29.74,12.492,6.53,153.216
456,50.58,56.532,31.0,9.98,4.32,152.41199999999998
505,79.2,32.004,21.03,7.844,3.65,143.728
48,33.96,51.94,34.45,12.716,6.29,139.356
624,77.3,32.844,19.26,6.192,2.908,138.504
41,24.28,47.768,38.53,17.156,9.816,137.55
