,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,2925.0,473.76,185.1,51.4,20.48,3655.74
62,186.6,393.82,358.7,128.68,54.52,1122.32
668,274.8,258.02,205.0,87.12,45.2,870.14
838,380.8,213.64,95.9,27.88,11.6,729.82
141,302.8,187.18,127.1,44.24,18.22,679.5400000000002
608,367.8,197.68,65.5,22.04,9.26,662.28
111,352.2,165.34,71.8,25.6,11.6,626.54
235,,130.62,281.3,143.48,64.34,619.74
513,233.8,152.04,87.9,27.16,11.94,512.84
64,40.2,196.98,155.2,68.32,33.58,494.28
623,136.4,154.14,122.1,50.08,24.54,487.26
618,169.6,117.6,77.8,33.96,14.28,413.24
193,127.2,133.28,88.4,36.68,15.6,401.16
709,132.0,88.48,61.9,20.88,9.92,313.18
851,150.2,83.02,50.4,16.12,7.68,307.42
150,145.6,92.68,46.3,14.6,5.92,305.1
167,125.6,78.68,57.1,23.0,11.48,295.86
291,122.2,84.84,49.6,15.64,7.24,279.52000000000004
1080,116.6,85.4,49.0,16.56,7.82,275.38
60,99.6,89.74,53.1,19.76,9.06,271.26
620,116.4,72.52,49.6,18.4,8.28,265.2
775,61.6,108.08,60.8,21.6,9.34,261.42
95,117.2,72.24,42.6,14.64,7.16,253.84
761,,111.16,78.9,30.24,16.0,236.3
520,47.2,80.78,53.5,19.4,9.52,210.40000000000003
79,43.6,64.96,57.9,26.12,14.2,206.78
363,109.4,59.22,26.2,8.16,3.74,206.72
928,40.8,65.38,60.3,24.48,14.26,205.22
956,75.8,63.98,40.6,14.44,7.6,202.42
622,57.8,60.62,48.1,18.24,9.3,194.06
208,77.8,52.22,39.0,14.8,7.24,191.06
377,29.6,81.06,51.4,18.12,9.68,189.86
815,29.4,69.02,55.5,23.08,10.66,187.66
351,93.6,53.2,28.7,8.0,3.72,187.22
230,50.4,60.9,43.0,19.44,11.08,184.82
1044,84.4,50.4,31.7,11.8,5.32,183.62
636,,87.92,56.2,22.84,11.5,178.46
388,64.0,50.68,35.5,13.08,6.42,169.68
821,73.4,49.14,28.1,10.28,5.34,166.26000000000005
426,52.8,54.18,36.4,14.76,6.8,164.94
87,72.8,43.54,30.0,10.32,5.32,161.98
563,84.2,40.6,22.8,10.0,3.42,161.02
237,49.6,44.94,37.1,15.8,8.1,155.54
1009,27.6,45.92,43.5,21.48,13.42,151.92
1022,53.2,44.1,30.8,10.52,6.84,145.46000000000004
48,34.6,53.2,38.2,11.96,6.54,144.5
505,77.8,33.74,20.3,7.6,3.4,142.84
41,26.8,49.7,35.5,17.84,10.46,140.3
456,45.2,53.62,26.8,8.72,4.18,138.52
624,79.6,32.34,16.9,5.76,2.62,137.22
356,37.8,45.92,31.4,13.24,7.38,135.74
152,51.2,42.7,26.7,9.48,4.54,134.62
277,49.0,38.08,30.1,11.48,5.86,134.52
586,66.0,35.0,20.1,6.64,3.44,131.18
759,37.8,37.94,34.8,13.2,7.1,130.84
697,22.0,38.08,36.5,18.68,10.48,125.74
25,44.4,35.42,28.9,11.2,5.02,124.94
415,46.8,40.46,22.8,9.44,3.76,123.26
1046,28.6,49.56,28.8,10.52,5.26,122.74
109,75.4,23.1,14.4,4.64,2.14,119.68
703,35.6,35.84,28.1,12.0,6.78,118.32
318,11.0,35.14,36.1,18.2,10.0,110.44
735,52.6,30.52,15.0,4.88,2.18,105.18
921,31.2,30.1,27.1,9.4,3.92,101.72
1,41.6,32.76,18.8,5.52,2.94,101.62
100,37.2,29.82,22.3,8.32,3.02,100.66
