,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,110.24,41.874,23.22,6.804,3.034,185.172
166,88.62,47.796,27.22,9.372,3.834,176.84199999999998
194,90.2,40.096,23.59,7.244,3.124,164.254
459,90.96,34.748,23.26,6.932,2.908,158.80799999999996
183,56.46,56.07,30.11,10.676,4.754,158.06999999999996
719,91.0,35.952,20.87,6.672,2.868,157.362
572,81.28,38.276,23.3,7.848,3.42,154.12400000000002
285,81.2,35.476,24.0,8.32,3.468,152.46399999999997
322,64.56,43.47,28.9,10.176,4.264,151.37
438,69.2,38.36,24.61,9.376,4.222,145.76800000000003
84,56.02,41.958,30.45,11.208,5.608,145.244
759,76.72,34.916,21.84,7.696,3.646,144.81799999999998
317,83.16,32.508,17.53,5.928,2.698,141.824
82,93.62,25.998,14.19,4.476,1.93,140.21400000000003
377,73.46,32.088,19.13,6.86,3.152,134.69
547,66.78,33.39,22.78,8.024,3.568,134.542
307,48.54,44.478,22.32,8.064,3.32,126.72199999999998
648,64.26,30.926,19.68,7.436,3.282,125.58400000000002
655,53.8,34.818,22.94,9.112,4.334,125.00399999999999
594,74.56,25.788,15.24,5.0,2.14,122.728
171,60.2,31.864,20.03,7.12,3.32,122.534
673,66.48,27.958,15.17,5.048,2.098,116.754
460,46.78,32.06,22.92,9.112,4.564,115.436
152,43.1,32.466,24.8,9.372,4.748,114.486
319,63.46,26.446,15.57,5.948,2.76,114.18400000000001
437,70.48,23.744,13.37,4.388,1.826,113.808
77,35.34,34.384,27.09,10.988,5.444,113.24600000000001
72,42.86,32.13,23.86,9.144,4.516,112.51000000000002
89,36.38,34.44,25.26,10.02,5.094,111.19399999999999
511,50.76,30.352,18.56,6.616,3.052,109.34
163,62.64,23.856,13.81,4.532,1.912,106.75000000000001
628,47.52,28.714,18.91,7.856,3.47,106.47
727,39.96,32.018,21.09,8.024,3.7,104.79200000000002
687,53.94,25.564,15.58,5.696,2.66,103.43999999999998
29,41.82,29.218,20.58,7.912,3.782,103.312
373,53.7,25.732,15.42,5.236,2.406,102.49400000000001
121,41.52,31.36,19.26,6.804,3.202,102.146
623,47.06,21.574,23.77,6.72,2.866,101.99
765,44.64,27.58,19.09,7.132,3.322,101.76400000000001
151,63.18,19.698,11.3,3.744,1.712,99.634
634,38.48,27.482,20.71,8.408,3.946,99.026
314,44.18,27.146,18.27,6.356,3.032,98.98399999999998
305,19.88,45.556,22.7,7.428,3.278,98.842
468,38.32,28.77,20.48,7.508,3.694,98.772
331,45.28,25.55,17.09,6.552,2.93,97.40200000000002
130,44.28,27.258,17.21,5.944,2.636,97.32799999999999
394,42.2,26.81,18.02,6.952,3.338,97.32
359,48.92,25.354,14.91,5.336,2.47,96.99
23,46.48,31.276,13.57,3.836,1.578,96.74
335,39.14,27.412,19.09,7.332,3.702,96.67599999999999
139,25.18,33.236,23.21,9.928,4.782,96.336
107,32.6,27.804,21.63,8.956,4.75,95.74
345,48.92,24.64,14.87,5.02,2.23,95.68
363,48.34,23.268,16.14,5.352,2.244,95.34400000000001
22,47.3,25.27,15.46,5.084,2.146,95.26
478,26.5,27.79,24.54,10.524,5.768,95.122
657,43.26,25.536,16.58,6.172,2.914,94.46199999999999
225,38.02,29.176,17.95,6.192,2.746,94.08399999999999
636,31.74,29.316,20.64,7.66,3.882,93.238
665,45.98,23.254,15.47,5.628,2.598,92.92999999999999
537,38.8,26.012,18.06,6.884,3.074,92.83
575,41.72,25.886,16.02,5.964,2.732,92.32199999999999
