,0,1,2,3,4
680,3650.0,376.0,178.0,92.0,60.0
552,2346.0,962.0,757.0,549.0,480.0
111,1743.0,1336.0,1139.0,1025.0,918.0
468,1548.0,1499.0,1301.0,1224.0,1081.0
759,1492.0,895.0,734.0,669.0,565.0
35,1393.0,1203.0,845.0,601.0,538.0
663,1303.0,1004.0,934.0,827.0,783.0
151,1269.0,569.0,468.0,379.0,339.0
394,1254.0,1111.0,1017.0,941.0,827.0
112,1224.0,887.0,660.0,545.0,506.0
440,1218.0,871.0,697.0,601.0,548.0
307,1215.0,770.0,574.0,509.0,451.0
500,1156.0,681.0,624.0,544.0,483.0
163,1123.0,567.0,409.0,328.0,259.0
104,1074.0,944.0,822.0,696.0,634.0
628,1052.0,882.0,753.0,722.0,607.0
23,1033.0,868.0,374.0,292.0,224.0
150,1012.0,764.0,788.0,732.0,618.0
153,995.0,843.0,778.0,650.0,565.0
487,993.0,1067.0,1097.0,960.0,855.0
454,952.0,788.0,727.0,681.0,603.0
195,864.0,441.0,272.0,239.0,165.0
665,862.0,665.0,553.0,463.0,397.0
20,836.0,483.0,299.0,242.0,214.0
238,817.0,1126.0,953.0,843.0,777.0
240,814.0,813.0,796.0,763.0,714.0
580,805.0,691.0,623.0,561.0,498.0
499,804.0,983.0,1054.0,1031.0,977.0
146,797.0,547.0,437.0,357.0,308.0
31,763.0,994.0,1124.0,1241.0,1198.0
445,743.0,696.0,652.0,580.0,543.0
217,738.0,739.0,712.0,652.0,650.0
194,712.0,529.0,507.0,413.0,363.0
107,710.0,890.0,945.0,941.0,847.0
100,697.0,958.0,578.0,502.0,397.0
166,695.0,674.0,602.0,561.0,452.0
682,659.0,708.0,734.0,687.0,701.0
113,649.0,1124.0,478.0,310.0,258.0
94,648.0,280.0,203.0,155.0,130.0
478,648.0,882.0,1012.0,1060.0,1025.0
572,640.0,497.0,446.0,384.0,312.0
327,629.0,257.0,185.0,188.0,155.0
675,627.0,292.0,220.0,175.0,129.0
345,625.0,378.0,359.0,313.0,288.0
460,608.0,591.0,556.0,543.0,564.0
190,608.0,798.0,824.0,823.0,816.0
362,608.0,181.0,128.0,77.0,82.0
459,607.0,447.0,365.0,315.0,293.0
84,605.0,737.0,689.0,683.0,661.0
433,602.0,673.0,674.0,707.0,670.0
729,601.0,349.0,275.0,252.0,233.0
670,599.0,798.0,820.0,834.0,811.0
34,596.0,325.0,226.0,216.0,181.0
687,593.0,400.0,356.0,291.0,299.0
365,588.0,280.0,358.0,295.0,270.0
299,574.0,486.0,402.0,361.0,313.0
329,572.0,344.0,310.0,266.0,281.0
121,565.0,600.0,470.0,458.0,344.0
335,560.0,628.0,599.0,642.0,562.0
479,547.0,536.0,534.0,523.0,517.0
385,542.0,640.0,683.0,639.0,576.0
274,538.0,178.0,138.0,105.0,102.0
503,538.0,430.0,384.0,326.0,321.0
290,522.0,404.0,282.0,222.0,179.0
305,513.0,466.0,394.0,367.0,305.0
109,509.0,570.0,607.0,575.0,567.0
157,506.0,247.0,171.0,139.0,124.0
306,498.0,414.0,354.0,335.0,308.0
40,479.0,574.0,621.0,647.0,620.0
244,474.0,481.0,487.0,470.0,477.0
547,460.0,381.0,338.0,271.0,273.0
758,459.0,578.0,566.0,571.0,518.0
230,455.0,506.0,628.0,572.0,545.0
693,451.0,382.0,325.0,296.0,285.0
43,445.0,609.0,660.0,720.0,685.0
746,444.0,443.0,444.0,403.0,374.0
643,442.0,358.0,323.0,342.0,312.0
271,441.0,215.0,120.0,111.0,91.0
462,431.0,249.0,222.0,187.0,142.0
223,427.0,390.0,342.0,324.0,267.0
518,423.0,419.0,426.0,429.0,361.0
760,421.0,500.0,541.0,566.0,626.0
97,409.0,644.0,626.0,574.0,635.0
371,405.0,350.0,312.0,266.0,275.0
689,404.0,387.0,414.0,441.0,416.0
225,398.0,533.0,452.0,360.0,319.0
616,397.0,474.0,493.0,437.0,445.0
704,391.0,693.0,878.0,977.0,1024.0
82,386.0,165.0,156.0,138.0,132.0
625,383.0,343.0,274.0,244.0,238.0
210,378.0,505.0,575.0,607.0,629.0
152,373.0,410.0,405.0,398.0,402.0
727,367.0,387.0,372.0,316.0,324.0
349,365.0,270.0,222.0,232.0,186.0
551,356.0,436.0,366.0,281.0,327.0
637,346.0,292.0,256.0,215.0,230.0
263,344.0,424.0,421.0,441.0,471.0
664,339.0,207.0,156.0,109.0,97.0
309,330.0,273.0,221.0,200.0,199.0
377,323.0,206.0,185.0,161.0,162.0
319,321.0,239.0,227.0,193.0,207.0
9,316.0,246.0,222.0,211.0,184.0
173,316.0,406.0,432.0,450.0,551.0
359,313.0,212.0,221.0,193.0,204.0
623,308.0,231.0,530.0,355.0,299.0
343,306.0,294.0,348.0,316.0,313.0
