,0,1,2,3,4
794,2926.2,479.22,183.3,51.64,21.72
608,364.0,198.94,65.0,21.52,9.96
838,363.0,204.12,95.8,26.72,11.06
111,340.4,160.44,77.0,24.4,11.14
141,299.4,189.98,136.4,44.88,19.04
668,265.8,266.56,209.2,86.08,46.78
513,249.8,154.0,88.3,28.2,11.26
62,188.8,412.3,351.3,129.52,54.62
618,159.6,126.42,82.3,30.4,14.24
851,158.6,88.34,46.0,16.72,7.0
623,140.4,164.92,118.7,47.84,24.52
150,140.2,80.92,42.7,12.6,6.46
709,134.2,84.14,62.3,18.84,9.72
193,130.4,128.1,86.9,40.04,16.0
620,126.0,75.18,42.6,17.32,7.8
291,125.2,85.26,49.1,16.72,7.4
167,124.2,74.06,56.5,21.6,9.76
95,119.2,67.06,42.2,16.44,6.96
363,115.0,55.86,25.9,8.28,4.2
1080,106.0,88.76,47.7,18.28,8.24
351,97.2,50.26,28.7,7.8,3.9
505,91.6,35.84,22.8,7.92,3.88
60,87.6,86.66,53.2,19.92,9.38
821,79.4,48.44,27.9,10.56,4.8
563,77.6,37.24,20.1,7.84,4.38
956,76.6,60.2,44.4,14.52,6.92
624,75.8,32.48,16.5,5.52,3.28
1044,73.4,48.16,32.8,10.36,5.14
208,72.8,54.74,40.2,15.6,7.48
109,68.2,23.8,14.5,5.2,1.94
586,67.2,35.14,21.2,6.56,3.46
87,64.6,39.9,30.2,11.96,5.18
622,63.4,65.24,46.9,19.04,9.64
775,62.0,116.9,64.4,22.2,8.76
735,61.4,26.88,14.0,5.24,2.24
388,60.2,51.94,34.5,13.2,6.08
1022,57.4,44.8,26.2,11.6,6.2
152,55.8,42.56,22.7,9.28,4.74
1,53.2,29.68,16.3,5.24,2.66
426,52.0,57.12,39.6,13.48,6.58
237,51.2,47.74,37.5,14.64,8.16
520,50.6,82.46,50.2,18.88,9.66
79,50.0,58.8,56.1,28.32,14.68
230,48.6,60.2,41.8,19.28,10.1
277,48.0,38.92,25.7,10.08,5.68
49,46.8,22.26,12.0,4.4,2.16
973,45.0,25.62,15.6,5.64,2.44
456,44.2,50.68,27.8,9.6,3.44
415,44.2,37.94,23.0,7.76,3.52
585,43.0,25.62,14.3,5.76,2.72
64,42.4,202.44,147.9,67.36,35.02
25,38.6,37.38,27.4,9.6,4.48
356,38.4,38.36,32.2,14.24,7.2
253,37.8,24.36,18.2,7.6,3.36
703,37.2,37.24,32.5,13.08,7.16
759,36.6,45.5,32.6,13.68,6.7
928,35.8,60.2,56.6,24.12,13.36
100,34.6,29.12,19.8,7.84,3.6
1046,34.6,51.94,33.1,10.84,4.68
815,34.0,66.92,54.8,22.56,12.04
48,31.8,52.08,34.9,12.72,6.84
1051,30.4,23.8,19.4,7.08,3.86
149,30.4,14.42,7.1,2.48,1.1
176,30.4,14.0,11.0,4.12,1.52
765,29.8,11.34,6.3,1.52,1.0
921,28.6,28.56,23.8,9.44,3.74
1009,28.4,41.72,42.5,22.52,12.64
444,28.0,24.5,9.7,3.44,1.62
635,27.8,16.94,9.4,2.76,1.78
377,26.6,78.82,52.6,21.2,9.96
726,25.8,12.74,7.1,2.72,0.74
41,24.0,46.76,40.4,17.48,9.7
689,24.0,11.48,8.3,2.36,1.36
321,23.8,13.02,7.0,2.88,1.36
697,23.0,29.82,37.7,19.76,11.24
897,22.4,15.68,11.8,4.76,2.62
