,0,1,2,3,4
794,2859.8,474.11,185.6,53.74,21.06
608,374.9,203.07,68.1,22.24,10.04
838,371.8,213.71,92.5,26.08,11.42
111,351.9,163.17,72.0,23.92,10.93
141,294.9,186.2,127.75,44.12,18.91
668,268.9,273.49,214.95,87.5,45.07
513,249.2,148.82,86.2,29.62,11.22
62,198.9,398.79,355.35,127.4,53.7
618,168.4,117.46,79.2,29.76,14.94
851,161.3,92.19,48.3,16.18,7.35
150,156.1,101.99,50.45,15.56,6.81
623,140.6,171.15,120.1,49.7,25.55
193,136.1,125.51,91.3,37.78,15.47
709,126.4,81.55,56.9,20.32,10.22
95,125.6,71.89,42.9,15.82,6.88
167,121.8,79.94,57.6,21.24,11.03
620,120.6,70.56,47.95,16.36,7.91
363,118.6,55.37,28.7,9.0,3.73
291,112.6,76.02,45.9,15.72,7.47
351,101.0,59.36,29.25,8.88,4.03
1080,99.4,81.34,48.0,15.38,7.06
60,86.2,84.35,55.1,19.04,9.65
1044,85.7,48.3,30.8,10.7,4.95
208,83.5,55.79,40.5,14.96,7.54
505,82.9,31.29,21.65,7.66,3.82
563,82.1,41.86,25.8,8.72,4.33
624,75.5,34.58,16.95,6.3,2.93
821,72.8,47.6,30.15,10.4,4.39
956,72.1,62.37,40.35,14.5,7.24
87,70.1,41.44,30.1,11.58,5.53
586,68.4,35.56,20.1,6.86,3.29
109,67.3,24.5,13.4,4.48,1.96
388,65.0,48.02,35.25,13.9,5.71
622,63.7,64.75,48.6,19.8,10.4
237,57.4,45.08,39.75,15.4,8.1
1022,56.8,45.36,30.7,12.1,5.96
775,56.5,110.6,62.7,23.46,9.57
456,56.0,54.11,33.55,10.84,4.26
152,54.3,36.4,24.7,8.4,4.5
426,53.6,55.02,34.45,13.14,6.36
49,51.4,23.45,12.85,4.54,1.93
79,50.7,62.44,57.25,27.18,15.41
277,50.6,40.88,29.15,11.82,6.07
735,49.6,26.46,15.25,4.46,2.04
230,47.6,58.03,45.05,19.3,10.83
520,47.5,79.38,47.25,19.06,9.98
973,45.6,25.62,14.75,4.82,2.29
25,45.6,36.26,26.4,9.6,4.69
1,44.8,29.4,16.3,5.98,2.63
415,42.5,36.47,22.9,6.76,3.26
64,40.8,191.38,143.8,67.54,35.48
928,40.2,61.81,60.45,25.5,13.22
253,39.7,30.03,19.55,7.48,3.71
585,38.0,21.49,13.2,4.96,2.49
100,37.7,30.59,18.6,7.24,3.18
48,36.8,56.0,37.0,13.1,6.52
703,35.9,37.31,34.4,13.84,7.18
444,34.3,24.15,12.05,3.76,1.78
356,33.4,41.16,34.25,12.94,6.91
1051,33.3,24.85,19.05,7.94,3.76
759,33.3,40.81,32.45,13.52,6.9
815,33.2,58.24,54.25,22.34,11.56
377,32.2,80.36,52.8,19.88,9.87
1009,31.6,45.15,45.55,22.5,13.47
765,30.0,11.9,6.2,1.64,0.78
1046,29.3,50.47,28.45,10.16,5.26
144,27.8,30.73,29.3,11.78,5.82
689,27.7,14.63,8.4,2.76,1.35
921,27.0,33.18,23.65,8.9,3.12
635,26.7,15.47,8.15,3.36,1.37
897,24.9,17.43,11.15,4.5,2.72
484,24.5,25.83,15.8,5.98,3.15
149,24.5,13.44,5.05,2.14,1.04
321,23.9,9.87,8.7,2.8,1.24
41,23.7,50.05,36.25,16.6,10.38
