,0,1,2,3,4
794,3934.6,613.48,224.8,59.28,23.4
838,403.2,266.14,118.7,34.36,13.52
608,367.0,237.02,74.6,24.64,11.02
668,242.4,259.42,193.9,79.56,43.92
141,208.6,120.68,97.0,32.2,13.08
513,195.6,126.14,70.2,21.96,9.28
618,195.6,138.18,93.6,35.36,17.34
111,192.6,113.12,54.1,18.8,7.92
623,184.6,225.82,171.1,67.0,32.64
150,178.4,135.38,66.0,22.0,8.92
363,176.6,94.22,43.8,12.12,6.08
620,175.6,104.58,72.0,25.16,10.46
62,130.4,327.74,317.3,128.0,57.1
1080,128.6,128.24,71.1,23.44,10.82
291,118.6,83.86,50.9,17.84,7.62
426,103.2,107.38,63.5,24.96,12.3
505,98.4,31.92,20.3,9.08,4.1
851,96.4,59.22,34.3,10.8,4.82
388,91.8,77.42,57.9,21.68,9.92
1044,74.0,52.22,32.7,10.68,4.68
167,73.8,48.58,34.2,12.48,6.4
351,67.8,49.28,23.9,7.76,3.34
456,65.0,74.48,42.0,14.04,5.88
520,62.8,124.46,79.8,29.92,15.42
815,61.6,127.68,107.5,42.92,21.1
1022,61.2,48.86,31.3,13.88,6.48
193,57.2,71.82,55.5,23.48,10.06
1,55.0,38.22,22.1,7.12,3.34
277,54.6,39.76,32.2,12.4,6.9
230,53.8,76.16,58.0,22.32,12.06
377,51.6,153.16,96.1,36.76,18.16
821,51.4,32.76,17.6,6.76,2.78
709,50.2,38.5,25.4,10.16,4.56
415,47.0,43.82,28.2,9.88,4.1
95,45.8,35.28,22.0,7.4,3.98
144,45.2,54.6,49.9,20.36,10.32
87,44.4,28.14,22.2,8.84,3.64
563,43.0,18.06,12.9,4.68,2.0
775,42.8,85.68,54.8,19.28,7.56
60,42.6,49.0,29.7,12.08,6.46
208,42.0,28.84,20.9,8.4,4.46
48,39.6,69.16,46.2,17.24,8.78
444,38.4,33.04,16.1,4.36,2.22
735,37.0,21.14,12.2,4.72,1.96
64,35.0,262.64,212.7,86.72,43.4
1046,34.8,63.42,43.9,15.72,6.66
703,34.8,43.68,37.5,15.04,8.02
956,34.4,28.14,20.8,7.6,3.56
318,34.2,76.86,82.1,39.44,20.76
109,32.8,13.02,5.9,2.52,1.26
624,32.0,15.96,7.7,3.2,1.42
484,30.4,39.48,28.0,9.4,4.66
1009,29.8,44.24,51.3,22.28,13.48
79,28.4,40.46,40.0,18.64,9.84
586,28.2,15.68,11.4,3.52,1.76
585,28.2,17.5,9.0,3.64,2.02
1051,28.2,22.26,15.0,7.12,3.66
149,26.8,17.22,7.2,2.72,1.24
201,26.2,35.0,25.2,9.96,5.2
552,26.0,26.18,19.1,8.24,4.28
782,25.2,24.22,9.3,2.84,1.46
41,24.8,59.22,42.1,19.24,12.46
321,24.4,12.88,10.6,2.96,1.62
622,24.0,25.48,18.7,9.96,5.46
237,23.4,18.2,19.6,7.48,4.26
152,22.4,14.7,10.2,4.28,1.84
176,21.2,9.94,8.3,2.8,0.98
25,21.2,25.06,17.4,6.4,3.12
812,20.4,21.42,16.5,6.64,3.64
765,19.8,7.84,3.2,1.04,0.64
973,19.0,10.78,6.6,2.88,1.46
449,18.4,25.9,17.8,8.8,4.1
100,18.0,16.38,12.7,4.92,2.3
635,16.8,11.2,4.0,1.8,1.02
49,16.2,8.54,5.1,1.36,1.06
983,16.0,5.88,2.5,0.92,0.46
612,15.8,25.76,23.7,10.16,5.86
1075,15.8,20.58,19.3,8.44,4.0
459,15.4,45.5,63.2,33.24,19.4
897,15.0,13.86,10.3,3.88,1.98
921,14.6,15.68,16.8,5.4,2.7
1032,14.0,8.82,4.7,1.68,0.78
822,13.4,18.62,12.2,6.24,3.5
726,13.2,3.64,3.9,1.28,0.7
416,13.2,7.28,5.5,1.72,0.54
805,12.6,14.7,12.9,6.44,3.5
555,12.6,23.38,16.5,6.44,3.28
421,12.2,6.3,3.9,2.4,0.72
457,12.2,25.62,16.7,5.6,2.46
759,12.2,13.44,11.5,4.56,3.02
928,12.0,22.82,22.6,10.72,5.8
576,11.4,7.0,3.9,1.32,0.74
1002,11.2,12.32,15.9,8.08,3.72
130,11.0,6.86,5.9,2.12,0.82
685,10.8,16.66,11.3,3.4,2.3
356,10.8,14.56,11.4,6.0,2.68
923,10.4,18.48,15.2,7.64,4.72
253,9.8,10.22,7.8,2.64,1.42
1056,9.6,11.9,9.4,3.32,1.74
689,9.4,6.3,2.6,1.44,0.4
697,9.2,11.62,12.8,6.68,4.62
810,9.0,6.16,3.8,1.4,0.58
12,9.0,14.42,8.2,2.56,1.3
1040,8.8,10.22,16.6,6.84,4.16
123,8.4,13.16,12.9,7.12,3.96
430,8.0,28.14,29.8,15.68,11.1
995,7.4,11.34,12.6,5.12,2.92
529,7.4,9.66,9.4,5.0,2.04
327,7.2,27.72,29.5,12.52,6.38
423,7.2,9.8,8.8,3.92,1.92
678,7.0,3.5,4.6,1.56,0.98
1034,6.8,6.44,6.3,1.36,0.6
1019,6.8,10.08,6.4,2.64,1.38
92,6.6,5.18,5.2,1.56,0.68
932,6.6,7.0,4.0,1.52,0.68
756,6.6,12.46,9.2,4.96,2.6
541,6.2,2.24,2.7,0.64,0.36
716,6.2,5.46,6.0,2.08,1.0
799,6.2,2.8,3.4,1.84,0.94
829,6.2,6.72,7.4,2.12,0.82
893,5.8,2.24,2.9,1.6,0.4
770,5.8,7.28,4.5,1.96,0.86
999,5.6,2.52,1.5,0.36,0.26
734,5.2,9.66,8.8,3.56,1.88
1059,5.0,7.98,6.1,2.88,1.5
453,5.0,5.6,6.8,2.76,0.8
954,5.0,7.14,8.2,4.28,2.98
575,4.8,3.78,4.6,2.48,1.58
769,4.6,12.32,8.2,2.88,1.2
437,4.6,2.8,1.8,0.32,0.16
912,4.4,7.56,5.4,2.12,0.78
90,4.2,7.0,8.1,4.68,3.28
718,4.0,2.52,1.8,0.8,0.32
693,4.0,28.56,31.9,16.76,9.48
94,4.0,5.32,6.6,4.24,2.52
556,4.0,3.78,2.9,0.84,0.28
614,4.0,5.74,1.4,0.44,0.32
340,4.0,3.92,4.1,2.2,0.88
300,3.8,6.86,9.3,4.08,2.74
643,3.6,4.76,2.4,1.48,0.66
704,3.6,10.92,11.7,6.12,2.98
717,3.4,7.28,10.6,5.32,3.16
283,3.4,5.6,1.5,0.36,0.1
650,3.2,2.66,3.6,2.0,1.08
175,3.2,8.4,9.7,4.96,3.64
854,3.2,5.04,9.2,4.4,2.72
139,2.8,3.64,3.6,1.4,0.74
284,2.8,1.4,0.9,0.2,0.1
346,2.8,7.42,10.7,3.96,1.94
398,2.6,0.98,0.4,0.16,0.26
438,2.6,2.24,2.9,1.72,1.26
950,2.4,2.66,2.9,0.88,0.46
65,2.4,3.36,0.7,0.44,0.14
21,2.2,5.74,6.7,3.72,2.66
242,2.0,3.64,4.4,2.32,1.34
23,2.0,7.56,6.1,2.64,1.66
