,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
711,369.44,154.392,80.11,24.648,9.872,638.462
1085,121.62,155.176,139.39,59.936,30.58,506.70199999999994
681,111.3,106.862,66.97,23.108,10.006,318.246
906,120.88,86.086,53.47,18.96,8.346,287.742
807,159.02,64.764,29.55,8.456,3.15,264.94
811,119.22,58.744,35.07,11.628,5.092,229.754
833,146.76,43.372,21.62,6.98,2.788,221.52
667,125.92,46.984,26.29,8.236,3.606,211.03599999999997
234,109.64,57.288,30.05,9.376,3.778,210.132
866,119.82,50.582,26.81,7.948,3.234,208.394
628,47.54,64.596,56.22,21.692,10.034,200.082
544,133.34,40.726,17.86,5.104,1.784,198.814
892,133.88,40.894,10.87,1.852,0.458,187.954
96,73.76,65.1,35.11,9.056,2.808,185.83400000000003
605,85.6,60.228,27.3,7.152,2.316,182.596
391,77.84,54.236,32.15,11.248,5.152,180.62599999999998
532,69.68,53.116,34.62,12.672,6.006,176.094
652,96.02,41.874,20.89,6.32,2.41,167.51399999999998
1057,76.66,48.692,28.4,9.016,3.718,166.486
632,89.02,41.076,23.19,8.156,3.684,165.126
228,51.06,54.586,37.25,13.368,6.264,162.52800000000002
479,88.34,38.584,22.65,8.08,3.556,161.21000000000004
73,46.12,51.254,38.95,14.808,6.512,157.644
1014,92.74,40.124,17.77,4.94,1.592,157.16600000000003
229,62.5,45.486,31.27,11.852,5.324,156.43200000000002
922,96.18,36.148,16.96,5.048,2.066,156.40200000000002
898,83.98,41.664,22.36,5.624,1.824,155.45200000000003
873,58.1,45.556,32.59,11.988,5.386,153.62
841,43.36,51.072,38.34,13.744,6.42,152.93599999999998
603,18.54,47.992,49.74,22.76,11.524,150.55599999999998
68,102.08,28.826,13.74,3.752,1.434,149.83200000000002
39,83.92,36.05,18.75,5.908,2.61,147.238
113,61.62,41.02,27.94,9.756,4.532,144.86800000000002
227,54.82,48.958,27.41,8.396,3.488,143.072
727,43.64,54.544,30.18,9.608,3.964,141.936
776,101.2,25.914,9.31,2.492,0.784,139.7
559,36.28,46.69,36.96,13.064,6.244,139.238
475,63.72,37.912,23.99,8.552,3.972,138.14600000000002
645,63.92,37.674,22.22,7.984,3.618,135.416
626,78.04,32.158,17.41,5.236,2.362,135.206
830,70.6,34.23,19.69,6.44,2.676,133.63599999999997
419,37.22,40.726,34.52,14.24,6.924,133.63
381,72.84,33.474,18.11,4.988,1.96,131.372
480,43.4,45.052,29.11,8.796,3.108,129.466
76,54.5,35.574,24.76,9.088,4.31,128.232
678,63.86,32.928,20.06,6.98,2.894,126.72200000000001
631,44.0,38.598,27.29,10.272,5.09,125.25000000000001
827,54.66,36.106,22.57,7.808,3.572,124.71599999999998
378,32.48,42.826,30.65,11.704,5.422,123.082
986,86.58,23.604,9.48,2.476,0.81,122.95
265,50.0,43.61,20.87,6.108,2.22,122.808
325,28.22,40.46,34.43,12.88,5.636,121.626
375,51.14,33.684,22.03,8.208,3.75,118.812
525,61.46,31.836,17.52,5.668,2.202,118.68599999999999
401,17.58,47.348,33.9,11.512,4.79,115.13000000000001
351,69.54,26.334,12.63,4.12,1.978,114.602
855,70.0,27.748,11.73,3.004,1.04,113.52200000000002
988,63.8,26.684,14.38,5.052,2.196,112.112
566,28.02,31.262,31.89,12.228,5.47,108.86999999999999
621,32.12,38.29,25.13,9.244,3.922,108.70599999999999
541,67.42,22.778,12.84,3.884,1.532,108.45400000000001
231,28.46,33.838,27.9,10.636,5.094,105.928
1024,55.6,28.532,14.95,4.748,1.886,105.71600000000001
504,28.4,32.382,26.54,11.856,5.782,104.96
862,50.7,28.168,16.14,5.944,2.446,103.398
989,42.26,32.634,18.66,6.028,2.688,102.27000000000001
257,43.54,29.988,18.79,6.872,2.854,102.04399999999998
80,49.34,26.922,16.3,5.656,2.418,100.63600000000001
197,41.44,26.838,20.41,7.428,3.692,99.80799999999999
247,65.64,21.938,8.0,1.56,0.492,97.63000000000001
515,46.44,25.676,16.0,5.384,2.52,96.02
935,81.18,10.038,3.33,0.804,0.252,95.604
35,52.48,25.06,12.74,3.792,1.466,95.53799999999998
199,58.86,22.078,10.16,3.128,1.31,95.536
682,31.62,29.68,22.47,7.972,3.402,95.14399999999999
971,52.86,24.654,11.95,3.776,1.604,94.844
335,29.3,35.336,19.25,6.732,2.796,93.414
871,53.68,21.658,11.84,3.68,1.536,92.394
366,50.28,24.36,12.3,3.592,1.462,91.994
665,28.64,29.204,21.36,7.948,3.714,90.86600000000001
838,42.12,24.458,15.78,5.364,2.45,90.17200000000001
677,30.44,26.026,21.04,8.456,4.154,90.116
270,46.46,23.422,12.65,4.42,1.986,88.93800000000002
428,28.94,26.166,20.53,8.716,4.506,88.85799999999999
537,39.66,23.576,16.03,5.876,2.712,87.854
556,57.94,17.878,8.04,2.116,0.896,86.87
344,40.44,23.576,15.08,4.96,2.334,86.38999999999999
1042,40.94,22.274,15.18,5.128,2.456,85.97800000000001
147,41.4,23.156,13.41,4.564,1.874,84.404
413,53.16,19.712,7.97,2.18,0.802,83.82400000000001
598,33.54,23.87,16.56,5.264,2.506,81.74
496,23.8,25.704,19.96,8.052,3.912,81.428
495,22.14,24.934,21.45,8.808,3.974,81.306
527,35.04,23.534,14.84,5.496,2.354,81.264
644,36.84,21.28,13.85,4.916,2.35,79.23599999999999
