,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,5360.4,615.328,206.96,51.588,18.448,6252.723999999999
668,330.7,595.658,433.57,167.44,86.376,1613.744
62,68.84,545.538,515.23,178.508,73.484,1381.6000000000001
608,523.62,546.882,136.84,44.084,19.252,1270.6779999999999
150,339.02,393.82,159.31,38.38,16.382,946.9119999999998
235,,48.188,389.67,206.092,89.254,733.2040000000001
620,230.24,257.922,132.15,43.62,18.268,682.2
623,82.24,236.824,177.89,72.636,37.408,606.998
64,3.02,242.018,183.25,95.52,53.298,577.106
756,160.66,174.706,135.32,55.14,28.066,553.892
709,188.72,141.764,97.53,36.072,16.974,481.06
141,169.54,133.56,94.61,34.592,16.492,448.79400000000004
928,75.78,121.17,123.19,52.932,26.314,399.386
456,71.72,132.776,123.57,31.836,11.34,371.242
95,144.5,97.986,65.22,22.916,11.684,342.30600000000004
87,138.38,90.286,61.61,21.792,10.314,322.382
111,113.88,121.786,53.81,19.608,10.448,319.532
167,113.16,91.7,69.52,28.152,14.02,316.55199999999996
513,103.1,81.508,53.1,18.864,8.654,265.226
821,118.28,74.69,47.39,16.98,7.75,265.09000000000003
237,72.18,73.178,60.45,25.74,13.55,245.098
25,70.52,87.15,54.2,20.196,8.902,240.968
851,95.4,74.914,42.81,14.712,6.852,234.68800000000002
636,,79.212,65.5,27.808,14.076,186.59599999999998
291,48.88,66.752,44.32,15.852,7.058,182.862
505,90.66,43.82,31.04,11.636,5.538,182.694
520,11.48,74.718,54.9,22.52,12.942,176.56000000000003
426,20.32,69.986,47.1,17.376,8.944,163.726
1,51.62,59.878,30.92,10.432,5.016,157.86599999999999
563,73.98,42.21,26.16,9.692,4.472,156.514
193,34.52,52.024,40.31,18.268,9.198,154.32000000000002
586,62.12,48.58,27.54,9.508,4.952,152.7
624,77.4,40.348,21.91,7.704,3.404,150.76600000000002
377,2.78,61.768,50.09,19.712,11.352,145.702
585,60.02,41.188,25.42,9.884,4.584,141.096
79,16.44,36.064,44.73,23.716,14.348,135.29800000000003
90,10.9,29.4,42.13,25.716,16.918,125.06400000000002
973,51.8,36.526,22.42,8.616,3.884,123.246
152,43.14,37.072,27.6,10.048,5.016,122.87600000000002
363,40.22,49.392,22.45,6.74,2.948,121.74999999999999
765,59.82,36.232,14.87,4.544,1.812,117.27799999999999
726,56.16,32.48,18.51,6.108,2.876,116.134
356,29.28,36.05,30.46,12.708,6.41,114.90799999999999
1075,8.5,44.898,37.14,15.652,8.052,114.24200000000002
815,1.82,37.436,40.56,19.088,10.584,109.488
854,10.76,26.292,35.72,21.08,13.454,107.30599999999998
388,18.02,37.436,31.32,13.048,7.014,106.83800000000001
703,18.04,35.588,31.18,13.768,7.258,105.83399999999999
759,24.62,33.194,27.45,11.964,6.206,103.43400000000001
351,26.56,46.592,17.35,5.424,2.918,98.84400000000002
318,0.8,24.304,37.03,20.848,12.266,95.248
697,11.16,20.93,26.84,15.908,10.214,85.052
109,43.14,21.42,11.25,3.9,1.884,81.59400000000001
810,31.48,23.52,12.99,4.088,1.89,73.96799999999999
576,26.44,23.912,13.11,4.316,1.844,69.622
48,3.2,29.512,21.14,9.072,5.284,68.20800000000001
230,3.28,23.016,18.8,10.856,8.198,64.15
1044,19.8,19.894,14.19,5.264,2.706,61.854000000000006
144,6.2,19.054,19.73,9.92,5.522,60.425999999999995
1046,3.26,27.132,17.73,7.496,4.788,60.406000000000006
149,25.56,19.446,9.93,3.388,1.436,59.76
130,10.98,26.278,14.97,4.9,2.376,59.50399999999999
459,0.76,10.668,21.33,15.092,9.994,57.843999999999994
1074,5.84,19.74,19.3,8.232,4.138,57.24999999999999
444,11.66,28.252,11.25,3.88,2.04,57.082
614,18.76,21.196,10.18,2.508,1.112,53.75600000000001
208,15.76,15.12,12.42,5.476,2.948,51.724
10,5.8,12.446,16.14,9.8,6.686,50.87199999999999
327,0.38,11.858,22.37,10.308,5.718,50.634
782,9.46,25.606,10.42,3.568,1.492,50.546
1004,9.42,14.658,14.67,7.324,4.212,50.28399999999999
60,11.4,15.974,11.97,5.436,3.15,47.93
775,0.88,16.702,17.04,7.556,3.718,45.896
321,18.68,14.378,7.4,2.988,1.33,44.775999999999996
41,1.06,14.07,15.02,7.928,6.164,44.242
253,12.96,13.566,10.78,4.54,2.202,44.048
415,8.1,13.412,12.38,5.108,2.314,41.314
635,12.52,10.864,6.51,2.556,1.168,33.617999999999995
735,10.74,11.508,6.38,2.132,1.112,31.872
430,0.44,8.022,10.2,6.74,5.38,30.782
49,11.38,9.002,4.95,1.916,0.886,28.134
612,1.32,8.344,9.53,5.24,3.15,27.583999999999996
956,6.9,7.896,6.95,3.12,1.518,26.384
932,9.36,8.4,5.03,2.024,0.98,25.794
139,5.8,7.742,6.77,3.268,1.712,25.291999999999998
484,1.84,8.442,8.77,3.676,1.97,24.698
1009,0.62,3.71,8.0,5.648,4.606,22.584000000000003
1051,5.88,6.076,6.0,2.764,1.496,22.215999999999998
693,0.04,5.754,7.59,4.616,3.554,21.554
983,11.06,5.628,2.94,0.956,0.366,20.950000000000003
416,8.16,6.482,4.11,1.484,0.616,20.851999999999997
1080,2.36,8.162,6.05,2.64,1.476,20.688
176,7.86,5.726,3.84,1.532,0.596,19.554000000000002
836,1.92,4.41,6.01,3.94,2.634,18.914
201,1.12,6.538,6.55,2.98,1.682,18.869999999999997
100,4.16,7.21,4.39,1.728,0.82,18.308000000000003
921,2.2,4.858,5.02,2.048,1.012,15.138
689,4.94,4.802,2.88,0.884,0.4,13.906
92,4.02,4.116,3.15,1.516,0.834,13.636
