,0,1,2,3,4
680,365.0,26.32,8.9,1.84,0.6
552,234.6,67.34,37.85,10.98,4.8
111,174.3,93.52,56.95,20.5,9.18
468,154.8,104.93,65.05,24.48,10.81
759,149.2,62.65,36.7,13.38,5.65
35,139.3,84.21,42.25,12.02,5.38
663,130.3,70.28,46.7,16.54,7.83
151,126.9,39.83,23.4,7.58,3.39
394,125.4,77.77,50.85,18.82,8.27
112,122.4,62.09,33.0,10.9,5.06
440,121.8,60.97,34.85,12.02,5.48
307,121.5,53.9,28.7,10.18,4.51
500,115.6,47.67,31.2,10.88,4.83
163,112.3,39.69,20.45,6.56,2.59
104,107.4,66.08,41.1,13.92,6.34
628,105.2,61.74,37.65,14.44,6.07
23,103.3,60.76,18.7,5.84,2.24
150,101.2,53.48,39.4,14.64,6.18
153,99.5,59.01,38.9,13.0,5.65
487,99.3,74.69,54.85,19.2,8.55
454,95.2,55.16,36.35,13.62,6.03
195,86.4,30.87,13.6,4.78,1.65
665,86.2,46.55,27.65,9.26,3.97
20,83.6,33.81,14.95,4.84,2.14
238,81.7,78.82,47.65,16.86,7.77
240,81.4,56.91,39.8,15.26,7.14
580,80.5,48.37,31.15,11.22,4.98
499,80.4,68.81,52.7,20.62,9.77
146,79.7,38.29,21.85,7.14,3.08
31,76.3,69.58,56.2,24.82,11.98
445,74.3,48.72,32.6,11.6,5.43
217,73.8,51.73,35.6,13.04,6.5
194,71.2,37.03,25.35,8.26,3.63
107,71.0,62.3,47.25,18.82,8.47
100,69.7,67.06,28.9,10.04,3.97
166,69.5,47.18,30.1,11.22,4.52
682,65.9,49.56,36.7,13.74,7.01
113,64.9,78.68,23.9,6.2,2.58
94,64.8,19.6,10.15,3.1,1.3
478,64.8,61.74,50.6,21.2,10.25
572,64.0,34.79,22.3,7.68,3.12
327,62.9,17.99,9.25,3.76,1.55
675,62.7,20.44,11.0,3.5,1.29
345,62.5,26.46,17.95,6.26,2.88
460,60.8,41.37,27.8,10.86,5.64
190,60.8,55.86,41.2,16.46,8.16
362,60.8,12.67,6.4,1.54,0.82
459,60.7,31.29,18.25,6.3,2.93
84,60.5,51.59,34.45,13.66,6.61
433,60.2,47.11,33.7,14.14,6.7
