,0,1,2,3,4
1014,108.2,44.66,23.3,6.76,2.06
544,105.8,32.06,15.2,4.36,1.9
807,103.2,41.72,21.3,5.64,2.0
986,98.4,24.08,9.0,2.28,1.02
68,83.6,26.18,12.0,3.6,1.5
50,82.6,38.64,23.2,7.36,2.78
525,80.4,37.38,23.1,6.24,2.52
866,78.8,41.3,22.8,8.0,2.72
898,77.6,36.12,18.7,4.4,2.04
652,77.4,40.6,23.0,5.92,2.74
855,77.0,23.8,11.0,3.12,0.7
55,77.0,53.06,24.6,8.76,3.64
605,76.0,49.98,23.2,5.6,1.52
892,75.6,22.82,6.5,1.32,0.24
35,73.2,28.28,14.9,5.0,1.68
711,72.2,40.46,23.0,6.72,2.9
227,69.4,43.54,24.8,7.92,2.92
667,68.2,24.78,15.5,4.68,2.66
906,65.4,52.22,33.9,11.8,5.66
626,64.0,24.78,13.7,4.04,1.86
948,64.0,31.22,16.0,3.88,1.7
413,62.6,20.02,9.7,2.2,1.04
366,61.4,23.66,10.6,2.84,1.34
618,60.0,17.5,7.3,2.04,1.04
32,59.6,21.56,13.3,3.6,1.54
532,59.4,39.48,28.4,10.0,4.8
871,59.0,19.32,8.7,3.56,1.28
457,58.4,18.76,7.3,2.24,0.72
96,57.8,48.86,21.8,5.84,1.68
935,56.2,9.66,2.8,0.84,0.12
113,55.6,33.6,22.7,8.04,4.2
645,54.8,27.72,19.4,6.56,3.16
830,53.6,22.54,11.6,3.96,1.92
199,53.4,25.48,14.3,4.28,1.7
776,53.2,16.66,5.6,1.12,0.54
556,53.2,18.06,6.7,2.16,0.72
343,52.4,31.92,25.8,9.28,4.04
344,51.6,24.92,16.8,5.56,2.68
29,51.4,21.98,14.0,4.92,2.0
873,49.4,37.52,26.7,8.92,4.48
541,49.4,18.2,11.0,3.88,1.14
234,48.8,28.7,16.9,5.44,2.4
480,48.2,41.44,22.8,6.32,2.52
761,47.8,21.28,6.7,2.16,0.94
632,47.4,18.2,12.7,4.04,1.86
257,47.2,30.66,17.6,5.92,3.3
39,47.0,18.62,9.9,3.72,1.74
80,46.2,25.06,15.4,5.56,2.24
381,46.2,19.46,11.2,3.8,1.2
811,46.0,24.22,13.7,4.64,1.9
76,45.6,22.54,16.3,7.24,2.94
988,45.0,19.88,10.9,4.24,1.72
1061,44.8,29.4,16.1,4.84,2.42
270,44.8,24.78,11.9,3.68,1.92
265,44.6,32.9,17.0,4.68,1.9
922,44.4,17.78,10.1,2.48,1.12
249,44.4,13.86,8.4,3.16,0.88
351,44.2,16.94,9.4,3.8,1.52
1057,44.0,39.62,24.9,7.96,3.54
398,43.8,14.42,7.3,2.4,1.34
827,43.2,24.64,16.9,5.6,2.98
1024,42.8,19.6,13.6,3.32,1.56
862,42.6,24.92,14.7,4.48,2.46
130,42.6,20.02,8.5,4.04,1.5
682,42.6,33.04,23.5,9.2,3.3
19,42.2,19.04,10.9,4.6,1.84
147,42.0,24.36,11.7,4.08,1.9
367,42.0,21.98,15.2,6.68,3.04
833,42.0,13.72,6.5,2.16,1.02
160,41.6,19.88,13.1,3.92,1.92
247,41.4,11.48,4.9,1.12,0.28
1046,41.4,32.06,18.4,7.28,3.04
378,41.4,26.6,18.7,6.44,2.72
515,41.2,21.42,14.2,4.2,2.0
1042,41.2,20.16,15.4,4.92,2.5
1074,39.6,31.22,28.1,9.76,4.22
479,39.6,19.6,10.8,3.96,1.72
73,39.4,38.78,33.4,12.4,5.82
12,38.2,19.04,11.7,3.16,1.58
65,38.2,16.24,8.9,2.72,1.38
595,38.0,21.56,12.5,4.52,2.14
867,38.0,7.84,2.7,0.72,0.12
770,38.0,20.3,11.7,4.2,1.68
475,37.8,25.2,15.8,5.72,2.32
694,37.4,22.12,14.8,5.16,2.3
778,36.6,14.28,7.1,1.76,1.0
769,36.6,17.08,7.9,3.56,1.34
325,36.4,47.88,34.0,13.04,6.12
118,36.0,13.44,9.2,2.72,1.58
1003,35.8,24.92,16.6,4.8,2.46
537,35.2,19.88,12.3,4.92,2.34
621,34.4,39.34,25.4,7.8,3.74
289,34.0,21.0,17.0,5.8,2.86
861,34.0,16.8,10.9,4.12,1.86
678,34.0,18.62,12.4,5.12,2.34
878,34.0,22.12,13.0,5.0,2.1
229,33.8,25.62,16.0,6.88,2.6
598,33.8,20.72,15.0,5.08,2.06
838,33.4,19.88,12.6,3.88,1.9
284,33.2,11.06,5.7,1.72,0.68
644,33.0,19.18,10.6,5.32,2.28
841,32.6,33.88,24.7,8.92,4.7
48,31.8,24.5,17.0,7.32,2.86
858,31.8,11.48,6.7,1.64,1.0
527,31.6,18.48,11.4,4.4,1.64
915,31.6,20.58,12.2,4.44,2.24
971,31.4,15.96,6.9,2.6,0.9
677,31.0,27.86,21.6,8.28,3.46
69,30.8,34.58,16.8,6.68,2.3
1058,30.6,14.84,8.1,2.52,1.06
444,30.4,19.32,7.7,3.2,1.18
18,30.2,22.54,13.3,6.0,2.52
562,30.2,16.66,10.2,3.92,2.2
558,30.2,16.8,10.1,4.0,1.5
340,30.2,25.9,20.0,6.64,3.5
419,29.8,32.48,23.2,12.4,5.64
51,29.6,19.6,12.2,4.2,2.18
418,29.4,22.4,16.4,6.08,2.54
437,29.4,4.48,2.1,0.36,0.2
369,29.2,17.36,9.1,4.16,2.14
415,29.2,17.64,11.9,4.2,1.78
412,29.0,17.78,8.3,3.64,1.88
795,28.8,28.56,16.2,4.52,2.54
226,28.6,20.86,12.4,4.96,2.42
628,28.6,47.32,39.0,16.92,7.9
665,28.4,29.54,20.0,8.36,3.52
727,28.0,43.26,28.5,8.92,3.26
783,28.0,34.3,21.6,7.76,3.82
793,28.0,17.92,13.4,4.44,2.48
977,27.8,18.34,11.3,4.76,1.94
375,27.4,20.02,13.4,4.08,2.48
989,27.4,24.08,11.1,3.96,1.74
555,27.2,17.5,10.4,4.92,1.7
251,27.0,17.78,10.5,3.88,1.66
391,27.0,18.48,12.7,4.96,1.76
1080,27.0,14.42,12.4,3.64,1.8
528,26.4,17.08,10.3,3.44,1.82
363,26.2,11.34,7.7,2.24,1.1
151,26.2,12.74,10.8,3.76,2.04
559,26.0,33.32,24.3,9.16,4.06
201,25.8,16.38,9.9,4.48,2.24
197,25.6,13.86,12.6,5.32,2.22
653,25.4,14.98,11.9,4.64,2.12
211,25.2,16.94,11.6,4.28,1.72
1056,25.2,20.72,17.2,6.32,3.48
496,25.2,22.54,18.7,6.72,2.96
734,25.2,21.14,12.8,6.16,2.48
311,25.0,14.14,9.6,3.64,2.36
593,24.8,17.22,14.4,5.68,2.88
182,24.6,19.04,14.3,5.56,2.84
733,24.4,15.26,13.6,4.76,2.84
495,24.4,27.72,25.1,10.56,5.16
14,24.2,23.52,15.7,8.24,3.6
912,24.2,11.76,6.8,1.76,0.9
681,23.8,29.12,20.3,7.16,2.42
306,23.6,14.7,14.2,5.72,2.46
481,23.6,14.14,9.4,3.72,1.36
464,23.4,17.5,15.0,4.88,1.96
231,23.4,28.42,21.9,7.0,3.98
616,23.2,16.52,11.0,4.8,2.08
643,23.2,15.4,9.7,3.72,1.58
335,23.0,25.34,14.5,4.32,2.18
893,22.4,12.46,9.2,2.76,1.28
779,22.2,19.46,14.0,5.28,2.78
248,22.2,15.96,10.9,3.04,1.56
961,22.0,14.14,8.5,2.52,0.78
641,22.0,19.88,11.6,4.44,1.8
456,21.8,15.82,8.1,2.88,1.38
1059,21.8,14.7,9.0,3.44,1.96
212,21.4,17.08,15.3,5.88,2.12
267,21.4,17.36,13.9,5.12,2.6
420,21.2,11.76,8.3,3.52,1.42
150,21.0,15.12,7.2,3.0,1.22
224,20.8,11.06,6.5,2.44,1.46
620,20.8,12.04,11.7,3.76,2.02
207,20.8,9.8,6.4,2.6,1.04
720,20.8,5.6,3.3,1.12,0.48
571,20.4,15.68,13.1,5.2,2.26
110,20.4,14.0,9.8,3.08,1.9
156,20.2,17.36,12.3,4.12,2.1
148,20.2,22.26,14.4,3.96,2.16
477,20.0,18.62,13.0,4.2,2.58
186,20.0,32.76,21.7,7.8,3.02
655,19.8,17.64,11.3,4.92,1.82
67,19.8,16.38,11.2,4.96,1.84
453,19.4,17.92,14.1,5.04,2.34
504,19.4,17.5,17.0,7.36,3.88
704,19.4,13.3,11.1,4.44,2.1
1029,19.4,14.0,11.4,4.68,1.8
584,19.4,16.24,11.2,3.84,1.84
794,19.4,5.88,3.6,1.4,0.58
549,19.2,14.98,8.1,1.76,1.1
421,19.0,6.58,4.7,1.84,0.82
115,19.0,12.6,11.1,3.88,2.06
640,18.6,15.12,10.3,3.64,1.7
916,18.4,17.5,14.6,7.44,3.4
823,18.2,14.7,10.6,4.64,2.3
963,18.2,15.54,12.1,4.04,1.92
772,18.2,8.82,5.3,1.96,1.16
119,17.8,13.02,9.0,3.64,1.78
903,17.4,13.02,13.4,4.68,1.96
406,17.2,15.96,13.0,5.84,3.22
291,16.6,13.58,8.1,3.44,1.7
1025,16.4,10.22,6.2,2.88,1.46
802,16.2,14.84,15.7,4.68,2.1
825,16.2,13.58,10.0,3.2,1.86
650,16.2,14.56,12.1,4.6,2.62
326,16.2,13.16,13.8,5.8,2.4
782,16.0,7.84,4.0,1.4,0.34
377,15.8,14.14,10.3,4.24,2.18
789,15.8,19.04,14.4,5.24,3.16
879,15.8,15.4,11.8,4.76,2.5
914,15.8,11.48,9.9,2.84,1.94
812,15.8,11.62,7.3,3.04,1.1
138,15.6,11.9,8.5,2.48,1.26
484,15.6,15.54,9.0,3.44,1.58
966,15.6,12.46,9.7,3.76,2.08
540,15.4,13.3,10.0,4.64,2.64
1034,15.2,7.7,3.8,1.56,0.64
2,15.2,26.6,23.1,8.36,3.82
317,15.0,9.38,6.1,1.92,0.88
388,15.0,14.7,8.4,3.72,1.78
1022,15.0,12.6,7.4,3.32,1.32
376,14.8,15.54,10.4,4.56,2.18
426,14.4,11.76,11.4,4.0,2.02
631,14.4,10.08,7.5,3.4,1.8
494,14.4,10.92,8.9,3.52,1.66
1060,14.0,7.28,4.5,1.92,0.78
947,13.8,2.8,0.6,0.36,0.08
192,13.8,9.8,3.8,1.2,0.42
301,13.6,13.3,10.3,3.48,1.58
883,13.6,14.56,13.4,4.2,2.34
379,13.6,13.02,12.1,3.92,2.1
482,13.6,12.18,10.5,3.52,1.68
630,13.4,12.18,10.8,3.68,1.96
1027,13.4,5.18,6.3,1.44,0.8
1,13.4,8.82,5.7,2.0,0.84
100,13.4,10.5,6.0,2.0,0.94
77,13.4,13.44,10.3,3.88,2.5
493,13.2,11.34,9.3,4.52,2.22
1048,13.2,11.2,7.4,3.88,2.26
428,13.2,11.76,12.1,4.6,2.54
589,13.2,9.1,7.9,3.36,1.28
260,12.8,15.26,8.3,3.68,1.36
396,12.8,6.58,4.5,1.92,0.76
880,12.6,12.88,10.2,4.64,2.32
964,12.6,13.86,11.2,4.24,1.68
673,12.6,7.42,2.1,1.16,0.34
489,12.6,9.94,9.8,4.16,1.78
488,12.6,14.7,10.6,4.56,2.4
822,12.4,10.64,8.8,3.96,1.58
402,12.4,14.0,10.4,3.48,1.78
397,12.4,10.5,6.7,2.8,1.46
594,12.2,10.36,7.5,3.64,1.92
660,12.2,7.7,5.9,2.84,1.34
573,12.2,20.02,10.4,4.32,1.86
82,12.0,11.48,11.2,4.2,1.72
581,12.0,8.12,3.9,1.44,0.52
685,12.0,10.08,7.5,2.84,1.38
577,12.0,4.2,1.7,0.6,0.36
646,12.0,10.08,9.1,3.48,1.44
405,12.0,9.8,5.5,2.12,0.74
312,11.8,12.6,11.5,4.84,2.32
4,11.8,11.06,11.3,4.12,2.36
689,11.8,5.6,3.2,1.04,0.4
849,11.8,9.38,6.6,2.96,1.8
1075,11.6,10.36,6.6,3.96,1.58
829,11.4,8.4,5.3,1.84,0.62
454,11.4,9.38,6.4,2.24,1.48
403,11.4,4.06,2.3,1.0,0.28
754,11.4,20.58,15.6,8.32,4.12
886,11.4,7.28,6.5,3.36,1.82
1067,11.2,13.02,13.2,5.56,2.86
277,11.2,7.28,5.7,2.52,1.34
529,11.0,11.9,7.1,3.24,1.4
702,11.0,8.4,9.3,3.24,1.72
178,11.0,7.84,6.2,2.96,1.06
451,11.0,10.5,5.3,2.88,1.0
329,11.0,8.4,6.5,3.0,1.46
423,10.8,11.76,7.3,2.76,1.78
612,10.8,10.22,7.4,4.04,1.86
449,10.8,8.54,7.8,2.04,1.3
519,10.6,10.64,7.4,3.52,2.02
155,10.6,3.92,1.9,1.0,0.22
608,10.6,3.22,2.9,0.52,0.42
738,10.4,3.36,1.7,0.44,0.24
404,10.4,9.1,8.2,3.16,1.76
408,10.4,11.48,8.3,3.68,1.7
809,10.2,8.26,6.9,2.84,1.42
600,10.2,14.28,7.8,4.04,1.72
321,10.0,6.58,3.5,1.4,0.62
520,10.0,7.98,8.2,2.28,1.34
204,10.0,8.68,7.8,3.0,1.66
468,10.0,9.24,7.1,3.2,1.68
534,9.8,6.16,5.7,2.28,1.26
882,9.8,4.06,1.5,0.24,0.2
491,9.6,7.28,4.6,2.32,1.3
1050,9.6,3.5,1.6,0.6,0.26
561,9.6,12.74,10.7,4.32,2.34
1073,9.4,11.9,9.5,4.08,2.06
956,9.4,8.4,5.3,1.76,0.86
735,9.4,5.04,2.0,0.68,0.24
324,9.4,4.06,1.4,0.52,0.3
60,9.2,9.38,6.9,2.88,1.72
23,9.2,6.58,5.0,2.2,1.38
246,9.0,7.56,5.1,2.28,0.96
543,9.0,1.54,0.6,0.52,0.12
716,9.0,6.16,5.9,2.4,1.1
143,9.0,8.82,7.8,3.4,2.06
269,9.0,4.76,2.6,0.96,0.38
490,8.8,11.2,12.4,4.6,2.7
86,8.8,18.62,11.3,2.48,1.9
974,8.6,10.78,6.6,2.16,1.12
283,8.6,1.82,1.2,0.36,0.12
1030,8.4,6.58,6.1,3.24,1.74
969,8.4,3.64,2.5,1.32,0.52
921,8.4,9.38,7.5,2.2,1.22
228,8.4,12.46,9.5,3.92,1.62
255,8.4,1.54,0.8,0.24,0.06
431,8.2,7.7,7.6,3.76,1.64
209,8.0,10.5,7.7,3.28,2.0
661,8.0,7.56,9.2,6.0,3.76
575,8.0,8.68,5.7,2.68,1.16
1000,8.0,12.18,11.9,6.52,3.26
927,8.0,9.24,6.3,3.24,1.8
144,7.8,8.96,6.4,3.44,1.26
786,7.8,6.86,7.4,3.08,1.18
725,7.8,5.88,5.4,2.84,1.86
41,7.8,4.62,5.2,2.12,1.26
171,7.8,8.68,8.0,3.12,1.92
230,7.8,6.44,6.1,2.0,1.36
319,7.8,1.4,0.3,0.2,0.12
968,7.6,9.24,7.1,2.96,1.9
531,7.6,9.8,7.0,3.28,1.6
574,7.4,5.32,7.1,2.24,1.48
781,7.4,4.34,3.0,1.12,0.6
384,7.4,10.78,9.2,3.6,1.76
98,7.4,6.86,7.3,3.36,1.66
523,7.2,6.58,7.6,3.52,2.26
93,7.2,23.8,12.9,5.32,2.48
710,7.2,2.8,1.2,0.52,0.24
386,7.2,6.86,6.8,3.8,2.48
1019,7.2,9.1,5.9,2.36,0.96
104,7.2,1.4,1.3,0.4,0.24
149,7.2,3.36,1.9,0.56,0.28
1044,7.0,4.76,4.3,1.16,0.64
309,7.0,1.54,0.6,0.24,0.02
1006,7.0,,,,
401,6.8,20.72,18.8,7.56,3.16
566,6.8,6.3,6.5,3.56,1.6
805,6.6,5.32,4.4,1.48,1.02
346,6.4,12.46,9.1,3.32,1.14
638,6.4,6.58,5.3,2.88,1.28
358,6.2,7.14,6.5,3.04,1.7
724,6.2,7.7,5.5,2.88,1.38
450,6.2,10.5,7.2,3.12,1.12
1045,6.0,8.68,8.7,2.96,1.9
11,6.0,7.7,6.3,4.4,2.04
473,6.0,5.04,3.0,0.64,0.32
552,6.0,8.26,8.0,2.96,1.58
817,5.8,6.58,5.5,2.28,1.12
567,5.8,6.72,6.6,3.2,1.74
452,5.8,4.48,2.1,0.56,0.34
747,5.8,7.98,5.5,3.36,2.12
546,5.6,6.44,7.0,2.6,1.76
341,5.6,3.78,2.8,1.28,0.62
187,5.6,18.34,23.0,10.08,5.72
327,5.6,4.48,4.6,2.28,1.36
583,5.4,8.96,7.2,3.56,1.62
1009,5.2,4.06,4.2,2.6,0.96
254,5.2,5.32,5.4,2.04,1.08
1076,5.2,6.16,6.1,3.0,1.44
775,5.0,2.66,2.5,0.6,0.18
815,5.0,6.44,5.4,2.72,1.56
195,5.0,1.96,3.4,1.48,0.8
487,5.0,4.62,3.9,1.92,1.36
176,5.0,3.22,1.8,1.04,0.26
897,5.0,3.22,1.7,0.8,0.3
88,4.8,6.44,5.7,3.16,1.96
707,4.8,3.5,4.1,1.64,0.84
287,4.8,5.04,4.9,3.08,1.4
213,4.8,7.42,6.4,3.32,1.7
111,4.8,2.24,1.6,0.56,0.1
603,4.8,12.88,13.5,6.84,3.52
463,4.8,7.98,7.6,3.96,2.04
1032,4.6,2.94,1.5,0.48,0.28
337,4.6,6.72,7.0,3.04,2.12
92,4.6,3.78,1.2,0.48,0.22
47,4.6,5.18,6.8,2.96,1.66
232,4.6,5.32,7.6,2.96,1.78
314,4.6,5.04,3.9,2.36,1.04
713,4.6,6.58,5.3,2.4,1.48
662,4.6,3.64,2.4,0.88,0.52
505,4.4,2.52,1.5,0.84,0.32
602,4.4,1.26,0.2,0.12,0.02
1082,4.4,5.46,3.9,1.64,0.86
240,4.2,3.64,5.2,1.64,0.98
331,4.2,4.62,3.6,1.84,1.14
