,0,1,2,3,4
285,939.0,522.34,261.9,79.44,31.54
719,905.4,318.08,124.7,36.68,12.34
680,531.2,60.62,19.6,5.24,1.62
417,518.6,70.42,25.8,5.72,1.88
225,147.6,89.6,56.4,16.52,8.08
687,117.0,66.08,39.1,13.32,5.86
34,110.0,47.04,28.2,8.96,4.14
18,105.8,37.24,17.7,6.6,3.38
693,101.6,52.08,35.1,12.32,5.84
151,101.6,34.72,21.1,6.68,3.12
547,99.2,48.72,32.0,11.64,5.78
163,95.6,47.18,19.7,6.36,3.54
73,94.6,35.14,21.8,6.76,3.44
97,92.8,78.54,61.2,23.4,11.46
230,92.2,77.28,57.8,24.16,11.8
299,89.4,55.58,33.3,12.0,5.08
271,88.0,21.84,14.1,3.32,1.78
166,84.6,71.54,44.7,15.96,6.88
460,84.4,72.1,49.2,18.72,9.82
682,84.0,63.14,44.3,18.76,10.34
628,83.6,65.66,43.7,16.2,6.7
84,82.2,77.7,53.5,21.4,9.84
585,78.8,43.82,30.9,12.12,5.44
307,78.6,43.26,23.7,8.32,3.94
35,76.0,58.38,33.0,9.48,4.36
552,74.4,37.52,21.8,6.44,2.98
623,73.8,37.66,41.5,12.16,4.96
121,72.6,74.06,41.7,15.44,6.16
759,71.2,39.76,25.5,9.48,4.62
23,70.4,60.34,28.1,7.44,2.52
20,69.4,40.74,19.9,5.8,2.5
107,68.6,65.38,55.5,24.72,11.16
655,67.6,52.92,40.7,14.96,7.4
89,67.2,63.14,42.7,19.28,10.06
238,66.6,72.1,52.0,19.96,10.16
327,65.2,20.44,13.6,4.8,1.7
9,64.8,41.58,27.8,7.56,4.18
454,62.8,38.64,31.4,10.56,5.56
511,62.6,41.86,27.1,10.52,4.9
82,58.0,17.36,11.4,4.92,2.08
345,57.4,34.44,19.0,7.44,3.1
356,56.2,84.0,69.7,28.48,13.3
113,56.0,65.38,30.2,8.88,3.44
183,55.6,55.44,43.9,16.76,7.7
675,54.6,18.2,11.1,3.56,1.5
335,54.2,55.86,42.2,16.76,7.8
394,53.4,41.3,35.1,11.6,5.46
182,53.0,49.98,36.3,11.76,5.08
616,52.0,46.48,36.4,14.48,6.04
440,52.0,34.02,23.2,8.12,3.96
189,48.0,38.08,23.9,10.44,5.0
304,47.6,55.3,40.8,16.16,7.32
317,47.0,20.02,11.6,4.48,2.42
365,45.8,26.32,16.2,5.96,2.54
94,45.4,15.12,8.9,2.88,1.16
633,44.4,30.66,22.8,10.04,4.8
159,43.8,42.14,38.5,15.88,7.02
648,42.6,32.9,21.6,7.4,4.2
305,41.6,22.12,15.4,4.96,2.24
111,41.2,63.98,36.9,12.72,6.28
478,41.2,46.48,41.2,19.2,10.4
274,41.0,13.3,7.8,2.44,0.98
