,0,1,2,3,4
719,989.6,335.72,126.3,32.6,12.08
285,980.2,580.44,272.7,84.72,33.9
680,520.8,64.12,21.0,5.44,1.58
417,507.8,66.22,23.5,5.8,2.0
225,152.6,94.64,54.9,16.4,7.3
34,119.2,45.22,28.0,9.44,4.2
687,112.0,62.72,39.7,12.64,6.42
18,107.8,36.26,20.5,6.88,2.84
151,103.0,34.44,21.8,6.4,2.84
693,99.4,56.42,35.3,13.64,6.08
97,95.6,90.86,61.7,24.08,11.84
163,94.0,42.28,21.4,7.88,3.5
547,93.6,51.8,31.0,10.96,5.42
230,92.4,79.94,59.9,24.28,11.6
299,91.8,59.64,33.5,12.24,5.42
307,87.0,39.2,26.4,9.2,3.98
73,87.0,37.24,20.5,7.36,3.52
460,84.6,67.2,49.6,22.24,9.32
166,80.6,64.12,49.8,14.96,6.8
682,80.4,62.86,44.0,18.52,8.92
35,79.0,52.64,30.3,10.68,4.34
84,77.4,68.18,53.3,21.04,9.48
89,76.6,67.76,44.7,18.48,8.34
655,75.0,50.54,34.4,13.8,7.0
585,74.4,48.86,35.6,12.56,5.88
121,74.2,76.44,42.2,13.8,6.7
271,74.0,19.46,8.3,2.76,1.2
628,73.8,67.48,42.7,15.64,7.24
238,73.2,70.7,51.3,18.76,8.84
552,71.6,32.34,18.7,6.84,2.56
23,70.6,55.3,25.0,7.76,2.84
20,70.4,41.16,16.8,6.36,2.58
9,68.8,35.98,21.5,7.16,3.8
623,68.6,39.34,44.0,12.4,4.8
107,67.0,67.48,54.8,22.36,10.5
759,65.2,38.22,28.2,8.84,4.02
511,64.2,37.38,24.2,11.36,4.56
82,57.6,22.96,12.8,4.24,1.92
113,56.6,61.32,27.9,8.64,3.7
454,55.8,45.22,27.9,11.16,5.72
327,55.4,24.08,12.5,3.76,1.64
304,54.6,52.78,38.8,14.36,6.74
345,53.8,33.88,21.5,7.88,3.6
356,52.6,74.2,67.8,28.6,13.46
365,51.4,24.22,17.0,5.76,2.68
195,51.4,14.98,9.3,3.08,1.1
440,50.8,35.0,25.3,8.12,3.72
183,49.2,60.34,45.4,16.68,7.62
616,48.6,49.7,37.5,12.44,7.32
394,47.4,41.16,34.0,11.04,5.42
317,47.2,21.98,13.1,4.64,2.38
182,47.0,51.94,35.6,13.0,6.38
