,0,1,2,3,4
146,110.8,43.68,23.9,7.4,3.08
82,99.0,26.04,13.8,4.44,1.88
194,96.4,43.4,23.2,8.08,3.5
459,94.0,37.1,21.9,6.8,2.74
166,85.8,49.98,22.8,9.6,4.12
719,85.6,36.12,15.4,5.76,2.64
317,84.6,30.52,19.5,5.96,3.06
572,79.2,39.62,23.8,8.76,3.3
437,79.0,24.92,13.9,4.84,1.94
594,75.2,21.84,13.7,5.76,2.46
759,74.6,36.4,25.5,7.76,3.52
438,72.6,38.08,26.8,10.44,4.42
285,69.6,33.88,22.2,6.2,2.66
163,68.2,23.38,13.6,4.16,1.9
322,67.0,45.5,30.8,11.6,4.58
547,66.2,35.84,22.0,8.12,3.4
171,66.0,33.74,20.2,6.24,3.62
648,65.2,28.56,19.3,8.32,3.7
84,62.6,44.8,28.3,11.2,5.2
687,60.8,26.74,16.2,6.36,2.76
151,60.6,22.26,12.4,3.88,1.74
655,60.6,35.0,23.6,9.6,4.38
319,60.4,29.4,17.1,5.56,2.96
377,60.2,29.4,16.6,5.72,2.32
373,54.2,26.6,12.6,4.32,2.12
3,53.8,24.64,15.9,5.36,2.42
511,53.0,27.44,19.4,6.16,3.5
183,52.8,50.4,28.5,10.32,4.42
673,52.4,27.16,12.0,3.68,1.54
359,51.4,25.9,15.0,5.36,2.42
731,51.2,22.96,13.8,5.12,1.88
623,50.8,19.88,25.6,7.04,3.24
152,50.8,29.54,21.4,9.92,4.34
327,50.0,16.38,9.8,2.84,1.12
665,49.0,29.26,14.5,5.6,2.82
628,48.6,28.0,19.3,7.92,3.3
765,48.2,26.46,18.2,7.36,3.7
23,47.4,29.82,12.3,3.56,1.5
363,46.8,20.44,16.4,4.84,2.68
552,46.6,23.66,13.5,3.72,1.66
365,46.4,18.76,12.8,4.72,2.16
456,46.4,21.0,12.0,4.32,2.3
94,46.2,10.64,7.7,2.76,0.94
500,46.0,19.74,13.5,5.56,2.02
462,45.4,18.06,9.2,3.24,1.16
349,45.0,22.12,16.0,4.32,2.18
307,44.0,50.12,25.5,8.08,3.64
701,43.6,22.68,13.0,4.32,1.84
65,43.4,16.1,6.7,3.4,0.94
22,43.0,21.42,12.6,4.84,1.88
345,43.0,24.22,13.1,4.28,2.14
657,43.0,24.36,17.1,5.8,2.84
121,42.8,35.0,18.4,6.56,3.32
675,42.6,14.98,8.2,2.76,1.24
