,0,1,2,3,4
417,1281.4,426.72,177.6,43.04,16.24
719,958.2,343.84,137.7,36.88,12.04
285,865.8,626.08,309.4,90.48,35.14
680,530.8,58.1,18.7,5.36,1.6
225,130.4,90.16,44.9,16.2,7.68
18,106.6,32.9,17.3,6.16,2.7
687,103.8,66.5,38.6,13.52,6.34
97,102.0,82.6,66.3,24.72,11.9
34,101.4,44.52,26.6,8.16,3.9
693,100.8,53.34,36.1,12.92,5.78
230,99.6,83.3,59.6,23.72,11.2
547,97.4,52.22,31.7,12.48,5.12
151,95.8,34.86,19.0,6.8,2.9
163,87.0,43.68,24.2,7.2,3.22
73,86.6,39.76,22.0,6.88,2.96
299,86.4,50.12,31.8,10.92,5.24
585,84.0,47.88,31.8,13.52,5.9
271,82.4,26.6,14.8,5.04,1.66
23,81.6,62.16,26.4,6.08,3.0
166,78.8,69.3,41.5,14.2,7.3
460,78.6,64.54,54.3,20.2,8.98
623,77.4,33.74,39.4,12.0,4.66
84,73.8,71.68,48.1,20.64,10.02
89,73.6,59.08,48.7,18.56,8.74
552,72.6,34.44,20.7,6.84,2.68
35,70.0,53.48,30.1,8.72,4.36
682,69.6,64.26,45.9,17.8,8.74
307,69.6,37.52,25.1,9.0,3.8
121,69.2,72.38,40.0,11.84,6.04
759,66.6,40.18,24.3,9.0,4.3
238,65.0,66.64,50.9,19.6,9.48
107,63.8,59.08,50.1,21.96,11.02
82,63.2,22.82,14.7,4.08,2.08
511,62.4,43.68,28.4,11.64,5.22
327,61.4,22.96,13.1,3.08,1.46
655,60.8,49.0,33.1,15.48,6.78
20,60.2,40.74,18.1,6.24,2.66
113,59.8,69.44,29.0,8.0,2.94
9,59.0,42.98,25.6,8.6,4.1
628,58.0,66.22,43.5,16.12,7.04
454,54.8,43.4,31.6,12.96,5.54
304,53.8,48.3,37.5,15.28,7.18
345,51.8,31.08,19.8,6.24,3.48
183,51.2,57.12,41.0,15.2,7.3
335,50.6,49.98,41.2,16.16,7.76
349,50.0,27.72,15.1,6.36,3.24
616,47.2,43.26,37.8,14.24,7.24
189,47.0,36.68,25.5,9.72,4.66
675,44.8,18.34,8.9,3.2,1.44
159,43.8,37.66,34.7,15.56,7.18
305,42.6,26.04,15.8,6.04,2.24
195,41.8,15.12,7.9,2.44,1.08
274,41.4,13.58,6.9,3.04,1.12
317,40.0,22.82,12.1,4.96,2.32
633,39.6,28.14,24.3,8.48,4.24
365,39.4,23.38,14.1,6.64,2.26
94,38.8,16.1,7.0,2.72,1.08
41,38.8,34.86,22.8,9.08,4.12
440,38.0,33.32,23.2,9.2,4.04
356,37.8,59.92,63.8,26.28,13.46
634,36.6,30.8,25.0,9.08,4.92
182,35.6,42.42,28.5,13.84,6.48
425,35.2,29.54,21.7,9.2,4.42
100,34.6,36.54,22.4,7.56,3.0
743,34.0,21.42,14.4,5.72,2.4
