,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,108.5,42.21,25.0,7.38,2.96,186.05
166,89.1,43.54,28.2,8.64,3.86,173.33999999999997
194,93.8,43.47,23.55,7.62,3.41,171.85
459,97.1,37.03,23.6,6.82,2.76,167.30999999999997
322,68.8,45.5,28.45,10.08,4.57,157.4
759,84.7,35.42,21.55,7.86,3.61,153.14000000000004
572,78.5,38.15,22.85,8.04,3.29,150.82999999999996
183,48.2,56.7,32.2,9.56,4.16,150.82000000000005
438,69.7,37.8,23.25,8.72,4.09,143.56
317,85.3,31.36,17.2,6.08,2.77,142.71
285,74.9,36.19,21.2,6.54,2.63,141.45999999999995
84,55.7,38.78,27.65,11.2,5.73,139.05999999999997
82,90.4,25.76,13.85,4.38,2.05,136.44000000000003
719,78.7,29.89,17.6,5.62,2.65,134.46
307,50.4,45.71,24.8,8.16,3.68,132.75
547,64.6,33.6,22.65,8.16,3.39,132.39999999999998
655,57.3,35.84,24.6,8.8,4.68,131.22
594,77.4,26.67,16.55,5.66,2.09,128.37
171,65.0,32.9,19.9,6.72,3.54,128.06
377,68.3,30.73,17.2,7.04,2.91,126.18
152,47.8,35.56,24.5,10.8,4.66,123.32
437,75.4,25.41,14.15,4.28,2.07,121.31
460,49.9,33.74,24.05,8.12,4.83,120.64
319,64.9,27.51,16.95,5.88,2.94,118.18
648,60.1,30.24,17.4,7.34,3.0,118.08
89,41.6,35.63,23.75,10.18,4.73,115.89
121,46.4,34.44,20.8,7.52,3.34,112.5
673,64.5,26.81,14.3,4.74,2.06,112.41
628,49.3,29.75,21.45,7.34,3.51,111.35
511,51.9,29.82,20.05,6.16,2.85,110.78
77,33.1,33.11,27.4,11.44,5.05,110.1
163,65.1,24.92,12.85,4.4,2.1,109.37
72,41.1,29.89,23.0,10.22,4.57,108.78
727,39.5,33.88,22.4,7.4,3.83,107.01
765,49.9,25.48,20.05,7.24,3.13,105.79999999999998
29,43.9,27.3,21.55,8.3,4.0,105.05
