,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
1014,95.5,44.24,21.6,6.38,2.27,169.99
906,68.7,50.26,31.75,12.42,5.39,168.51999999999998
55,77.2,47.88,30.2,8.7,3.45,167.42999999999998
1091,44.1,51.1,46.85,16.44,7.66,166.15
807,92.3,40.67,20.75,5.58,2.06,161.36
866,84.3,45.08,22.4,6.96,2.45,161.19
711,80.6,39.48,24.75,7.94,3.37,156.14
544,97.2,34.86,16.8,5.24,1.83,155.93000000000004
50,85.7,38.57,19.85,6.8,2.73,153.65
605,74.1,48.86,22.35,5.94,1.98,153.23
532,59.0,43.47,27.8,10.54,5.16,145.97
525,77.2,37.38,18.7,6.14,2.33,141.75
652,71.2,41.79,20.3,5.82,2.12,141.23000000000002
73,42.5,44.24,33.2,12.7,6.17,138.81
96,61.1,47.25,23.2,4.98,1.66,138.18999999999997
986,98.5,26.39,9.2,2.7,0.9,137.69
227,62.0,40.88,24.4,7.9,2.51,137.69
325,37.7,45.5,32.45,12.5,5.23,133.38
68,85.5,28.56,12.5,3.56,1.36,131.48000000000002
898,73.1,34.23,17.9,4.38,1.64,131.24999999999997
343,57.8,31.71,26.75,9.48,4.04,129.78
480,53.5,42.91,23.0,6.48,2.73,128.62
628,29.7,39.48,35.9,15.66,7.25,127.98999999999998
873,49.9,36.54,25.85,9.94,4.81,127.03999999999999
1057,44.4,41.51,25.95,7.8,3.23,122.89
35,68.2,30.59,15.6,4.28,1.89,120.56
916,43.1,34.44,26.55,10.5,5.35,119.93999999999998
855,75.0,28.63,10.3,2.98,1.19,118.1
948,61.3,34.23,15.65,4.54,1.91,117.63000000000001
113,40.9,32.48,23.1,9.22,4.32,110.01999999999998
667,62.4,25.41,14.4,4.96,2.21,109.38
727,27.2,41.09,27.85,8.78,3.25,108.17000000000002
645,50.7,29.89,18.7,5.8,2.77,107.86
892,76.0,23.1,6.05,1.12,0.24,106.50999999999999
621,34.8,33.81,25.4,8.72,3.46,106.18999999999998
1074,34.6,33.04,25.3,9.12,4.12,106.18
682,35.2,32.69,24.8,9.52,3.89,106.1
234,50.3,30.59,15.75,6.34,2.47,105.45
257,44.7,29.33,20.45,7.12,3.15,104.75000000000001
626,61.2,23.31,12.65,3.7,1.86,102.72000000000001
199,51.4,30.45,14.4,4.52,1.93,102.7
1046,46.2,28.84,17.45,6.52,3.26,102.27000000000001
18,50.1,28.14,15.25,5.46,2.78,101.73
265,44.0,34.72,16.4,4.5,1.61,101.23
871,60.1,22.89,11.5,3.86,1.51,99.86000000000001
841,27.3,34.16,24.85,8.9,4.07,99.28
559,28.1,31.5,24.9,10.24,4.47,99.21
830,55.0,23.94,13.65,4.56,2.0,99.15
117,,59.99,27.55,7.94,3.4,98.88000000000001
344,50.3,24.15,15.3,5.28,2.06,97.08999999999999
80,52.3,23.24,13.8,5.12,2.41,96.86999999999999
419,25.6,30.1,24.5,10.74,5.7,96.64
827,47.8,25.06,15.4,5.52,2.72,96.5
69,35.6,33.6,17.75,5.8,2.36,95.11
340,39.9,25.69,19.25,6.64,3.47,94.95
366,58.6,20.58,10.5,2.92,0.97,93.57000000000001
1061,46.5,25.62,13.55,5.26,2.47,93.4
76,44.1,24.22,15.8,5.92,2.71,92.74999999999999
1067,28.8,27.58,22.4,9.26,4.5,92.54
495,22.9,28.35,25.9,10.28,4.7,92.13000000000001
32,56.8,19.39,10.1,3.48,1.43,91.2
270,49.1,22.47,12.6,4.3,2.06,90.52999999999999
186,21.1,33.81,24.6,7.74,2.79,90.04
783,24.8,33.39,20.75,7.26,3.27,89.47
556,57.8,18.9,9.3,2.6,0.83,89.42999999999998
1056,37.3,24.85,17.35,6.22,2.6,88.32
367,38.6,23.66,16.5,6.44,2.99,88.19
413,60.4,17.71,7.0,2.16,0.84,88.11
48,35.5,25.48,17.2,6.48,3.03,87.69000000000001
632,49.2,20.58,11.45,4.08,1.79,87.10000000000001
29,43.5,22.05,13.95,4.74,2.0,86.24
811,40.4,24.64,13.8,4.98,2.14,85.96
39,49.2,20.58,10.4,3.76,1.86,85.80000000000001
795,28.0,30.94,18.55,5.7,2.25,85.44
14,29.5,23.52,19.4,8.6,3.96,84.97999999999998
618,57.4,15.89,8.05,2.3,0.78,84.41999999999999
665,29.1,25.55,19.2,6.54,3.2,83.59000000000002
677,30.7,23.31,18.05,7.78,3.52,83.36
457,55.8,17.57,6.75,2.2,0.84,83.16000000000001
1024,41.3,23.87,12.2,4.08,1.64,83.09
862,40.1,21.21,14.6,4.3,2.23,82.44
515,41.0,22.12,12.55,4.7,1.94,82.31
541,48.1,18.27,11.55,3.14,1.22,82.28
776,59.8,13.23,6.4,1.38,0.62,81.43
231,21.2,24.85,22.2,8.68,3.96,80.89
378,32.2,21.84,17.45,6.36,3.02,80.87
381,44.9,20.44,10.65,2.6,1.11,79.7
475,35.5,23.17,13.1,5.44,2.47,79.67999999999999
988,44.7,19.6,9.55,3.68,1.76,79.29000000000002
595,34.3,20.86,15.65,5.4,2.66,78.87
681,25.5,26.46,17.75,5.96,3.01,78.68
147,37.5,22.05,12.6,4.48,2.01,78.64
496,25.3,25.06,17.6,7.32,3.31,78.59
678,39.4,19.6,12.4,4.44,2.11,77.95
1003,35.0,20.16,14.0,5.96,2.6,77.71999999999998
130,46.4,16.87,9.25,3.32,1.37,77.21
2,14.1,27.72,22.9,8.78,3.58,77.08
878,35.5,20.93,13.0,4.96,2.24,76.63
761,47.3,19.67,6.8,1.88,0.74,76.38999999999999
1042,36.2,19.95,13.9,4.06,2.14,76.25000000000001
922,47.9,16.94,7.95,2.42,1.01,76.22000000000001
164,,25.9,31.45,12.62,6.12,76.09
479,38.9,18.97,11.7,3.88,1.91,75.35999999999999
226,33.1,21.0,13.8,4.82,2.28,75.0
229,27.6,22.33,15.55,5.9,2.83,74.21000000000001
19,37.1,20.3,10.3,4.5,1.87,74.07000000000001
289,29.8,20.79,14.25,5.66,2.56,73.06
734,31.5,20.58,13.05,5.34,2.51,72.98
537,32.2,20.79,12.7,4.98,2.25,72.92
160,39.0,17.08,10.95,4.12,1.75,72.9
915,32.3,19.6,13.3,4.88,1.89,71.97
770,38.2,16.8,10.75,4.04,1.78,71.57000000000001
694,32.7,18.2,12.65,4.96,2.33,70.84
833,45.3,14.98,7.5,1.88,1.17,70.83
838,33.7,19.18,11.95,4.08,1.82,70.72999999999999
412,35.5,19.25,9.9,3.54,1.58,69.77000000000001
418,25.7,19.11,15.8,5.78,2.84,69.23
351,43.4,13.93,7.75,2.82,1.16,69.05999999999999
504,19.1,21.98,16.8,6.88,4.16,68.91999999999999
644,30.7,18.2,12.5,4.64,1.96,67.99999999999999
598,27.9,21.0,12.3,4.36,2.14,67.7
375,26.9,19.39,13.0,5.6,2.33,67.22
51,29.6,19.67,11.2,4.42,2.15,67.04
769,35.5,17.99,8.8,3.08,1.67,67.03999999999999
861,32.6,16.17,11.5,3.76,1.67,65.7
935,53.6,8.26,2.95,0.62,0.22,65.65
