,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
1014,97.3,45.71,25.2,6.2,2.36,176.76999999999995
55,80.0,51.38,27.05,8.26,3.8,170.49
807,102.4,39.2,20.25,5.68,2.25,169.78000000000003
906,66.1,51.52,34.0,11.76,5.56,168.94
711,81.1,40.88,24.75,8.24,3.06,158.03
605,78.5,48.23,22.9,6.0,1.98,157.61
544,97.2,38.15,14.85,4.16,1.92,156.27999999999997
50,88.3,38.36,19.5,6.92,2.98,156.05999999999997
866,81.7,39.41,23.55,6.66,2.77,154.09
227,71.5,44.17,26.9,8.02,2.84,153.43
532,59.0,43.75,30.6,11.68,5.0,150.03
652,79.2,39.13,21.6,6.4,2.5,148.83
96,65.8,49.77,23.6,5.48,1.74,146.39
73,41.2,45.15,35.4,12.76,6.15,140.66
325,38.8,45.29,35.85,12.98,5.69,138.61
986,100.5,24.57,9.65,2.62,0.87,138.21
628,28.0,45.36,39.65,16.58,7.64,137.22999999999996
525,71.6,36.54,18.45,6.62,2.36,135.57
68,89.3,26.74,12.0,3.68,1.51,133.23
898,75.0,34.86,17.0,4.5,1.46,132.82000000000002
1057,52.7,41.37,26.7,7.8,3.22,131.79
873,49.0,35.91,28.6,9.74,4.49,127.73999999999998
343,53.1,32.2,27.15,9.84,3.94,126.23000000000002
480,51.7,38.57,22.5,6.28,2.63,121.68
916,39.5,38.29,26.6,11.26,5.09,120.74
645,56.6,33.74,20.45,6.38,2.78,119.95
113,43.7,34.86,27.3,9.12,4.14,119.12
948,59.6,34.02,16.35,5.16,1.79,116.92
35,66.7,27.79,14.3,3.92,1.77,114.48
234,57.1,31.5,15.05,6.56,2.57,112.78
1074,37.1,35.77,26.15,9.62,4.06,112.70000000000002
855,70.9,25.41,11.9,2.84,1.3,112.35
667,64.0,24.5,14.7,4.82,2.36,110.38
682,37.0,33.74,24.25,9.26,3.79,108.04000000000002
727,26.6,41.44,27.8,8.04,3.63,107.51
1046,47.5,30.73,18.4,7.06,2.76,106.45
559,27.6,33.04,27.75,9.5,5.23,103.12
892,71.3,24.08,6.25,0.66,0.31,102.6
257,44.0,28.98,18.85,6.78,3.14,101.75
419,28.1,30.8,25.75,11.38,5.51,101.54
117,,61.81,27.4,7.8,3.46,100.47
344,51.7,27.51,14.4,4.38,2.41,100.4
871,59.8,22.82,12.85,3.32,1.49,100.28
69,33.4,37.87,19.45,6.52,2.67,99.91
841,26.1,34.65,24.85,9.82,4.31,99.73
265,44.2,32.13,16.4,4.9,1.9,99.53000000000004
199,49.4,28.7,13.85,5.18,1.94,99.07
621,31.1,33.32,22.15,8.52,3.47,98.56
827,44.7,26.53,17.35,6.02,2.71,97.31
626,56.2,23.24,11.8,4.28,1.74,97.26
76,44.3,26.46,17.15,5.84,2.85,96.6
1067,28.6,29.19,24.2,9.56,5.03,96.58
18,46.5,26.32,15.0,5.32,2.65,95.79
366,59.6,20.37,11.2,2.82,1.24,95.23
830,52.2,22.89,13.35,4.54,1.96,94.94
32,57.1,20.02,12.3,3.82,1.6,94.84
1061,47.3,24.01,16.2,4.48,2.6,94.59
80,47.7,24.29,14.3,5.04,2.37,93.70000000000002
340,35.2,27.37,19.5,7.38,3.69,93.14
632,52.7,21.28,12.65,4.24,1.6,92.47
1056,39.0,26.53,17.55,6.42,2.56,92.06
556,61.9,17.99,8.35,2.24,0.69,91.17
677,33.3,26.6,19.0,7.96,3.98,90.84
367,38.9,25.83,17.45,5.64,2.99,90.81
29,47.5,23.31,13.35,4.3,2.06,90.52
495,23.0,27.23,24.8,10.42,4.48,89.93
457,62.6,16.8,7.55,2.18,0.61,89.74000000000002
811,42.8,24.08,14.35,5.5,2.48,89.21
413,58.9,19.11,8.0,2.24,0.84,89.08999999999996
39,49.7,21.84,11.9,4.08,1.48,89.00000000000001
270,46.0,22.33,14.05,4.28,1.94,88.6
475,42.6,23.66,13.75,5.24,2.4,87.65
665,29.2,27.51,20.4,6.98,3.47,87.56
618,58.7,17.43,8.2,2.44,0.74,87.50999999999998
595,37.1,26.25,15.55,5.52,2.81,87.23
681,29.4,28.21,19.5,6.76,3.21,87.08
783,26.5,31.15,18.55,6.76,3.1,86.06
378,33.3,25.48,17.35,6.92,2.85,85.89999999999998
862,38.0,25.48,13.55,5.36,2.47,84.86
496,28.6,25.41,19.7,7.16,3.71,84.58
186,17.6,33.88,22.1,7.72,2.92,84.22000000000001
515,42.4,21.91,13.25,4.62,1.99,84.17
48,32.2,25.48,16.45,6.64,3.31,84.08000000000001
14,27.1,23.38,20.7,8.64,4.11,83.93
381,49.6,18.97,10.55,2.96,1.05,83.12999999999998
231,21.1,23.87,23.7,9.24,4.31,82.22
795,27.2,30.59,16.85,4.92,2.18,81.74000000000002
776,56.0,16.45,6.15,1.56,0.53,80.69000000000003
761,48.9,20.02,8.45,2.18,0.87,80.42000000000002
1024,40.8,23.03,11.3,3.26,1.68,80.07000000000002
