,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
285,939.0,522.34,261.9,79.44,31.54,1834.2200000000003
719,905.4,318.08,124.7,36.68,12.34,1397.2
680,531.2,60.62,19.6,5.24,1.62,618.2800000000001
417,518.6,70.42,25.8,5.72,1.88,622.42
225,147.6,89.6,56.4,16.52,8.08,318.19999999999993
687,117.0,66.08,39.1,13.32,5.86,241.35999999999999
34,110.0,47.04,28.2,8.96,4.14,198.33999999999997
18,105.8,37.24,17.7,6.6,3.38,170.71999999999997
693,101.6,52.08,35.1,12.32,5.84,206.94
151,101.6,34.72,21.1,6.68,3.12,167.22
547,99.2,48.72,32.0,11.64,5.78,197.34
163,95.6,47.18,19.7,6.36,3.54,172.38
73,94.6,35.14,21.8,6.76,3.44,161.74
97,92.8,78.54,61.2,23.4,11.46,267.40000000000003
230,92.2,77.28,57.8,24.16,11.8,263.24
299,89.4,55.58,33.3,12.0,5.08,195.36000000000004
271,88.0,21.84,14.1,3.32,1.78,129.04
166,84.6,71.54,44.7,15.96,6.88,223.67999999999998
460,84.4,72.1,49.2,18.72,9.82,234.23999999999998
682,84.0,63.14,44.3,18.76,10.34,220.54
628,83.6,65.66,43.7,16.2,6.7,215.85999999999996
84,82.2,77.7,53.5,21.4,9.84,244.64000000000001
585,78.8,43.82,30.9,12.12,5.44,171.08
307,78.6,43.26,23.7,8.32,3.94,157.81999999999996
35,76.0,58.38,33.0,9.48,4.36,181.22
552,74.4,37.52,21.8,6.44,2.98,143.14000000000001
623,73.8,37.66,41.5,12.16,4.96,170.07999999999998
121,72.6,74.06,41.7,15.44,6.16,209.96
759,71.2,39.76,25.5,9.48,4.62,150.56
23,70.4,60.34,28.1,7.44,2.52,168.8
20,69.4,40.74,19.9,5.8,2.5,138.34000000000003
107,68.6,65.38,55.5,24.72,11.16,225.35999999999999
655,67.6,52.92,40.7,14.96,7.4,183.58
89,67.2,63.14,42.7,19.28,10.06,202.38000000000002
238,66.6,72.1,52.0,19.96,10.16,220.82
327,65.2,20.44,13.6,4.8,1.7,105.74
9,64.8,41.58,27.8,7.56,4.18,145.92000000000002
454,62.8,38.64,31.4,10.56,5.56,148.96
511,62.6,41.86,27.1,10.52,4.9,146.98000000000002
82,58.0,17.36,11.4,4.92,2.08,93.76
345,57.4,34.44,19.0,7.44,3.1,121.38
356,56.2,84.0,69.7,28.48,13.3,251.67999999999998
113,56.0,65.38,30.2,8.88,3.44,163.89999999999998
183,55.6,55.44,43.9,16.76,7.7,179.39999999999998
675,54.6,18.2,11.1,3.56,1.5,88.96
335,54.2,55.86,42.2,16.76,7.8,176.82
394,53.4,41.3,35.1,11.6,5.46,146.85999999999999
182,53.0,49.98,36.3,11.76,5.08,156.11999999999998
616,52.0,46.48,36.4,14.48,6.04,155.39999999999998
440,52.0,34.02,23.2,8.12,3.96,121.30000000000001
189,48.0,38.08,23.9,10.44,5.0,125.41999999999999
304,47.6,55.3,40.8,16.16,7.32,167.17999999999998
317,47.0,20.02,11.6,4.48,2.42,85.52
365,45.8,26.32,16.2,5.96,2.54,96.82000000000001
94,45.4,15.12,8.9,2.88,1.16,73.46
633,44.4,30.66,22.8,10.04,4.8,112.7
159,43.8,42.14,38.5,15.88,7.02,147.34
648,42.6,32.9,21.6,7.4,4.2,108.7
305,41.6,22.12,15.4,4.96,2.24,86.32
111,41.2,63.98,36.9,12.72,6.28,161.08
478,41.2,46.48,41.2,19.2,10.4,158.48
274,41.0,13.3,7.8,2.44,0.98,65.52
41,40.8,33.46,23.6,6.92,3.96,108.73999999999998
100,40.8,43.12,21.4,6.68,3.54,115.54
479,40.0,27.16,21.3,9.44,3.98,101.88
446,39.0,33.04,22.6,9.04,3.72,107.39999999999998
349,38.0,31.36,18.8,6.4,2.64,97.2
195,37.8,14.42,7.9,1.96,1.3,63.379999999999995
746,37.2,33.88,20.5,9.52,4.36,105.46000000000001
45,37.0,17.92,9.4,3.72,1.68,69.72000000000001
625,35.0,19.88,16.3,6.6,2.68,80.46
16,34.8,41.3,34.5,14.2,6.92,131.72
153,34.6,21.84,17.9,5.24,2.14,81.72
643,34.6,21.98,16.2,5.0,2.78,80.56
634,34.0,30.94,21.8,10.36,6.0,103.1
580,33.6,22.4,12.3,5.32,2.18,75.80000000000001
362,33.4,9.1,4.4,1.36,0.5,48.76
258,33.4,17.78,9.4,3.32,1.3,65.2
377,32.8,14.28,8.0,3.96,1.64,60.68
146,32.2,26.18,16.9,5.6,2.48,83.36
665,32.2,19.6,14.3,5.0,1.78,72.88000000000001
343,31.8,31.5,21.6,7.84,4.02,96.76
240,30.4,38.36,26.7,11.52,5.68,112.66
743,29.8,26.32,15.1,4.8,2.5,78.52
104,29.2,21.84,17.5,5.72,2.8,77.05999999999999
290,28.6,19.74,8.4,3.04,1.1,60.88
574,28.4,15.54,9.0,3.64,2.18,58.76
421,28.2,33.88,25.6,10.28,5.42,103.38000000000001
425,28.0,31.08,21.6,8.32,4.92,93.92
150,27.4,17.5,16.6,5.52,2.86,69.88
663,27.4,26.6,21.5,9.6,4.02,89.11999999999999
459,26.4,18.62,12.0,5.36,1.86,64.24
705,24.8,6.44,3.6,1.04,0.4,36.28
190,24.2,36.4,30.4,13.96,7.1,112.06
112,23.6,16.8,12.1,4.24,2.12,58.86000000000001
667,23.4,38.36,36.8,18.52,10.68,127.75999999999999
650,23.2,21.7,12.8,5.64,2.98,66.32000000000001
388,23.0,1.96,1.1,0.16,0.06,26.28
727,22.6,29.54,27.6,10.68,4.98,95.40000000000002
131,22.4,28.56,25.8,11.36,7.3,95.41999999999999
433,22.0,18.48,21.8,8.16,4.54,74.98
152,21.8,23.52,15.4,7.24,3.26,71.22
657,21.4,26.04,19.6,8.6,4.22,79.85999999999999
157,21.0,8.96,3.6,1.68,0.6,35.84
29,21.0,14.28,12.1,4.4,2.54,54.32
83,20.8,13.72,8.5,3.04,1.62,47.68
636,20.8,21.0,18.6,8.52,4.46,73.38
588,20.4,17.36,10.8,4.12,1.36,54.04
194,20.4,19.74,15.9,6.92,2.44,65.4
723,19.8,14.84,10.1,3.88,2.22,50.84
109,19.8,27.72,20.5,10.24,4.78,83.03999999999999
3,19.4,15.82,7.8,3.24,1.24,47.5
308,19.2,33.18,23.4,8.32,3.52,87.61999999999999
714,19.2,6.72,3.0,0.76,0.44,30.12
385,19.0,17.78,14.6,5.96,3.48,60.82
551,18.8,18.34,11.6,4.0,2.12,54.86
468,18.8,24.36,21.5,8.8,4.44,77.89999999999999
664,18.6,12.6,6.3,2.24,0.88,40.620000000000005
373,18.6,10.22,6.2,2.64,1.04,38.7
244,18.4,15.96,11.9,5.6,2.9,54.76
21,18.4,12.18,8.8,3.04,1.08,43.49999999999999
306,18.2,11.06,8.0,3.08,1.86,42.199999999999996
594,18.0,13.02,5.8,2.0,1.26,40.08
118,17.8,16.8,11.2,5.96,3.04,54.8
398,17.4,7.28,3.4,1.4,0.54,30.019999999999996
288,17.0,13.16,12.5,4.8,2.64,50.099999999999994
624,16.8,11.2,5.8,2.0,0.86,36.66
164,16.8,17.36,16.2,6.56,2.78,59.7
486,16.2,11.34,6.4,3.08,1.5,38.519999999999996
282,16.2,9.24,9.5,4.28,1.74,40.96
139,16.2,33.18,30.1,11.84,6.38,97.69999999999999
503,16.0,10.36,8.5,2.36,1.48,38.699999999999996
291,15.6,8.68,9.7,2.68,1.42,38.080000000000005
110,15.6,23.38,23.5,11.04,5.44,78.96
243,15.4,25.48,27.9,13.48,8.02,90.28
500,15.2,21.7,11.7,4.96,2.56,56.12
572,15.0,25.2,17.1,5.84,3.02,66.16
491,15.0,9.66,5.6,1.48,1.14,32.879999999999995
284,15.0,10.64,7.7,2.48,1.2,37.02
729,14.8,13.44,7.9,2.76,1.36,40.26
761,14.8,11.2,5.3,1.88,0.92,34.1
416,14.4,19.18,18.1,8.92,4.1,64.7
760,14.2,25.76,29.2,11.48,5.98,86.62
409,13.4,13.86,11.9,4.52,2.58,46.25999999999999
692,13.0,5.32,1.2,0.8,0.22,20.54
