,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
1014,100.44,46.172,21.08,6.184,2.192,176.068
906,66.68,49.56,32.69,11.728,5.37,166.02800000000002
55,75.96,50.204,26.62,8.944,3.752,165.48
807,96.92,40.46,19.7,5.884,2.27,165.234
1091,45.04,50.148,44.06,17.256,7.898,164.402
544,100.58,34.356,16.54,4.696,1.766,157.938
605,79.46,48.062,21.64,5.496,1.886,156.54399999999998
866,82.2,42.994,21.47,6.992,2.834,156.48999999999998
50,83.1,38.696,21.88,6.98,2.93,153.58599999999998
652,77.96,41.272,20.47,6.156,2.424,148.282
711,73.34,39.466,22.34,7.532,3.224,145.90200000000002
532,57.72,42.532,28.67,10.308,4.772,144.00199999999998
227,64.86,43.61,24.53,7.736,3.114,143.85
96,60.54,49.378,23.28,5.652,1.602,140.452
525,73.7,37.212,19.48,6.052,2.528,138.97199999999998
898,77.78,34.79,18.39,4.868,1.582,137.40999999999997
68,90.0,28.378,13.22,3.8,1.502,136.90000000000003
73,37.46,44.156,34.28,13.792,6.204,135.892
325,35.48,46.284,34.33,12.752,5.422,134.268
986,96.28,23.912,9.62,2.648,0.87,133.33
628,28.48,40.978,37.3,15.468,7.47,129.696
1057,49.02,40.082,24.56,8.292,3.276,125.23
873,47.9,35.994,26.01,9.676,4.496,124.07600000000001
35,72.42,30.002,14.92,4.288,1.686,123.316
480,50.72,38.962,23.58,7.176,2.532,122.97
343,52.5,31.388,25.22,9.416,4.152,122.676
916,42.32,34.496,25.81,9.952,4.678,117.256
948,58.3,35.462,15.6,4.676,1.872,115.91
855,70.54,27.524,12.23,3.308,1.072,114.674
113,43.5,32.298,23.65,9.42,4.202,113.07000000000001
645,52.82,29.806,19.27,6.624,3.02,111.53999999999999
1074,36.48,33.18,25.8,9.064,4.394,108.918
667,62.0,25.2,14.03,4.924,2.194,108.34800000000001
682,39.2,32.41,24.27,8.572,3.666,108.118
234,52.72,28.364,17.82,5.932,2.512,107.348
727,26.52,41.034,27.15,8.644,3.55,106.89800000000001
892,72.44,23.73,6.47,1.112,0.26,104.012
344,53.4,26.236,15.41,5.172,2.348,102.56599999999999
419,28.64,30.198,26.85,11.192,5.362,102.24199999999999
621,29.78,35.63,24.45,8.524,3.79,102.174
841,29.72,33.6,24.9,9.164,4.208,101.592
265,41.6,36.344,16.84,4.8,1.714,101.298
1046,46.1,26.726,18.25,6.392,3.15,100.618
559,25.48,34.412,25.58,9.752,4.728,99.95199999999998
626,57.56,22.918,13.5,3.924,1.904,99.80600000000001
199,49.94,27.314,14.58,4.416,1.838,98.08799999999998
117,,58.17,27.64,8.752,3.49,98.05199999999999
18,47.0,26.922,15.7,5.652,2.68,97.95400000000001
366,62.2,20.846,10.5,2.792,1.12,97.45800000000001
1067,32.12,28.126,23.73,9.012,4.346,97.334
257,42.76,27.832,17.44,6.372,2.876,97.28
69,32.66,36.582,19.15,6.24,2.46,97.09199999999998
827,46.22,25.844,15.91,5.992,2.648,96.61399999999999
871,58.58,21.63,11.01,3.612,1.51,96.342
340,37.74,27.048,19.85,7.564,3.47,95.672
830,50.96,23.758,12.7,4.324,1.74,93.482
413,60.86,19.726,8.33,2.252,0.814,91.98199999999999
76,42.84,24.388,15.73,6.188,2.832,91.97800000000001
80,47.14,23.66,13.68,5.028,2.164,91.672
783,26.04,33.348,20.79,7.352,3.128,90.658
495,22.82,28.434,24.06,10.204,4.86,90.378
32,55.16,19.012,10.85,3.74,1.496,90.25799999999998
556,59.76,17.962,8.73,2.452,0.922,89.826
1061,42.98,24.122,15.01,5.288,2.28,89.68
677,32.04,26.53,19.39,7.732,3.828,89.52000000000001
1056,37.64,25.69,17.32,6.264,2.49,89.404
811,45.52,22.19,13.39,4.668,2.214,87.98200000000001
378,36.48,25.116,16.96,6.176,2.854,87.586
29,45.5,21.826,12.66,4.396,2.026,86.40799999999999
39,49.18,20.65,11.04,3.764,1.72,86.354
367,38.4,22.624,16.47,5.848,2.772,86.114
632,48.62,19.222,12.19,4.072,1.754,85.858
270,45.02,21.336,13.26,4.152,1.868,85.636
186,18.5,32.914,24.16,6.948,2.928,85.44999999999999
618,56.9,17.108,7.99,2.292,0.808,85.098
665,28.84,26.74,18.28,7.44,3.52,84.82
515,43.3,21.7,12.93,4.308,1.962,84.2
231,24.96,25.816,21.13,8.244,4.004,84.154
457,55.64,16.842,8.1,2.032,0.75,83.36399999999999
475,39.12,22.106,14.26,5.264,2.432,83.182
862,37.7,23.17,14.13,4.908,2.306,82.214
541,48.86,18.508,10.39,2.916,1.222,81.89599999999999
795,27.38,29.918,16.81,5.168,2.242,81.51800000000001
479,43.0,20.062,12.09,4.316,1.85,81.318
988,44.32,20.048,10.84,4.204,1.846,81.258
14,27.0,23.436,18.73,8.06,3.93,81.156
381,46.08,19.67,10.59,2.928,1.238,80.506
496,26.52,24.346,18.69,7.364,3.406,80.32600000000001
48,29.3,24.192,17.28,6.332,2.996,80.1
147,39.92,20.916,12.87,4.288,2.006,80.0
761,49.38,19.782,7.88,2.136,0.778,79.956
1024,40.94,21.784,11.95,3.412,1.486,79.572
2,13.64,28.854,24.63,8.396,3.56,79.08
