,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
975,145.94,79.702,37.24,10.672,4.134,277.68800000000005
457,174.72,55.594,25.41,7.176,2.754,265.654
761,157.54,66.682,28.58,8.048,2.872,263.722
618,161.46,51.884,24.25,7.216,2.81,247.62
1046,66.04,42.812,25.77,9.276,4.218,148.116
50,78.5,36.498,20.73,6.74,2.68,145.148
948,67.36,41.93,21.95,6.792,2.678,140.70999999999998
544,83.66,33.46,16.2,4.828,1.968,140.11599999999999
866,68.28,40.544,21.38,6.968,2.764,139.936
794,79.44,30.968,15.95,5.088,2.14,133.58599999999998
652,62.32,38.822,22.35,6.756,2.798,133.046
1014,72.38,33.992,16.61,4.904,1.792,129.67799999999997
1074,87.12,20.636,12.88,4.528,2.274,127.438
48,48.84,37.366,25.13,9.256,4.502,125.094
55,55.28,35.49,18.87,6.416,2.768,118.82400000000001
906,46.06,35.952,24.09,8.464,3.848,118.414
68,70.36,28.434,13.42,3.688,1.458,117.36
343,48.92,30.604,24.0,9.416,4.194,117.134
898,64.28,29.89,15.5,4.12,1.428,115.218
807,65.32,29.008,14.04,4.016,1.722,114.106
532,47.1,31.948,22.49,8.588,3.972,114.09799999999998
130,65.4,25.102,14.21,4.616,2.106,111.43400000000001
340,44.06,31.01,22.34,8.024,3.792,109.22600000000001
1057,37.56,36.092,23.75,7.784,3.27,108.456
377,37.82,32.2,23.7,9.064,4.584,107.36800000000002
711,56.06,28.21,15.54,5.212,2.138,107.16000000000001
73,30.5,33.32,27.73,10.712,4.698,106.96000000000001
605,53.0,33.684,15.25,3.652,1.242,106.828
1075,41.96,30.184,20.23,8.124,3.856,104.354
227,46.5,30.786,18.44,6.208,2.382,104.316
620,44.6,27.594,19.55,7.444,3.544,102.732
480,41.18,32.214,20.49,6.064,2.13,102.078
838,48.66,26.446,16.58,6.068,2.628,100.38199999999999
456,45.64,30.352,16.8,5.252,2.262,100.306
325,27.8,33.768,25.7,9.104,3.908,100.28
150,47.04,30.31,15.34,5.096,2.256,100.042
986,69.26,20.048,7.74,1.94,0.76,99.748
80,46.9,26.768,16.3,6.012,2.754,98.73400000000001
113,42.6,26.852,18.34,6.872,2.946,97.61
628,23.64,30.52,26.27,11.528,5.47,97.428
366,65.0,19.348,9.37,2.604,1.052,97.37400000000001
234,51.08,25.452,14.1,4.688,1.796,97.116
525,50.48,26.656,13.56,4.428,1.868,96.99199999999999
727,21.74,36.218,25.46,8.884,3.41,95.712
1080,42.16,27.118,16.77,5.952,2.732,94.73199999999999
873,36.16,27.356,20.35,7.428,3.408,94.702
595,40.0,26.53,18.02,6.86,3.002,94.41199999999999
426,33.82,27.398,20.57,8.404,4.048,94.24000000000001
96,40.14,32.172,15.99,3.72,1.128,93.14999999999999
117,,54.95,26.07,8.292,3.37,92.68200000000002
367,44.44,24.486,14.87,5.688,2.622,92.10600000000001
199,44.36,26.684,14.48,4.464,1.76,91.748
388,34.08,26.922,19.66,7.584,3.46,91.70599999999999
795,28.2,32.41,20.45,6.432,2.688,90.18
351,50.84,21.434,11.16,4.096,1.706,89.236
35,52.74,20.524,11.19,3.3,1.302,89.05600000000001
734,37.8,24.556,16.96,6.464,2.99,88.77
201,31.64,27.37,18.24,7.576,3.516,88.342
556,56.78,17.668,8.27,2.42,0.916,86.054
770,43.94,21.924,13.17,4.648,2.156,85.83800000000001
69,27.0,31.612,18.68,5.788,2.26,85.34
632,46.64,20.44,11.63,4.052,1.802,84.56400000000001
678,39.48,22.274,14.23,5.232,2.316,83.532
855,51.24,19.544,9.09,2.632,0.864,83.37000000000002
270,39.38,23.114,13.88,4.404,2.036,82.814
29,43.18,20.832,11.73,4.372,1.988,82.102
645,38.98,22.302,13.21,4.592,2.1,81.18399999999998
344,39.7,21.28,12.94,4.864,2.152,80.936
541,45.98,19.894,10.22,3.196,1.216,80.50599999999999
1056,25.34,25.074,18.43,7.404,3.65,79.898
