,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,113.0,41.16,23.45,7.1,3.06,187.76999999999998
166,91.3,48.23,27.7,9.96,3.5,180.69
194,94.1,39.69,21.15,7.48,3.07,165.48999999999998
759,83.0,36.75,23.95,8.54,3.84,156.07999999999998
459,89.7,35.91,21.3,6.2,2.79,155.89999999999998
183,54.8,55.79,29.7,10.66,4.92,155.86999999999998
572,79.5,40.32,23.0,7.94,3.51,154.26999999999998
82,102.5,27.16,16.0,5.78,2.22,153.66
322,63.8,44.73,28.75,10.24,4.44,151.96
317,86.6,34.02,16.85,6.26,2.48,146.20999999999998
84,51.2,42.56,31.6,12.14,5.55,143.05
719,83.3,31.15,17.85,6.44,3.07,141.80999999999997
438,64.6,37.8,25.85,8.94,4.16,141.35
547,70.7,34.65,21.45,7.88,3.5,138.18
307,51.3,42.91,22.45,7.64,3.51,127.81
171,61.0,33.39,20.0,7.38,3.25,125.02
648,64.7,29.82,17.55,6.34,3.09,121.50000000000001
460,48.2,34.86,23.0,8.98,4.4,119.44000000000001
655,47.4,33.53,24.75,9.12,4.4,119.20000000000002
152,47.1,32.62,23.65,9.54,4.88,117.78999999999999
377,63.5,28.56,16.75,5.6,2.58,116.99
285,58.1,30.03,18.1,6.86,3.19,116.27999999999999
468,47.0,33.88,21.4,7.9,3.66,113.84
628,50.9,31.01,20.35,7.56,3.5,113.32
72,43.7,34.09,21.9,8.78,4.55,113.02
511,55.7,28.84,18.9,6.64,2.88,112.96
319,61.6,24.99,16.45,5.7,2.78,111.52000000000001
163,70.1,21.91,13.0,4.5,1.65,111.16
594,65.0,24.85,13.95,4.86,1.93,110.59
437,67.8,24.92,11.55,3.98,1.94,110.19
29,45.4,32.06,20.1,8.1,3.93,109.59
77,33.8,31.92,26.7,10.28,5.22,107.92
673,59.7,26.39,14.1,4.8,1.76,106.75
89,32.4,33.32,25.35,10.18,5.26,106.51
687,55.6,26.81,15.8,5.44,2.65,106.3
765,49.7,26.88,19.35,6.96,3.11,106.0
727,42.5,32.9,18.9,7.84,3.74,105.88000000000001
373,55.4,26.53,14.3,5.66,2.63,104.52
23,52.4,33.04,13.35,3.3,1.5,103.58999999999999
394,45.0,28.63,17.85,7.7,3.48,102.66
623,46.5,22.26,24.5,6.28,3.01,102.55000000000001
121,44.1,29.54,18.4,6.48,2.82,101.33999999999999
359,48.6,24.85,16.35,5.82,2.47,98.09
424,44.3,25.9,18.0,5.72,2.62,96.53999999999999
305,24.1,41.02,20.75,7.46,3.0,96.33
139,25.2,30.73,25.55,9.4,5.03,95.91000000000001
314,44.0,25.69,16.6,6.24,3.03,95.55999999999999
665,46.0,25.34,15.65,5.3,2.74,95.03
22,46.9,27.86,13.4,4.64,1.87,94.67
113,36.6,39.62,12.85,4.0,1.52,94.58999999999999
130,43.4,24.57,17.15,6.22,3.1,94.44
107,30.9,28.07,21.85,8.88,4.63,94.32999999999998
151,58.9,19.95,9.9,3.72,1.72,94.19
331,43.1,25.27,15.95,6.18,2.95,93.45
585,45.1,23.1,16.7,5.26,2.82,92.98
35,39.4,31.71,14.05,4.9,2.3,92.36
335,37.2,24.5,19.9,7.04,3.63,92.27
363,45.5,23.17,15.65,5.9,1.98,92.20000000000002
478,25.2,26.74,23.7,9.94,5.4,90.98
45,50.8,19.6,14.0,4.28,1.71,90.39
663,38.6,26.81,15.75,6.36,2.86,90.38
746,28.4,28.56,20.55,8.34,3.99,89.83999999999999
591,37.4,24.64,17.8,6.84,3.08,89.76
552,53.5,19.04,11.2,4.46,1.55,89.74999999999999
500,44.5,22.68,14.55,5.2,2.24,89.17
309,42.7,23.1,14.75,5.66,2.29,88.50000000000001
731,45.6,21.21,14.2,5.02,2.25,88.28
225,33.9,28.07,16.65,6.76,2.66,88.04
421,36.4,23.52,16.95,7.26,3.55,87.68
434,46.2,22.82,12.15,4.6,1.75,87.52000000000001
575,41.8,24.01,13.95,4.96,2.51,87.23
19,38.2,25.06,16.0,5.24,2.4,86.9
100,38.9,27.65,13.7,4.6,1.9,86.75
537,36.2,24.78,16.0,6.44,3.23,86.65
365,47.6,18.97,13.35,4.44,2.08,86.43999999999998
416,26.2,26.39,21.35,8.36,4.0,86.3
456,41.3,25.27,13.15,4.18,2.03,85.93
345,43.5,23.03,12.25,4.78,2.08,85.64
382,35.4,27.86,15.95,4.48,1.95,85.64
634,34.4,21.14,19.0,7.34,3.64,85.52
240,34.0,23.24,17.75,7.22,3.12,85.33
425,37.0,23.73,15.2,5.94,3.22,85.09
454,37.2,22.75,16.4,6.1,2.64,85.08999999999999
338,22.2,23.52,23.35,10.06,5.77,84.89999999999999
657,33.5,25.2,16.85,5.98,2.81,84.34000000000002
551,35.9,25.76,14.0,5.96,2.47,84.08999999999999
20,42.9,23.87,11.45,4.12,1.73,84.07000000000001
238,28.3,27.65,17.6,6.3,3.19,83.04
3,42.1,20.37,13.1,5.06,2.26,82.89
110,20.9,24.78,22.05,10.0,4.67,82.4
701,42.7,19.32,12.95,4.8,2.29,82.06
636,24.8,26.53,19.9,7.16,3.63,82.01999999999998
462,49.9,17.29,10.15,3.08,1.43,81.85000000000001
349,40.0,20.86,14.55,4.14,2.24,81.78999999999999
532,35.0,23.45,14.05,5.82,2.38,80.69999999999999
97,28.8,22.89,17.85,6.92,3.65,80.11
762,25.5,25.06,19.2,6.9,3.38,80.04
174,37.9,20.23,14.35,5.36,2.04,79.88
440,40.0,20.65,12.3,4.62,1.96,79.53
689,30.7,22.96,15.95,6.2,3.3,79.11
633,33.4,19.81,16.1,6.52,3.25,79.08
230,25.2,23.31,18.45,7.94,3.74,78.63999999999999
693,38.3,19.46,13.1,4.8,2.18,77.84
284,34.1,23.8,12.9,4.68,2.09,77.57000000000002
372,32.9,23.17,13.5,5.12,2.15,76.84
150,32.8,21.49,14.35,4.84,2.46,75.93999999999998
327,48.6,14.77,7.4,2.84,1.19,74.80000000000001
288,29.4,19.74,16.2,6.02,2.95,74.31
65,46.4,15.26,8.15,3.18,1.19,74.18
616,29.1,22.19,14.4,5.56,2.34,73.59000000000002
474,26.5,22.82,15.9,5.2,2.78,73.2
503,35.2,18.48,12.2,5.02,2.06,72.96000000000001
569,29.7,20.23,14.4,5.56,2.81,72.7
