,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,169.26,57.064,30.51,8.492,3.358,268.684
417,142.92,57.344,30.96,9.252,3.924,244.4
572,128.56,60.382,34.27,10.74,4.522,238.47400000000002
194,131.9,53.354,30.67,9.768,4.002,229.69400000000005
130,103.96,56.364,35.33,12.276,5.22,213.15
459,117.36,44.184,25.83,8.236,3.09,198.69999999999996
322,78.52,60.046,37.76,13.368,5.834,195.528
22,85.46,48.678,29.39,10.348,4.44,178.31599999999997
728,105.34,26.81,11.32,3.42,1.256,148.146
503,78.24,34.888,21.08,7.372,3.226,144.80599999999998
379,69.42,35.042,22.72,7.968,3.658,138.808
437,80.88,29.918,17.98,5.588,2.338,136.70399999999998
608,70.92,33.292,19.0,6.608,3.17,132.98999999999998
317,78.46,28.588,16.73,5.636,2.556,131.97000000000003
331,56.5,32.886,21.36,8.076,3.726,122.548
450,61.7,31.962,17.37,6.104,2.794,119.93
181,59.48,29.708,19.02,6.84,3.202,118.24999999999999
500,60.52,27.762,18.19,6.708,2.95,116.13000000000001
731,58.8,28.322,17.66,6.248,2.744,113.774
242,51.48,31.136,19.83,7.212,3.232,112.89
223,55.96,28.42,18.85,6.428,3.046,112.704
434,55.04,27.958,18.02,6.292,3.06,110.36999999999999
660,45.58,29.876,21.18,7.948,3.892,108.476
712,58.42,25.578,15.55,5.364,2.4,107.31200000000001
781,24.86,31.444,29.89,13.476,6.89,106.56
174,46.78,27.916,19.51,7.504,3.462,105.17200000000001
284,40.5,35.154,19.72,6.652,2.956,104.982
365,55.72,25.158,15.47,5.312,2.234,103.89399999999999
462,63.2,22.274,12.5,4.012,1.804,103.79
436,34.78,34.216,22.44,8.292,3.818,103.546
314,43.78,28.77,19.69,7.536,3.658,103.434
639,51.2,28.966,15.41,5.352,2.246,103.17399999999999
440,47.66,28.056,17.1,6.264,2.696,101.776
35,41.7,33.572,17.89,5.672,2.426,101.26
319,52.48,24.612,14.8,5.356,2.466,99.71399999999998
488,55.02,21.91,15.02,5.212,2.384,99.546
100,45.16,30.45,15.98,5.032,2.282,98.904
554,40.68,28.028,18.82,7.284,3.512,98.324
239,50.42,26.348,14.71,4.652,1.98,98.11000000000001
41,45.68,25.956,17.12,6.084,2.754,97.59400000000001
719,53.8,22.428,13.69,5.0,2.22,97.13799999999999
563,45.04,26.698,16.24,6.264,2.836,97.07799999999999
345,48.5,25.382,15.41,5.204,2.274,96.77
575,44.6,26.096,16.5,6.092,2.94,96.228
17,45.4,26.6,15.38,5.312,2.446,95.13799999999999
53,25.94,30.968,24.08,9.492,4.598,95.078
665,44.9,25.396,15.89,5.616,2.578,94.38
695,46.28,24.332,15.28,5.528,2.608,94.028
564,18.78,41.902,21.63,7.368,3.302,92.982
696,24.86,27.832,23.8,10.348,5.236,92.07600000000001
673,48.94,22.064,13.4,4.772,1.978,91.154
307,25.96,37.59,17.85,6.236,2.874,90.51
45,50.02,22.19,11.56,4.312,1.852,89.93400000000001
359,45.02,22.834,14.05,4.944,2.31,89.158
644,34.94,24.556,18.41,6.996,3.164,88.06599999999999
516,35.74,27.328,16.27,5.956,2.706,88.0
456,42.3,24.276,13.79,5.248,2.36,87.97399999999999
701,41.76,23.954,13.8,4.988,2.234,86.73599999999999
245,52.82,18.942,10.13,3.244,1.378,86.514
123,40.28,22.386,14.43,5.828,2.6,85.524
491,49.6,19.054,11.07,3.756,1.644,85.124
583,37.48,22.288,15.82,6.04,2.866,84.494
445,37.66,19.67,17.0,6.328,2.948,83.606
532,32.78,23.1,16.74,6.488,3.208,82.316
24,29.38,23.352,18.54,7.212,3.53,82.014
438,38.34,21.196,14.61,5.18,2.408,81.734
551,34.16,24.962,14.23,5.152,2.372,80.876
454,37.04,21.658,14.33,5.164,2.554,80.74600000000001
306,32.58,23.296,15.26,6.216,2.786,80.13799999999999
446,28.72,24.822,17.24,6.288,2.912,79.982
344,36.96,22.218,13.16,4.972,2.28,79.58999999999999
21,39.6,21.168,12.28,4.264,1.876,79.188
580,35.4,21.322,14.6,5.236,2.396,78.954
625,25.86,27.202,16.81,6.052,2.746,78.67
408,26.14,22.75,18.48,7.408,3.67,78.44800000000001
513,45.36,18.004,10.16,3.448,1.446,78.41799999999999
285,39.42,18.872,13.09,4.764,2.15,78.296
409,28.0,22.778,16.56,6.804,3.326,77.46799999999999
302,35.42,20.412,13.99,5.124,2.462,77.408
586,30.56,22.974,15.92,5.268,2.67,77.392
676,41.94,18.214,11.29,4.068,1.858,77.36999999999999
641,24.6,27.678,16.47,5.764,2.584,77.096
474,30.94,20.538,16.06,6.456,3.066,77.06
309,37.72,19.838,12.8,4.332,2.06,76.75
290,30.42,29.246,11.77,3.548,1.518,76.502
228,31.18,20.72,15.68,5.816,3.012,76.408
628,34.24,20.594,13.75,5.216,2.446,76.246
373,38.26,19.04,12.0,4.236,1.72,75.256
765,32.24,20.832,14.14,5.416,2.62,75.248
594,45.84,15.568,9.29,3.032,1.35,75.08
56,32.72,21.854,13.24,4.792,2.242,74.848
598,27.48,24.878,15.11,4.832,2.376,74.676
69,34.46,19.18,13.33,4.976,2.434,74.38
675,44.2,17.92,8.17,2.816,1.134,74.24000000000001
364,29.46,28.042,11.41,3.696,1.506,74.114
104,29.82,21.476,14.53,5.62,2.628,74.074
1,24.48,21.476,17.32,7.1,3.658,74.034
65,46.32,15.4,8.41,2.652,1.158,73.94
715,42.8,16.464,9.6,3.34,1.49,73.69399999999999
288,28.18,21.182,15.22,6.004,3.07,73.65599999999999
129,24.16,22.148,16.89,6.832,3.474,73.504
15,32.72,19.138,13.93,5.18,2.44,73.40800000000002
96,38.62,17.458,11.03,3.992,1.696,72.79599999999999
182,26.22,22.106,15.08,6.076,2.676,72.158
657,32.46,19.502,13.17,4.676,2.198,72.006
66,27.8,20.104,14.74,5.956,3.002,71.60199999999999
753,10.6,29.4,20.32,7.28,3.356,70.95599999999999
75,39.42,16.982,9.4,3.372,1.524,70.69800000000001
589,27.84,19.488,14.41,5.944,2.788,70.47
332,25.76,19.838,15.47,6.3,3.076,70.44399999999999
308,18.36,25.536,16.84,6.528,3.14,70.40400000000001
329,31.94,20.832,11.42,4.204,1.852,70.248
392,28.1,20.566,13.6,5.132,2.29,69.688
371,32.54,18.704,11.79,4.396,2.014,69.44399999999999
326,27.82,19.838,13.69,5.588,2.406,69.342
613,30.46,21.392,11.57,3.92,1.902,69.244
419,29.52,18.27,14.12,4.952,2.374,69.23599999999999
519,24.66,20.188,15.11,6.084,3.044,69.086
471,31.32,18.942,12.06,4.304,1.86,68.486
637,33.46,17.542,11.19,4.06,1.932,68.184
643,33.78,16.87,11.04,4.252,2.104,68.046
591,28.04,19.18,13.34,5.04,2.366,67.96600000000001
221,23.88,19.292,15.11,6.256,3.276,67.814
729,38.04,16.198,9.04,3.168,1.358,67.804
180,25.46,19.726,13.58,5.472,2.512,66.75
489,17.7,29.694,13.36,4.324,1.668,66.74600000000001
501,25.9,19.558,13.44,5.12,2.628,66.646
737,4.26,33.74,18.55,6.928,3.098,66.576
669,28.74,17.066,12.8,5.384,2.372,66.362
335,28.0,18.536,12.74,4.716,2.276,66.268
235,22.66,20.804,14.69,5.388,2.532,66.074
341,34.08,17.108,9.18,3.424,1.464,65.256
518,25.8,18.634,13.1,5.116,2.584,65.234
340,26.42,19.32,12.32,4.848,2.278,65.186
404,25.64,18.48,13.23,5.072,2.506,64.92800000000001
12,24.44,18.046,13.89,5.52,2.808,64.70400000000001
150,28.24,17.234,12.3,4.476,2.282,64.532
111,17.72,23.156,15.03,5.804,2.802,64.512
689,23.72,18.718,13.73,5.44,2.824,64.432
323,16.16,18.508,17.52,7.728,4.024,63.940000000000005
672,40.4,13.454,6.74,2.288,0.998,63.879999999999995
368,25.82,18.102,12.72,4.844,2.166,63.651999999999994
287,26.68,17.808,11.84,4.608,2.062,62.998
112,23.9,18.564,13.05,5.032,2.32,62.86599999999999
509,,30.646,20.55,7.876,3.768,62.839999999999996
418,26.7,16.73,12.24,4.692,2.366,62.728
394,26.8,16.87,12.11,4.432,2.302,62.514
468,24.7,17.906,12.46,4.964,2.428,62.45799999999999
668,20.98,18.788,14.12,5.508,2.682,62.078
425,26.32,17.318,11.56,4.504,2.238,61.940000000000005
153,25.4,16.38,12.73,4.624,2.388,61.522000000000006
496,24.28,17.332,12.34,4.988,2.386,61.326
333,21.76,17.99,13.52,5.288,2.64,61.19799999999999
538,34.0,14.406,8.52,2.756,1.256,60.938
82,40.12,11.214,6.59,2.056,0.91,60.889999999999986
600,,31.528,19.07,6.496,3.132,60.226
700,38.68,12.292,6.14,1.92,0.856,59.888000000000005
343,24.08,15.806,12.37,4.692,2.286,59.233999999999995
244,20.3,17.738,13.25,5.084,2.602,58.974
403,18.6,18.746,13.44,5.6,2.574,58.96
240,21.66,17.248,12.09,4.916,2.422,58.336
569,22.34,16.254,12.02,4.828,2.382,57.824000000000005
631,13.58,21.378,14.65,5.528,2.61,57.745999999999995
11,23.18,16.226,11.66,4.388,2.222,57.676
156,27.02,15.526,9.69,3.628,1.618,57.482
472,20.74,16.898,12.46,4.908,2.446,57.452
650,18.48,16.87,13.43,5.704,2.95,57.434000000000005
312,18.34,18.13,13.4,4.916,2.502,57.288000000000004
497,17.36,17.472,13.79,5.316,2.678,56.616
570,26.18,15.26,9.51,3.764,1.882,56.596
432,17.82,16.086,13.8,5.648,2.95,56.304
179,29.0,15.022,8.05,2.856,1.244,56.172000000000004
483,21.06,16.114,11.49,4.988,2.45,56.102000000000004
42,16.9,17.444,13.36,5.476,2.756,55.93599999999999
72,21.2,15.862,11.8,4.696,2.292,55.849999999999994
648,26.8,14.532,9.26,3.472,1.556,55.62
133,17.66,16.548,13.14,5.22,2.676,55.244
94,35.62,10.71,6.19,1.784,0.904,55.208
565,18.88,16.408,11.85,5.176,2.524,54.838
761,32.06,13.594,6.28,1.948,0.84,54.72200000000001
663,24.84,14.448,9.72,3.92,1.77,54.698
587,20.32,15.092,12.0,4.696,2.378,54.486
723,24.82,14.434,9.9,3.612,1.67,54.436
694,22.22,15.61,10.94,3.828,1.834,54.432
304,21.7,14.812,11.2,4.408,2.188,54.30800000000001
492,18.56,16.198,11.7,5.132,2.506,54.096
401,19.18,15.848,11.7,4.9,2.416,54.04399999999999
759,28.06,13.3,8.11,2.912,1.482,53.864
305,6.7,26.012,14.23,4.836,2.07,53.848000000000006
733,23.08,14.966,10.42,3.808,1.556,53.83
481,14.96,17.318,13.28,5.568,2.618,53.74400000000001
311,19.98,15.75,11.11,4.428,2.194,53.462
321,13.02,15.666,14.07,6.672,3.606,53.034
674,18.98,14.742,11.45,4.628,2.59,52.39
52,17.24,15.68,11.97,4.816,2.47,52.176
171,24.7,13.734,8.7,3.228,1.466,51.828
92,27.32,12.502,8.09,2.584,1.1,51.59600000000001
163,29.96,11.97,5.94,2.26,0.972,51.102
178,30.34,11.214,6.3,2.148,0.984,50.986000000000004
662,17.48,14.756,11.25,4.94,2.37,50.796
46,16.6,14.784,12.06,4.92,2.43,50.794000000000004
552,29.14,11.27,7.11,2.26,0.95,50.73
325,18.84,14.14,11.01,4.5,2.19,50.68
531,25.2,12.488,8.53,2.868,1.286,50.37200000000001
476,16.52,14.308,11.74,5.024,2.468,50.06
484,23.9,14.126,8.28,2.564,1.188,50.058
717,15.3,15.4,11.67,4.98,2.41,49.760000000000005
125,16.98,14.77,10.86,4.952,2.18,49.742
420,14.32,15.61,12.18,5.02,2.606,49.736
105,16.88,13.58,11.9,4.388,2.348,49.096
661,16.78,14.14,11.35,4.428,2.35,49.048
603,17.08,14.504,10.8,4.404,2.226,49.013999999999996
455,17.52,14.91,10.4,4.064,2.086,48.98
638,17.4,15.008,10.81,3.92,1.822,48.96000000000001
334,14.44,14.056,12.62,4.972,2.542,48.63
479,18.18,13.762,10.32,4.236,2.128,48.626
636,15.72,15.428,10.85,4.376,2.248,48.622
238,17.8,14.49,10.02,3.952,1.764,48.026
750,30.66,9.464,5.13,1.836,0.716,47.806000000000004
461,15.98,13.552,11.28,4.592,2.372,47.775999999999996
26,15.34,16.8,9.88,3.504,1.736,47.26
31,16.16,14.252,10.65,4.032,1.912,47.00599999999999
727,17.18,14.91,9.33,3.828,1.748,46.996
176,15.56,14.602,10.44,4.128,2.12,46.849999999999994
581,16.96,12.054,10.97,4.292,2.346,46.622
615,31.68,8.638,4.07,1.28,0.548,46.216
151,28.96,8.918,5.76,1.756,0.732,46.126
746,14.76,14.756,10.41,4.144,1.986,46.056
369,16.4,13.132,10.06,4.2,2.13,45.922000000000004
617,9.96,13.174,13.07,5.884,3.402,45.49
102,14.62,14.014,10.36,4.272,2.158,45.424
393,6.98,17.318,13.05,5.44,2.508,45.296
470,9.56,16.198,11.95,5.112,2.446,45.266
120,19.44,12.264,9.02,2.824,1.324,44.872
6,13.46,13.104,11.01,4.708,2.33,44.611999999999995
758,14.04,12.81,10.85,4.568,2.316,44.584
389,28.24,9.8,4.43,1.504,0.576,44.55
487,12.88,12.544,11.21,5.08,2.744,44.458
107,14.44,13.006,10.35,4.324,2.136,44.256
634,17.06,11.858,9.05,4.016,1.95,43.934000000000005
195,23.54,11.872,5.92,1.752,0.764,43.848000000000006
605,12.4,13.23,11.34,4.472,2.25,43.692
557,12.16,14.196,10.69,4.268,1.932,43.246
385,15.16,12.404,9.67,3.896,2.042,43.172000000000004
217,13.88,12.446,10.12,4.212,2.298,42.956
762,11.64,13.244,10.98,4.512,2.418,42.794000000000004
211,19.2,12.404,7.19,2.436,1.134,42.364
567,7.8,14.826,11.78,5.308,2.552,42.266
