,0,1,2,3,4
680,1793.0,196.0,75.0,40.0,33.0
552,1146.0,498.0,365.0,287.0,270.0
468,914.0,772.0,735.0,633.0,605.0
111,863.0,685.0,520.0,502.0,484.0
151,793.0,325.0,241.0,227.0,163.0
35,712.0,575.0,390.0,315.0,254.0
307,679.0,402.0,379.0,299.0,232.0
440,676.0,443.0,339.0,297.0,262.0
759,608.0,412.0,320.0,288.0,262.0
104,600.0,438.0,360.0,343.0,286.0
163,583.0,292.0,237.0,175.0,163.0
112,582.0,405.0,391.0,314.0,242.0
628,577.0,444.0,411.0,350.0,338.0
394,565.0,559.0,517.0,439.0,399.0
500,560.0,376.0,318.0,300.0,218.0
663,548.0,432.0,409.0,365.0,314.0
153,543.0,446.0,392.0,347.0,283.0
454,520.0,379.0,380.0,325.0,258.0
23,515.0,384.0,175.0,124.0,107.0
150,492.0,426.0,390.0,312.0,316.0
238,482.0,532.0,499.0,453.0,415.0
487,465.0,491.0,521.0,510.0,492.0
580,432.0,380.0,308.0,284.0,271.0
31,430.0,559.0,653.0,682.0,725.0
146,415.0,306.0,224.0,166.0,131.0
20,410.0,244.0,166.0,123.0,94.0
499,396.0,535.0,545.0,525.0,445.0
665,392.0,347.0,282.0,241.0,235.0
478,392.0,514.0,565.0,612.0,593.0
445,386.0,374.0,325.0,295.0,279.0
675,384.0,179.0,104.0,99.0,79.0
240,369.0,377.0,369.0,370.0,324.0
166,366.0,375.0,328.0,249.0,253.0
100,361.0,437.0,302.0,252.0,221.0
217,359.0,345.0,349.0,342.0,354.0
729,354.0,200.0,155.0,108.0,98.0
94,350.0,132.0,135.0,87.0,68.0
194,346.0,283.0,247.0,219.0,186.0
385,345.0,324.0,326.0,308.0,297.0
190,344.0,443.0,465.0,404.0,386.0
84,340.0,348.0,384.0,365.0,331.0
195,337.0,163.0,107.0,108.0,69.0
109,336.0,344.0,330.0,333.0,337.0
345,333.0,175.0,151.0,145.0,131.0
121,332.0,329.0,236.0,236.0,189.0
682,321.0,339.0,351.0,387.0,302.0
572,312.0,297.0,210.0,191.0,188.0
433,306.0,318.0,394.0,365.0,396.0
365,306.0,174.0,152.0,128.0,121.0
299,301.0,255.0,219.0,168.0,154.0
290,300.0,210.0,130.0,113.0,99.0
113,293.0,562.0,217.0,128.0,117.0
503,288.0,248.0,170.0,165.0,139.0
329,286.0,163.0,143.0,120.0,74.0
459,284.0,244.0,224.0,169.0,134.0
327,284.0,152.0,114.0,86.0,99.0
479,283.0,280.0,282.0,289.0,292.0
460,283.0,279.0,272.0,262.0,279.0
335,281.0,296.0,322.0,341.0,294.0
687,270.0,202.0,170.0,150.0,137.0
362,263.0,89.0,57.0,36.0,36.0
274,260.0,100.0,72.0,73.0,48.0
244,259.0,275.0,243.0,241.0,259.0
97,256.0,297.0,292.0,317.0,298.0
643,255.0,163.0,175.0,179.0,179.0
107,255.0,335.0,359.0,344.0,341.0
306,255.0,220.0,184.0,169.0,142.0
551,246.0,234.0,193.0,188.0,140.0
758,245.0,291.0,323.0,275.0,297.0
152,243.0,255.0,236.0,228.0,222.0
157,236.0,112.0,93.0,82.0,59.0
34,234.0,122.0,115.0,95.0,87.0
746,231.0,216.0,207.0,199.0,214.0
40,229.0,255.0,294.0,344.0,331.0
693,223.0,207.0,182.0,161.0,133.0
670,218.0,330.0,365.0,388.0,374.0
416,216.0,288.0,329.0,315.0,302.0
547,216.0,194.0,137.0,144.0,127.0
760,215.0,278.0,308.0,280.0,295.0
371,208.0,146.0,167.0,149.0,119.0
462,206.0,121.0,103.0,91.0,87.0
417,204.0,161.0,129.0,119.0,111.0
625,204.0,153.0,154.0,133.0,140.0
704,204.0,361.0,444.0,493.0,550.0
727,203.0,183.0,205.0,184.0,153.0
518,199.0,218.0,194.0,183.0,200.0
230,198.0,248.0,269.0,302.0,292.0
343,196.0,163.0,152.0,160.0,171.0
271,196.0,80.0,73.0,63.0,46.0
43,193.0,332.0,312.0,370.0,416.0
377,183.0,101.0,93.0,72.0,63.0
637,182.0,145.0,123.0,101.0,85.0
689,180.0,206.0,219.0,197.0,214.0
210,178.0,253.0,302.0,323.0,300.0
616,178.0,265.0,280.0,249.0,219.0
225,176.0,239.0,202.0,172.0,164.0
82,174.0,78.0,68.0,52.0,63.0
223,173.0,193.0,150.0,126.0,125.0
263,166.0,213.0,242.0,225.0,233.0
