,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
680,585.2,47.95,17.65,4.14,1.38,656.32
468,159.7,105.91,67.4,23.8,11.32,368.13
552,230.0,76.3,38.8,12.86,5.65,363.61
84,125.6,92.33,63.05,23.7,11.34,316.02
416,108.5,88.76,72.55,27.74,13.44,310.99
230,108.2,94.43,68.0,26.82,12.39,309.84
151,202.6,58.73,29.15,10.2,4.44,305.11999999999995
663,140.4,81.76,53.6,18.72,8.93,303.41
238,106.4,97.37,64.05,22.78,10.56,301.16
166,117.9,89.18,55.5,16.5,7.85,286.93000000000006
121,123.3,84.49,48.1,14.84,6.73,277.46
478,84.1,76.58,64.6,28.5,13.78,267.56
759,142.1,63.98,37.7,13.28,5.63,262.68999999999994
693,129.3,66.5,40.45,13.56,6.27,256.08
299,122.5,75.6,37.4,13.06,6.09,254.65
97,82.8,76.58,58.55,22.3,10.39,250.62
35,114.8,68.6,33.2,10.96,4.56,232.12
183,71.9,77.07,53.6,18.62,8.89,230.08
628,110.2,60.34,37.1,14.62,6.41,228.67
225,80.1,77.49,44.85,14.76,6.75,223.95
623,97.9,46.2,50.45,13.96,5.7,214.21
163,125.2,51.38,25.9,8.1,3.29,213.87
547,101.1,55.3,35.0,11.02,5.03,207.45
152,80.4,60.69,40.35,16.48,7.86,205.78
460,82.5,56.84,42.8,16.24,7.34,205.72
23,104.7,66.5,23.4,7.32,2.67,204.59
307,112.6,45.5,29.2,10.04,3.94,201.28
111,98.4,51.38,32.25,11.96,5.39,199.38
113,76.3,83.93,27.65,7.9,3.04,198.82
394,86.4,56.91,34.35,13.84,6.01,197.51
454,82.5,51.52,35.2,12.32,5.67,187.21
107,59.7,56.91,44.65,17.26,8.62,187.14
687,93.2,45.15,28.75,9.28,4.99,181.37
109,63.8,53.13,36.95,14.56,6.91,175.35
150,81.0,45.78,31.15,11.32,5.25,174.5
616,57.2,55.51,40.45,13.4,6.42,172.98000000000005
440,86.7,44.24,26.0,8.84,3.98,169.76
511,75.3,47.53,29.4,10.26,5.11,167.6
682,61.5,49.07,33.95,13.86,6.84,165.22
20,85.4,47.39,21.6,6.4,2.85,163.64
655,53.6,49.07,37.05,14.64,6.72,161.08
240,64.4,46.2,29.1,10.54,5.4,155.64
190,51.0,44.87,35.95,14.22,6.08,152.12
335,53.1,43.68,33.6,12.96,6.31,149.65
100,55.2,56.77,24.05,7.82,3.69,147.53
34,78.5,35.56,19.45,7.38,2.84,143.73
89,39.7,43.33,33.15,13.68,6.43,136.29000000000002
31,44.8,38.15,30.35,13.7,7.66,134.66
104,60.8,36.26,23.4,7.84,3.88,132.18
585,55.9,35.56,25.5,10.38,4.5,131.84
500,68.4,33.95,18.6,7.26,3.18,131.39
760,39.9,38.43,31.35,12.1,5.76,127.54
385,45.4,36.05,27.05,10.06,4.77,123.32999999999998
665,58.0,34.44,19.1,6.66,3.21,121.40999999999998
746,46.9,34.16,25.65,9.18,4.49,120.38
217,48.5,33.18,23.7,9.68,4.99,120.05
43,36.1,35.21,27.25,11.58,6.29,116.43
727,40.9,37.03,24.65,9.1,4.72,116.4
131,30.7,35.84,28.0,14.18,6.77,115.49
445,44.4,37.73,21.45,7.06,3.85,114.49
487,40.9,31.92,26.0,9.68,4.83,113.33
40,44.0,27.37,25.65,10.72,5.52,113.26
189,45.6,31.85,23.45,8.0,3.88,112.78
327,70.8,22.96,13.4,3.9,1.67,112.73
