,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,168.1,58.45,29.75,9.14,3.13,268.57
417,141.2,52.85,32.3,9.3,3.73,239.37999999999997
572,124.2,60.2,35.25,11.24,4.97,235.86
194,124.2,57.33,30.45,10.22,3.95,226.14999999999998
130,100.9,52.71,33.35,11.76,5.01,203.73
459,117.3,46.41,28.35,7.86,3.3,203.22
322,76.3,55.09,36.9,13.44,5.74,187.47
22,88.4,51.24,31.35,10.14,4.29,185.42
696,53.9,43.33,35.45,12.9,6.38,151.96
728,101.1,29.05,12.0,2.92,1.33,146.4
379,71.7,37.73,22.95,8.54,3.51,144.42999999999998
503,76.0,34.37,20.75,8.04,3.11,142.27
437,78.5,29.75,18.0,5.9,2.73,134.88
317,74.9,28.84,19.2,5.7,2.66,131.3
608,63.8,32.27,20.3,6.36,3.23,125.96
434,65.9,28.28,18.25,6.0,2.84,121.27000000000001
331,55.8,32.55,21.6,7.64,3.47,121.05999999999999
731,64.0,28.21,17.7,6.14,2.81,118.86000000000001
181,59.9,27.02,19.9,6.58,3.37,116.77
500,57.5,29.33,17.45,6.58,3.07,113.92999999999999
242,50.5,31.22,19.9,6.98,3.27,111.87
450,52.7,29.89,19.2,6.18,2.69,110.66
323,35.1,32.97,26.25,10.74,5.42,110.47999999999999
660,46.2,28.35,20.65,8.44,3.66,107.30000000000001
712,60.1,22.68,16.65,4.8,2.78,107.01
781,23.5,30.73,30.6,13.32,6.99,105.14
223,51.5,24.92,17.75,6.52,3.03,103.72
174,46.2,27.16,19.0,6.92,3.69,102.97
488,56.4,24.64,14.5,4.88,2.42,102.83999999999999
554,42.8,28.77,19.9,7.56,3.5,102.53
440,49.0,27.58,17.45,5.58,2.75,102.36
41,50.3,26.18,16.45,6.28,2.85,102.05999999999999
639,52.6,26.81,14.7,5.38,2.37,101.86
314,43.1,26.74,19.9,7.56,3.29,100.59000000000002
365,54.1,23.38,15.35,5.06,2.3,100.19
17,45.8,28.98,16.65,5.52,2.25,99.2
239,50.2,28.35,14.05,4.44,1.98,99.02000000000001
35,38.4,36.4,16.0,6.04,2.12,98.96000000000001
462,59.3,21.7,12.05,4.06,1.85,98.96
100,44.9,30.1,16.15,5.1,2.14,98.39
436,31.4,32.34,22.55,8.02,4.0,98.31
319,53.2,23.59,13.9,5.02,2.23,97.94000000000001
563,44.2,27.65,17.15,5.84,2.73,97.57000000000001
284,37.4,33.67,17.05,6.36,2.7,97.17999999999999
719,52.5,23.1,14.7,4.64,2.1,97.03999999999999
345,47.7,27.37,13.6,4.86,2.17,95.7
575,46.1,24.92,15.3,5.92,2.88,95.12
45,52.4,23.59,12.9,3.78,1.68,94.35000000000001
53,24.9,29.89,23.25,10.02,4.33,92.38999999999999
665,41.9,25.83,15.6,6.26,2.59,92.17999999999999
359,48.2,21.84,13.85,5.26,2.49,91.64
583,43.4,22.33,15.6,6.46,3.12,90.90999999999998
551,36.7,29.33,14.35,5.66,2.64,88.67999999999999
673,48.4,21.42,12.8,4.32,1.66,88.6
695,40.4,24.78,14.4,6.24,2.48,88.30000000000001
123,43.3,22.61,14.3,5.06,2.67,87.94
564,19.8,37.31,19.8,7.6,3.15,87.66
644,32.3,26.32,19.05,6.76,3.09,87.52000000000001
516,32.8,28.56,17.3,5.52,2.7,86.88
307,25.8,32.06,17.75,6.18,3.46,85.24999999999999
21,41.5,23.17,13.6,4.76,1.81,84.84
456,40.0,25.55,12.2,4.84,2.05,84.64
701,39.1,22.12,16.6,4.68,2.03,84.53
104,36.5,23.03,16.0,5.56,2.7,83.79
408,29.6,24.22,18.55,7.72,3.61,83.7
580,37.1,24.15,13.9,5.26,2.39,82.80000000000001
445,38.4,17.15,17.15,6.7,2.93,82.33
491,49.1,17.99,10.25,3.46,1.51,82.31
532,33.6,22.47,16.65,6.22,3.36,82.3
628,35.4,22.12,15.25,5.62,2.57,80.96
56,35.4,23.1,14.65,5.04,2.09,80.28000000000002
285,41.5,19.25,12.7,4.62,2.1,80.17
302,32.6,23.87,15.55,5.7,2.32,80.03999999999999
306,33.2,22.54,15.1,6.24,2.71,79.78999999999999
676,44.3,19.11,10.05,4.28,1.69,79.42999999999999
344,35.3,23.45,13.5,4.76,2.37,79.38000000000001
245,47.8,17.85,9.45,2.9,1.3,79.30000000000001
454,34.8,21.28,15.55,5.04,2.56,79.23
513,45.6,19.32,9.4,3.52,1.33,79.17
438,35.5,20.65,15.05,4.82,2.5,78.52000000000001
24,29.2,20.16,17.9,7.64,3.6,78.49999999999999
1,27.5,23.38,17.0,6.94,3.66,78.47999999999999
446,25.8,27.65,15.05,6.6,3.11,78.21
675,48.0,18.27,7.5,2.72,1.42,77.91
290,29.4,31.22,11.9,3.44,1.48,77.44
409,28.6,23.17,15.7,6.6,3.36,77.42999999999999
625,26.9,24.85,15.55,6.76,2.65,76.71000000000001
613,34.5,23.52,12.3,4.54,1.8,76.66
641,25.2,26.81,15.75,6.32,2.52,76.59999999999998
765,32.9,21.49,14.05,5.46,2.51,76.41
589,31.4,19.88,15.25,6.7,2.74,75.97
594,45.0,16.31,9.25,3.7,1.52,75.78
471,36.2,20.44,12.8,4.0,1.85,75.28999999999999
329,33.0,24.5,11.6,4.22,1.94,75.25999999999999
474,27.9,20.51,16.05,6.96,3.2,74.61999999999999
373,38.5,19.25,10.9,4.3,1.58,74.53
715,41.8,17.85,9.3,3.82,1.54,74.31
586,26.2,24.22,15.45,5.9,2.45,74.22000000000001
364,30.3,26.95,11.6,3.76,1.5,74.11
96,40.6,18.62,9.3,3.68,1.63,73.83
326,30.6,19.32,14.4,6.02,3.07,73.41
657,30.7,22.19,13.7,4.44,2.18,73.21000000000001
129,23.4,22.26,17.45,6.78,3.26,73.15
637,38.3,16.52,12.4,3.68,1.82,72.72
309,34.9,18.83,12.05,4.8,2.02,72.6
182,27.7,20.23,15.9,5.88,2.76,72.47
228,28.8,20.09,14.85,5.46,3.22,72.42
598,24.9,24.92,14.55,5.04,2.52,71.93
288,25.9,21.77,15.35,5.9,2.94,71.86
65,43.3,15.26,9.0,2.78,1.08,71.42
308,21.2,25.34,15.5,6.2,3.1,71.33999999999999
392,32.0,17.57,14.25,5.22,2.13,71.17
69,31.9,18.97,12.85,5.16,2.14,71.02
