,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,5246.7,612.08,201.55,51.4,18.83,6130.56
668,349.0,585.55,434.7,167.7,84.84,1621.79
62,71.9,541.38,509.15,178.58,72.76,1373.7699999999998
608,530.7,539.63,139.35,44.4,19.29,1273.37
150,379.2,404.25,162.4,38.34,16.87,1001.06
235,,50.33,386.7,203.66,89.29,729.9799999999998
620,232.7,262.64,128.5,42.84,18.13,684.81
623,82.6,236.04,178.65,71.48,37.7,606.47
756,162.6,181.16,139.3,59.8,29.29,572.15
64,3.1,239.26,179.1,96.98,52.28,570.7199999999998
709,184.0,132.51,100.85,35.34,16.27,468.97
141,164.0,126.7,90.45,34.34,15.9,431.39
928,76.6,122.92,124.35,54.84,26.52,405.23
456,80.1,141.19,119.65,32.16,11.66,384.7600000000001
87,146.2,99.61,65.1,22.4,10.35,343.66
95,139.6,102.41,65.25,22.62,11.93,341.81
111,118.2,129.5,52.65,20.16,10.03,330.54
167,111.8,93.31,72.9,29.16,14.1,321.2700000000001
513,103.9,80.5,51.35,20.1,9.16,265.01
821,119.1,73.5,44.95,16.56,7.76,261.87
851,101.4,80.64,47.85,15.86,6.98,252.73
237,72.2,71.54,60.8,24.6,13.92,243.06
25,68.0,80.5,54.25,20.06,9.24,232.05
636,,78.26,66.65,29.16,14.58,188.65000000000003
505,92.2,45.57,29.5,11.42,5.33,184.02
291,48.2,66.08,44.25,16.62,7.35,182.5
520,10.5,75.67,51.15,21.44,12.39,171.14999999999995
563,81.2,47.18,26.8,9.26,4.7,169.14
193,39.1,55.37,41.45,18.48,9.19,163.59
426,19.4,67.76,48.3,15.96,8.66,160.07999999999996
624,78.1,38.5,22.45,7.56,3.39,149.99999999999997
586,66.8,42.28,26.7,8.58,4.44,148.8
377,3.8,62.51,50.2,20.22,11.78,148.51000000000005
1,50.8,54.25,27.9,8.36,4.48,145.79
79,18.8,35.21,47.6,23.68,14.8,140.09000000000003
90,11.8,33.39,44.2,25.9,17.24,132.53
585,56.8,36.68,24.45,8.56,3.86,130.35
356,34.5,41.16,33.7,13.64,6.68,129.68
363,42.7,51.59,20.85,6.5,2.99,124.63
765,62.0,38.99,13.8,4.58,2.02,121.39
973,53.6,36.33,20.55,7.46,3.38,121.32
152,43.7,34.86,26.6,9.9,5.22,120.28
854,11.9,29.89,38.85,21.68,14.41,116.73
759,29.8,36.26,30.15,12.06,5.97,114.24
1075,8.9,43.19,36.45,15.92,8.2,112.66
351,27.8,50.61,20.3,6.68,3.24,108.62999999999998
388,19.8,37.24,31.05,12.92,6.89,107.9
