,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,3956.9,497.25199999999995,172.87,47.364,18.124000000000002,4692.509999999998
62,103.46,520.94,423.24,140.964,56.674,1245.278
668,212.08,359.744,283.37,121.42399999999999,64.752,1041.37
608,457.28,388.92,98.54,32.896,14.288,991.924
141,349.06,224.196,157.69,53.111999999999995,23.038,807.0959999999999
709,344.26,215.166,137.39,47.983999999999995,22.124000000000002,766.924
235,,72.422,372.1,169.296,70.482,684.3
928,151.96,217.392,192.29,76.964,37.056,675.6619999999999
851,312.0,191.394,95.59,29.648000000000003,13.492,642.124
167,247.22,178.976,120.36,46.56399999999999,21.818,614.938
95,274.84,161.686,96.37,32.576,15.084000000000001,580.5559999999998
513,199.86,152.32,88.5,28.664,12.652000000000001,481.996
620,164.68,156.786,78.46,24.932,10.686,435.54400000000004
64,5.12,166.37599999999998,114.83,63.464,35.064,384.854
150,153.84,137.732,65.27,18.044,7.718,382.60400000000004
636,,173.054,127.84,48.144,23.281999999999996,372.32
623,53.8,142.8,105.87,43.26,22.471999999999998,368.202
87,158.26,96.75399999999999,66.68,23.896,11.415999999999999,357.0060000000001
111,139.48,118.44,49.22,19.56,9.772,336.472
821,152.36,95.71799999999999,57.98,20.34,9.187999999999999,335.586
90,38.4,91.96600000000001,110.91,58.508,34.738,334.522
237,95.34,94.33200000000001,78.58,33.308,16.956,318.51599999999996
854,41.22,82.6,97.67,51.04,29.278000000000002,301.80800000000005
25,98.18,100.506,62.67,24.264,10.962,296.582
697,53.88,76.41199999999999,82.04,43.403999999999996,25.568,281.30400000000003
563,140.18,74.52199999999999,42.8,15.412,7.232,280.14599999999996
624,137.04,60.956,33.63,10.755999999999998,4.89,247.272
109,146.86,55.608000000000004,28.44,9.06,4.158,244.12599999999998
152,91.14,70.182,45.82,16.715999999999998,7.87,231.72799999999998
193,46.86,73.374,57.9,27.364,12.925999999999998,218.424
726,111.24,55.104,28.97,9.607999999999999,4.2860000000000005,209.208
1044,82.56,60.942,39.29,14.112,6.494,203.398
775,29.04,75.432,58.29,20.796,8.752,192.31
1009,19.9,54.096000000000004,59.17,30.392,18.956,182.514
973,89.3,49.153999999999996,29.19,9.952,4.828,182.424
765,104.86,48.832,19.26,6.252000000000001,2.614,181.81799999999998
356,44.16,54.236000000000004,44.05,17.272000000000002,8.724,168.44199999999995
759,38.72,53.18600000000001,43.56,18.104,9.106,162.67600000000002
291,51.24,55.496,35.91,12.388,5.5760000000000005,160.61
377,7.12,74.186,49.47,18.296,9.742,158.814
586,67.4,46.858000000000004,25.3,8.912,4.298,152.76800000000003
585,64.44,41.45399999999999,25.72,10.012,4.556,146.18200000000004
208,48.14,44.31,32.61,13.008,6.694,144.762
505,70.7,34.705999999999996,22.42,8.764,4.166,140.756
79,21.08,38.192,43.54,21.791999999999998,13.288,137.892
838,25.42,50.176,30.33,9.732000000000001,4.468,120.126
363,46.64,43.246,20.65,6.087999999999999,2.656,119.28
456,21.72,44.38,35.31,10.48,4.08,115.97
253,40.96,35.7,24.59,9.4,4.582,115.23200000000001
351,39.02,46.718,18.94,6.256,3.06,113.994
60,32.64,37.968,25.35,10.308,5.564,111.82999999999998
520,9.4,47.754,30.16,13.68,7.64,108.634
576,46.88,33.278,16.65,5.476,2.35,104.634
1,37.0,34.048,19.24,6.76,3.2460000000000004,100.294
10,12.88,23.715999999999998,28.02,16.048,10.082,90.746
810,34.92,27.846,12.8,4.216,1.776,81.55799999999998
1004,17.82,23.002,22.82,11.072000000000001,6.287999999999999,81.002
756,14.98,23.128,22.65,10.536,6.184,77.47800000000001
