,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
1085,422.58,487.27,394.31,154.192,71.076,1529.4279999999999
892,395.18,109.06,28.42,4.464,1.118,538.2420000000001
807,314.82,122.878,52.64,14.576,5.354,510.268
711,183.42,108.584,70.1,24.976,11.208,398.28800000000007
515,167.28,93.198,56.65,18.772,8.22,344.12
532,127.48,84.042,51.61,18.4,8.032,289.56399999999996
1014,172.72,71.876,27.37,7.188,2.586,281.74
626,153.62,68.04,37.32,12.716,5.414,277.11
776,191.46,50.33,18.12,4.476,1.582,265.968
598,102.32,82.628,51.63,17.376,7.942,261.89599999999996
833,174.44,49.392,24.03,7.816,3.158,258.836
247,182.06,53.2,17.11,3.328,0.892,256.59000000000003
605,131.96,74.928,30.86,7.648,2.51,247.90599999999998
248,110.92,66.626,45.17,16.728,7.662,247.10600000000002
525,137.92,62.216,29.41,8.376,3.158,241.07999999999998
227,69.14,86.38,48.21,14.7,5.58,224.01
645,106.74,60.172,35.85,12.248,5.622,220.63199999999995
405,98.58,63.672,37.61,11.72,4.486,216.068
73,59.48,69.37,55.12,21.06,9.434,214.464
986,163.02,32.984,11.25,2.604,1.016,210.87400000000002
665,70.02,68.964,45.13,15.528,7.09,206.73199999999997
35,118.56,56.112,23.35,6.352,2.34,206.714
558,109.12,52.024,30.49,9.812,4.32,205.76600000000002
413,129.64,47.502,20.24,5.288,1.936,204.60600000000002
96,64.12,80.542,44.36,11.244,3.488,203.754
898,127.1,49.406,20.61,4.072,1.198,202.386
325,38.28,66.892,61.09,21.952,8.966,197.18
621,56.38,69.426,44.31,14.316,6.09,190.52200000000002
1058,91.94,46.592,27.25,9.088,4.112,178.98199999999997
229,71.04,50.316,35.2,13.092,6.21,175.85800000000003
677,64.46,49.518,37.45,15.488,7.33,174.246
384,44.3,55.048,46.06,18.0,8.696,172.104
265,80.76,58.24,21.03,4.708,1.42,166.158
231,45.78,52.668,42.85,16.308,7.282,164.888
628,21.9,52.486,52.27,23.62,11.7,161.976
855,116.54,30.002,11.32,2.756,0.88,161.498
249,101.42,33.292,18.1,5.9,2.534,161.24599999999998
682,54.28,49.14,38.85,13.208,5.446,160.924
147,79.22,43.806,24.5,8.232,3.772,159.53
754,39.46,51.492,42.08,17.444,8.63,159.10599999999997
496,40.54,47.824,42.29,17.052,8.552,156.25799999999998
667,82.9,38.262,21.67,7.244,3.468,153.54399999999998
113,52.58,44.38,32.57,13.432,6.34,149.302
489,47.8,44.394,34.67,14.652,7.248,148.76399999999998
681,35.22,54.628,38.77,13.288,5.968,147.874
811,70.4,39.788,24.48,8.716,4.012,147.39600000000002
381,70.68,44.632,22.9,6.46,2.62,147.29200000000003
783,42.24,55.72,33.03,10.492,4.216,145.698
537,66.9,39.326,24.56,8.996,4.244,144.026
475,60.48,40.026,26.47,10.272,4.818,142.066
226,65.6,39.256,23.72,7.52,3.496,139.592
916,42.32,41.02,33.29,13.112,6.614,136.356
67,48.8,40.18,30.35,11.432,5.37,136.13199999999998
418,53.9,38.822,25.32,9.98,4.594,132.61599999999999
873,45.28,39.956,29.55,11.76,5.508,132.054
830,63.88,33.18,19.89,7.24,2.984,127.17399999999999
197,54.46,32.466,24.66,9.716,4.948,126.25
12,63.3,32.984,20.41,6.42,2.554,125.66799999999999
488,42.3,37.38,28.23,11.036,5.594,124.54
187,7.64,36.526,44.94,20.568,9.976,119.64999999999999
257,49.0,34.706,23.61,8.4,3.922,119.638
26,12.52,27.93,40.42,23.688,14.834,119.39200000000001
583,22.16,34.412,37.06,17.06,8.682,119.37400000000001
968,30.06,35.63,32.32,14.064,7.286,119.35999999999999
480,39.14,41.762,27.95,7.996,2.502,119.35
827,53.22,31.57,20.96,7.872,3.522,117.144
51,52.8,31.864,20.74,6.988,3.128,115.52
641,45.84,33.46,22.56,8.564,3.916,114.34
1067,34.44,32.662,27.89,11.856,5.82,112.668
80,54.6,27.342,16.62,6.092,2.772,107.42600000000002
971,58.26,26.964,15.3,4.724,2.154,107.40199999999999
366,55.64,29.974,15.15,4.732,1.792,107.28800000000001
