,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
680,360.38,28.028,8.73,1.868,0.536,399.54200000000003
552,223.12,67.27,36.03,11.208,4.754,342.382
111,171.58,92.848,56.67,19.8,9.146,350.04400000000004
468,155.04,103.978,65.17,24.092,11.212,359.49199999999996
151,150.92,44.842,24.84,7.812,3.368,231.782
759,148.18,65.212,37.62,12.752,5.89,269.654
35,137.36,80.304,39.01,12.408,5.298,274.38000000000005
440,126.78,58.59,33.87,11.552,5.268,236.06
394,126.32,78.47,50.38,18.408,8.272,281.84999999999997
307,121.18,51.856,30.6,10.364,4.674,218.674
663,117.34,62.216,41.72,14.448,6.726,242.45000000000002
500,114.76,49.686,30.63,10.98,4.832,210.88799999999998
112,114.46,60.326,34.68,11.496,5.116,226.07800000000003
163,113.24,39.69,20.82,6.924,2.92,183.594
628,106.04,55.972,37.36,13.424,6.332,219.12800000000001
153,105.78,59.458,36.17,12.996,5.46,219.86400000000003
104,100.56,66.234,39.32,14.028,6.242,226.38399999999996
23,100.52,57.162,19.32,5.54,2.12,184.66199999999998
454,99.84,55.986,36.46,12.92,6.218,211.42399999999998
150,99.6,55.188,36.13,13.024,6.208,210.15
487,91.74,74.83,53.03,19.588,9.484,248.672
195,91.32,30.73,14.83,4.58,1.914,143.374
20,87.0,34.692,16.55,5.032,2.18,145.45400000000004
238,84.66,74.704,49.25,17.28,7.732,233.62599999999998
580,82.72,49.434,29.99,10.712,5.022,177.878
665,80.4,45.248,26.54,9.512,4.41,166.10999999999999
146,78.38,37.926,21.43,6.576,2.882,147.194
240,74.56,54.558,38.66,15.032,7.128,189.938
675,74.02,23.016,11.43,3.936,1.67,114.07200000000002
217,73.84,49.966,34.5,14.0,6.668,178.97400000000002
107,72.46,60.144,46.2,18.128,8.746,205.67799999999997
445,72.12,50.512,32.17,11.864,5.178,171.84400000000002
499,71.8,70.154,49.68,19.876,9.694,221.204
31,71.76,66.08,56.02,23.672,11.998,229.53
166,69.98,49.938,30.98,10.724,4.678,166.29999999999998
478,69.48,65.982,51.2,22.404,11.284,220.34999999999997
94,69.16,20.902,12.62,3.824,1.634,108.14
729,69.08,25.466,14.28,4.684,2.17,115.67999999999999
682,65.7,49.728,35.15,13.876,6.804,171.258
194,65.02,36.68,24.8,8.18,3.582,138.26199999999997
113,64.72,76.902,22.52,6.16,2.444,172.746
572,64.22,36.526,23.69,7.784,3.418,135.638
327,63.9,19.628,10.43,3.488,1.444,98.89
121,63.56,46.76,28.27,9.544,4.172,152.306
34,62.86,24.388,13.51,4.584,2.108,107.45000000000002
100,61.36,65.562,29.65,9.444,3.906,169.922
