,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
146,5594.0,2923.0,2268.0,1741.0,1465.0
719,4708.0,2638.0,2055.0,1756.0,1435.0
82,4685.0,1862.0,1431.0,1205.0,975.0
194,4629.0,2805.0,2282.0,1812.0,1460.0
166,4508.0,3415.0,2596.0,2233.0,1994.0
317,4396.0,2236.0,1826.0,1524.0,1330.0
459,4364.0,2516.0,2165.0,1653.0,1371.0
572,3988.0,2779.0,2359.0,1940.0,1735.0
285,3976.0,2561.0,2445.0,2029.0,1768.0
759,3781.0,2591.0,2115.0,1977.0,1837.0
594,3727.0,1790.0,1494.0,1211.0,1085.0
377,3572.0,2271.0,1964.0,1630.0,1508.0
438,3495.0,2885.0,2469.0,2380.0,2103.0
437,3446.0,1752.0,1400.0,1099.0,942.0
547,3440.0,2433.0,2290.0,1993.0,1779.0
673,3366.0,1937.0,1520.0,1322.0,1061.0
151,3236.0,1369.0,1143.0,996.0,862.0
322,3229.0,3138.0,2776.0,2534.0,2300.0
163,3176.0,1710.0,1402.0,1099.0,974.0
648,3100.0,2195.0,1863.0,1823.0,1688.0
319,3037.0,1916.0,1616.0,1518.0,1359.0
171,3012.0,2358.0,1937.0,1784.0,1622.0
84,2812.0,3059.0,3031.0,2959.0,2837.0
687,2762.0,1821.0,1667.0,1478.0,1251.0
183,2754.0,4004.0,3051.0,2614.0,2376.0
655,2709.0,2506.0,2460.0,2342.0,2134.0
373,2700.0,1879.0,1521.0,1383.0,1170.0
511,2687.0,2076.0,1842.0,1580.0,1518.0
365,2536.0,1489.0,1255.0,1127.0,993.0
462,2488.0,1160.0,898.0,717.0,695.0
363,2469.0,1742.0,1523.0,1312.0,1113.0
345,2466.0,1738.0,1384.0,1235.0,1105.0
45,2449.0,1608.0,1232.0,1048.0,970.0
731,2425.0,1519.0,1413.0,1167.0,1144.0
628,2413.0,2169.0,1885.0,1799.0,1732.0
359,2397.0,1776.0,1457.0,1347.0,1228.0
460,2383.0,2375.0,2316.0,2276.0,2256.0
552,2365.0,1339.0,1140.0,981.0,843.0
307,2359.0,3128.0,2195.0,1961.0,1652.0
94,2342.0,1016.0,852.0,700.0,560.0
500,2341.0,1468.0,1460.0,1236.0,1140.0
623,2334.0,1627.0,2399.0,1726.0,1540.0
314,2330.0,1960.0,1830.0,1701.0,1594.0
23,2325.0,2311.0,1355.0,1028.0,772.0
327,2299.0,1059.0,802.0,648.0,635.0
331,2252.0,1828.0,1668.0,1591.0,1512.0
29,2240.0,2110.0,2077.0,2040.0,1922.0
22,2237.0,1758.0,1533.0,1346.0,1161.0
3,2236.0,1423.0,1360.0,1239.0,1092.0
65,2232.0,1117.0,824.0,686.0,565.0
434,2214.0,1606.0,1389.0,1232.0,1081.0
665,2209.0,1768.0,1569.0,1471.0,1347.0
152,2203.0,2369.0,2361.0,2310.0,2340.0
130,2203.0,1885.0,1704.0,1597.0,1443.0
765,2191.0,1896.0,1908.0,1712.0,1739.0
456,2184.0,1627.0,1251.0,1129.0,1001.0
72,2159.0,2281.0,2330.0,2325.0,2270.0
20,2154.0,1845.0,1301.0,958.0,862.0
349,2135.0,1498.0,1432.0,1213.0,1161.0
657,2127.0,1862.0,1686.0,1585.0,1515.0
394,2116.0,1923.0,1906.0,1781.0,1657.0
728,2114.0,858.0,573.0,418.0,335.0
575,2085.0,1781.0,1658.0,1459.0,1370.0
309,2078.0,1483.0,1353.0,1181.0,1083.0
121,2065.0,2213.0,1939.0,1755.0,1603.0
701,2042.0,1498.0,1276.0,1102.0,977.0
675,2018.0,1066.0,759.0,640.0,553.0
727,2016.0,2158.0,2066.0,1862.0,1900.0
335,1997.0,1946.0,1937.0,1948.0,1824.0
503,1991.0,1420.0,1181.0,1072.0,946.0
440,1990.0,1477.0,1443.0,1202.0,1083.0
591,1973.0,1716.0,1678.0,1610.0,1475.0
537,1965.0,1791.0,1791.0,1709.0,1589.0
680,1962.0,234.0,114.0,71.0,55.0
468,1955.0,1961.0,2063.0,1936.0,1884.0
585,1948.0,1619.0,1513.0,1388.0,1318.0
