,0,1,2,3,4
680,2880.0,389.0,181.0,129.0,72.0
552,1054.0,528.0,385.0,320.0,273.0
151,1047.0,400.0,338.0,286.0,236.0
468,790.0,696.0,709.0,578.0,552.0
759,755.0,483.0,345.0,347.0,283.0
663,677.0,559.0,512.0,422.0,401.0
121,622.0,651.0,490.0,369.0,389.0
299,621.0,551.0,392.0,345.0,330.0
166,611.0,631.0,495.0,457.0,368.0
693,608.0,487.0,404.0,357.0,333.0
163,602.0,358.0,265.0,205.0,183.0
35,590.0,511.0,350.0,213.0,227.0
23,556.0,460.0,261.0,162.0,188.0
84,555.0,665.0,634.0,569.0,543.0
628,540.0,423.0,424.0,363.0,332.0
416,535.0,616.0,710.0,659.0,655.0
111,524.0,379.0,312.0,290.0,285.0
623,520.0,342.0,530.0,346.0,269.0
238,517.0,716.0,651.0,568.0,496.0
230,511.0,669.0,685.0,655.0,611.0
547,494.0,360.0,329.0,289.0,250.0
307,493.0,346.0,276.0,239.0,202.0
20,460.0,364.0,210.0,163.0,127.0
34,452.0,269.0,196.0,166.0,140.0
687,445.0,314.0,253.0,234.0,216.0
440,437.0,282.0,227.0,189.0,218.0
478,434.0,587.0,637.0,699.0,696.0
394,434.0,425.0,370.0,289.0,310.0
327,419.0,168.0,124.0,93.0,97.0
97,418.0,536.0,546.0,525.0,489.0
454,415.0,378.0,311.0,288.0,275.0
225,414.0,585.0,425.0,400.0,352.0
150,400.0,307.0,303.0,323.0,275.0
460,390.0,431.0,395.0,374.0,353.0
113,384.0,634.0,289.0,201.0,147.0
274,368.0,129.0,94.0,77.0,53.0
152,356.0,408.0,451.0,390.0,399.0
500,354.0,243.0,194.0,184.0,138.0
511,334.0,285.0,274.0,254.0,241.0
183,332.0,557.0,531.0,445.0,425.0
675,324.0,132.0,86.0,75.0,62.0
377,324.0,217.0,188.0,160.0,157.0
655,318.0,367.0,322.0,349.0,349.0
100,316.0,383.0,241.0,205.0,174.0
107,315.0,353.0,436.0,438.0,384.0
682,305.0,326.0,349.0,302.0,302.0
