,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
146,1130.0,588.0,469.0,355.0,306.0
82,1025.0,388.0,320.0,289.0,222.0
194,941.0,567.0,423.0,374.0,307.0
166,913.0,689.0,554.0,498.0,350.0
459,897.0,513.0,426.0,310.0,279.0
317,866.0,486.0,337.0,313.0,248.0
719,833.0,445.0,357.0,322.0,307.0
759,830.0,525.0,479.0,427.0,384.0
572,795.0,576.0,460.0,397.0,351.0
547,707.0,495.0,429.0,394.0,350.0
163,701.0,313.0,260.0,225.0,165.0
437,678.0,356.0,231.0,199.0,194.0
594,650.0,355.0,279.0,243.0,193.0
648,647.0,426.0,351.0,317.0,309.0
438,646.0,540.0,517.0,447.0,416.0
322,638.0,639.0,575.0,512.0,444.0
377,635.0,408.0,335.0,280.0,258.0
319,616.0,357.0,329.0,285.0,278.0
171,610.0,477.0,400.0,369.0,325.0
673,597.0,377.0,282.0,240.0,176.0
151,589.0,285.0,198.0,186.0,172.0
285,581.0,429.0,362.0,343.0,319.0
511,557.0,412.0,378.0,332.0,288.0
687,556.0,383.0,316.0,272.0,265.0
373,554.0,379.0,286.0,283.0,263.0
183,548.0,797.0,594.0,533.0,492.0
552,535.0,272.0,224.0,223.0,155.0
23,524.0,472.0,267.0,165.0,150.0
307,513.0,613.0,449.0,382.0,351.0
84,512.0,608.0,632.0,607.0,555.0
628,509.0,443.0,407.0,378.0,350.0
45,508.0,280.0,280.0,214.0,171.0
462,499.0,247.0,203.0,154.0,143.0
765,497.0,384.0,387.0,348.0,311.0
327,486.0,211.0,148.0,142.0,119.0
359,486.0,355.0,327.0,291.0,247.0
460,482.0,498.0,460.0,449.0,440.0
365,476.0,271.0,267.0,222.0,208.0
655,474.0,479.0,495.0,456.0,440.0
152,471.0,466.0,473.0,477.0,488.0
468,470.0,484.0,428.0,395.0,366.0
22,469.0,398.0,268.0,232.0,187.0
623,465.0,318.0,490.0,314.0,301.0
65,464.0,218.0,163.0,159.0,119.0
434,462.0,326.0,243.0,230.0,175.0
665,460.0,362.0,313.0,265.0,274.0
94,459.0,200.0,154.0,131.0,108.0
731,456.0,303.0,284.0,251.0,225.0
363,455.0,331.0,313.0,295.0,198.0
29,454.0,458.0,402.0,405.0,393.0
585,451.0,330.0,334.0,263.0,282.0
394,450.0,409.0,357.0,385.0,348.0
500,445.0,324.0,291.0,260.0,224.0
424,443.0,370.0,360.0,286.0,262.0
121,441.0,422.0,368.0,324.0,282.0
314,440.0,367.0,332.0,312.0,303.0
