,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
719,28914.0,19477.0,12488.0,9061.0,6997.0
680,27180.0,4212.0,1917.0,1140.0,773.0
417,26923.0,4353.0,2298.0,1358.0,978.0
285,20320.0,21435.0,17682.0,15232.0,13205.0
687,6286.0,4290.0,3855.0,3302.0,3041.0
225,6075.0,5949.0,4626.0,3876.0,3485.0
151,5738.0,2679.0,2216.0,1730.0,1471.0
693,5567.0,4282.0,3700.0,3328.0,2928.0
97,5523.0,6697.0,6698.0,6231.0,5893.0
307,5483.0,3334.0,2801.0,2436.0,2145.0
163,5463.0,3273.0,2317.0,1894.0,1613.0
628,5258.0,5016.0,4484.0,4301.0,3854.0
299,5137.0,4198.0,3431.0,3087.0,2644.0
547,4968.0,3820.0,3295.0,2707.0,2470.0
84,4843.0,5756.0,5752.0,5436.0,5258.0
166,4768.0,5411.0,4747.0,4171.0,3616.0
460,4666.0,4813.0,4963.0,4738.0,4597.0
356,4594.0,6259.0,7409.0,7384.0,7031.0
35,4516.0,4260.0,3003.0,2424.0,2135.0
34,4423.0,2621.0,2147.0,1835.0,1588.0
230,4366.0,5591.0,6003.0,5835.0,5614.0
623,4308.0,2976.0,4569.0,3227.0,2720.0
238,4212.0,5536.0,5447.0,5168.0,4731.0
23,4186.0,4401.0,2519.0,1683.0,1390.0
682,4165.0,4620.0,4468.0,4478.0,4293.0
121,4000.0,5097.0,3982.0,3489.0,3040.0
20,3932.0,3147.0,1978.0,1560.0,1297.0
585,3910.0,3529.0,3340.0,3175.0,2887.0
41,3788.0,3139.0,2686.0,2542.0,2359.0
73,3763.0,2304.0,1724.0,1533.0,1317.0
511,3657.0,3281.0,3087.0,2817.0,2584.0
89,3603.0,4217.0,4204.0,3968.0,3822.0
552,3571.0,2563.0,1930.0,1666.0,1442.0
655,3519.0,3675.0,3501.0,3490.0,3302.0
271,3493.0,1240.0,872.0,711.0,615.0
759,3486.0,2608.0,2360.0,2098.0,1878.0
18,3399.0,1470.0,1245.0,1029.0,851.0
454,3387.0,3343.0,3179.0,2920.0,2761.0
327,3231.0,1781.0,1235.0,998.0,803.0
345,3208.0,2281.0,1984.0,1656.0,1546.0
616,3198.0,3956.0,4053.0,3718.0,3531.0
394,3194.0,3364.0,3185.0,2786.0,2785.0
335,3158.0,4174.0,4420.0,4263.0,4118.0
113,3155.0,5096.0,2968.0,2067.0,1564.0
440,3077.0,2647.0,2284.0,2054.0,1849.0
183,3053.0,4846.0,4652.0,4279.0,4048.0
304,2997.0,3576.0,3641.0,3336.0,3264.0
111,2933.0,4680.0,4103.0,3641.0,3386.0
82,2890.0,1633.0,1218.0,1058.0,923.0
478,2879.0,4222.0,5057.0,5591.0,5809.0
182,2877.0,4291.0,3727.0,3394.0,3074.0
365,2732.0,1904.0,1630.0,1372.0,1208.0
107,2728.0,3749.0,4408.0,4548.0,4365.0
317,2710.0,1675.0,1299.0,1187.0,1066.0
675,2661.0,1420.0,1022.0,876.0,741.0
159,2528.0,3319.0,3557.0,3679.0,3592.0
634,2466.0,2750.0,2887.0,2976.0,2998.0
479,2459.0,2323.0,2431.0,2456.0,2307.0
274,2359.0,999.0,825.0,642.0,544.0
94,2310.0,1174.0,875.0,712.0,607.0
633,2301.0,2106.0,2173.0,2140.0,2097.0
643,2253.0,1852.0,1706.0,1616.0,1430.0
9,2200.0,1796.0,1556.0,1386.0,1247.0
146,2175.0,2155.0,1749.0,1490.0,1232.0
100,2165.0,3209.0,2361.0,1831.0,1656.0
349,2113.0,1810.0,1600.0,1495.0,1373.0
746,2091.0,2326.0,2264.0,2265.0,2372.0
625,2032.0,1853.0,1689.0,1592.0,1472.0
45,2016.0,1391.0,1124.0,974.0,861.0
190,1975.0,3096.0,3520.0,3473.0,3355.0
240,1940.0,2384.0,2500.0,2550.0,2539.0
16,1919.0,2716.0,3191.0,3400.0,3416.0
377,1890.0,1215.0,1098.0,1045.0,895.0
189,1887.0,2059.0,2057.0,1976.0,1905.0
153,1826.0,1643.0,1518.0,1328.0,1257.0
343,1816.0,2144.0,2166.0,2072.0,2030.0
421,1803.0,2501.0,2787.0,2841.0,2812.0
665,1771.0,1634.0,1491.0,1344.0,1199.0
663,1770.0,2131.0,2232.0,2237.0,2114.0
195,1767.0,984.0,719.0,581.0,525.0
362,1745.0,703.0,522.0,372.0,300.0
425,1714.0,2180.0,2313.0,2338.0,2316.0
580,1679.0,1621.0,1507.0,1326.0,1256.0
459,1651.0,1516.0,1441.0,1277.0,1124.0
446,1630.0,2008.0,1924.0,1915.0,1802.0
109,1596.0,2367.0,2668.0,2773.0,2870.0
468,1588.0,2358.0,2523.0,2686.0,2663.0
194,1571.0,1682.0,1680.0,1493.0,1308.0
104,1567.0,1689.0,1646.0,1507.0,1350.0
574,1550.0,1213.0,1163.0,1127.0,977.0
290,1545.0,1329.0,843.0,767.0,634.0
743,1540.0,1387.0,1155.0,1046.0,987.0
152,1469.0,1736.0,1919.0,1933.0,1957.0
44,1450.0,1465.0,1505.0,1566.0,1488.0
650,1439.0,1547.0,1588.0,1670.0,1648.0
112,1421.0,1303.0,1120.0,1026.0,880.0
667,1420.0,3185.0,4455.0,5055.0,5385.0
131,1415.0,2343.0,2995.0,3594.0,3818.0
244,1362.0,1435.0,1483.0,1523.0,1562.0
150,1346.0,1466.0,1483.0,1453.0,1447.0
636,1341.0,1701.0,1880.0,1970.0,1858.0
723,1298.0,1150.0,1010.0,1028.0,981.0
416,1296.0,1813.0,2320.0,2554.0,2695.0
433,1286.0,1796.0,2147.0,2347.0,2396.0
572,1279.0,1671.0,1704.0,1632.0,1422.0
727,1257.0,2572.0,2740.0,2671.0,2553.0
657,1257.0,1779.0,1989.0,2043.0,1957.0
648,1205.0,1236.0,1261.0,1189.0,1189.0
500,1148.0,1258.0,1165.0,1188.0,1084.0
594,1146.0,720.0,665.0,581.0,541.0
157,1143.0,636.0,453.0,332.0,288.0
729,1141.0,971.0,742.0,600.0,587.0
705,1132.0,529.0,312.0,240.0,205.0
624,1126.0,709.0,589.0,490.0,467.0
760,1112.0,2267.0,2944.0,3219.0,3246.0
765,1095.0,1457.0,1626.0,1629.0,1603.0
83,1090.0,980.0,897.0,786.0,731.0
29,1086.0,1154.0,1263.0,1289.0,1295.0
714,1083.0,452.0,292.0,198.0,177.0
305,1061.0,1122.0,1042.0,920.0,950.0
306,1056.0,1144.0,1043.0,951.0,880.0
118,1056.0,1275.0,1543.0,1560.0,1724.0
21,1054.0,976.0,885.0,841.0,733.0
43,1026.0,1742.0,2099.0,2372.0,2511.0
388,1025.0,210.0,100.0,60.0,36.0
288,984.0,1116.0,1300.0,1306.0,1349.0
551,960.0,1298.0,1222.0,1139.0,1023.0
385,948.0,1425.0,1509.0,1648.0,1687.0
409,938.0,1090.0,1290.0,1320.0,1397.0
772,930.0,1870.0,2454.0,2765.0,2940.0
503,925.0,728.0,717.0,649.0,645.0
308,924.0,2038.0,1920.0,1831.0,1686.0
670,922.0,1523.0,1918.0,2091.0,2209.0
291,918.0,869.0,903.0,884.0,884.0
398,903.0,398.0,325.0,305.0,251.0
563,890.0,1162.0,1180.0,1110.0,1032.0
284,889.0,791.0,776.0,709.0,668.0
