,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
146,554.0,312.0,239.0,185.0,154.0
82,495.0,186.0,138.0,111.0,94.0
194,482.0,310.0,232.0,202.0,175.0
459,470.0,265.0,219.0,170.0,137.0
166,429.0,357.0,228.0,240.0,206.0
719,428.0,258.0,154.0,144.0,132.0
317,423.0,218.0,195.0,149.0,153.0
572,396.0,283.0,238.0,219.0,165.0
437,395.0,178.0,139.0,121.0,97.0
594,376.0,156.0,137.0,144.0,123.0
759,373.0,260.0,255.0,194.0,176.0
438,363.0,272.0,268.0,261.0,221.0
285,348.0,242.0,222.0,155.0,133.0
163,341.0,167.0,136.0,104.0,95.0
322,335.0,325.0,308.0,290.0,229.0
547,331.0,256.0,220.0,203.0,170.0
171,330.0,241.0,202.0,156.0,181.0
648,326.0,204.0,193.0,208.0,185.0
84,313.0,320.0,283.0,280.0,260.0
687,304.0,191.0,162.0,159.0,138.0
151,303.0,159.0,124.0,97.0,87.0
655,303.0,250.0,236.0,240.0,219.0
319,302.0,210.0,171.0,139.0,148.0
377,301.0,210.0,166.0,143.0,116.0
373,271.0,190.0,126.0,108.0,106.0
3,269.0,176.0,159.0,134.0,121.0
511,265.0,196.0,194.0,154.0,175.0
183,264.0,360.0,285.0,258.0,221.0
673,262.0,194.0,120.0,92.0,77.0
359,257.0,185.0,150.0,134.0,121.0
731,256.0,164.0,138.0,128.0,94.0
623,254.0,142.0,256.0,176.0,162.0
152,254.0,211.0,214.0,248.0,217.0
327,250.0,117.0,98.0,71.0,56.0
665,245.0,209.0,145.0,140.0,141.0
628,243.0,200.0,193.0,198.0,165.0
765,241.0,189.0,182.0,184.0,185.0
23,237.0,213.0,123.0,89.0,75.0
363,234.0,146.0,164.0,121.0,134.0
552,233.0,169.0,135.0,93.0,83.0
365,232.0,134.0,128.0,118.0,108.0
456,232.0,150.0,120.0,108.0,115.0
94,231.0,76.0,77.0,69.0,47.0
500,230.0,141.0,135.0,139.0,101.0
462,227.0,129.0,92.0,81.0,58.0
349,225.0,158.0,160.0,108.0,109.0
307,220.0,358.0,255.0,202.0,182.0
701,218.0,162.0,130.0,108.0,92.0
65,217.0,115.0,67.0,85.0,47.0
22,215.0,153.0,126.0,121.0,94.0
345,215.0,173.0,131.0,107.0,107.0
657,215.0,174.0,171.0,145.0,142.0
121,214.0,250.0,184.0,164.0,166.0
675,213.0,107.0,82.0,69.0,62.0
331,213.0,168.0,166.0,165.0,158.0
728,212.0,89.0,57.0,55.0,18.0
72,211.0,221.0,262.0,250.0,234.0
130,211.0,190.0,174.0,141.0,124.0
680,211.0,33.0,20.0,8.0,2.0
394,208.0,194.0,176.0,190.0,157.0
29,207.0,202.0,195.0,210.0,207.0
314,207.0,206.0,161.0,178.0,162.0
575,206.0,164.0,140.0,127.0,145.0
45,206.0,162.0,138.0,106.0,93.0
460,205.0,215.0,255.0,230.0,225.0
434,204.0,138.0,126.0,95.0,86.0
440,204.0,145.0,134.0,144.0,115.0
225,203.0,214.0,195.0,167.0,142.0
9,203.0,144.0,135.0,90.0,97.0
585,202.0,175.0,143.0,130.0,122.0
20,201.0,174.0,115.0,115.0,91.0
309,197.0,124.0,129.0,128.0,90.0
100,196.0,184.0,129.0,98.0,76.0
537,190.0,175.0,162.0,142.0,138.0
41,190.0,150.0,153.0,128.0,141.0
424,189.0,178.0,172.0,133.0,116.0
727,187.0,246.0,198.0,206.0,218.0
693,185.0,133.0,134.0,125.0,113.0
107,184.0,191.0,223.0,197.0,200.0
503,182.0,136.0,99.0,109.0,109.0
69,180.0,140.0,128.0,110.0,92.0
532,179.0,144.0,147.0,118.0,130.0
335,179.0,211.0,172.0,184.0,171.0
450,176.0,124.0,109.0,83.0,70.0
19,176.0,178.0,163.0,142.0,131.0
174,176.0,147.0,148.0,129.0,124.0
421,175.0,165.0,184.0,167.0,163.0
639,174.0,130.0,95.0,99.0,84.0
454,174.0,169.0,164.0,135.0,142.0
591,174.0,175.0,166.0,150.0,136.0
608,173.0,116.0,86.0,69.0,84.0
113,173.0,270.0,114.0,96.0,81.0
551,173.0,169.0,146.0,107.0,111.0
491,170.0,99.0,67.0,69.0,56.0
425,170.0,160.0,164.0,141.0,157.0
89,168.0,236.0,239.0,235.0,227.0
379,168.0,115.0,113.0,82.0,99.0
468,168.0,177.0,199.0,221.0,206.0
634,167.0,178.0,203.0,183.0,173.0
633,167.0,156.0,164.0,153.0,158.0
150,167.0,125.0,139.0,131.0,127.0
700,167.0,76.0,48.0,29.0,32.0
35,165.0,210.0,127.0,115.0,106.0
695,165.0,121.0,134.0,104.0,102.0
181,163.0,120.0,119.0,107.0,99.0
372,161.0,157.0,143.0,129.0,122.0
306,159.0,134.0,112.0,103.0,103.0
344,158.0,139.0,90.0,107.0,101.0
239,158.0,116.0,88.0,93.0,62.0
77,158.0,245.0,285.0,264.0,273.0
643,157.0,104.0,105.0,87.0,92.0
715,157.0,97.0,83.0,61.0,47.0
488,156.0,118.0,72.0,65.0,53.0
382,154.0,204.0,156.0,126.0,98.0
34,154.0,91.0,81.0,55.0,62.0
663,154.0,142.0,161.0,135.0,134.0
274,153.0,58.0,52.0,35.0,27.0
288,151.0,144.0,170.0,144.0,127.0
636,151.0,199.0,219.0,186.0,205.0
445,147.0,115.0,121.0,90.0,113.0
682,146.0,152.0,196.0,167.0,187.0
208,146.0,136.0,115.0,88.0,85.0
342,146.0,121.0,123.0,92.0,85.0
16,146.0,143.0,144.0,172.0,151.0
723,146.0,118.0,140.0,117.0,100.0
569,145.0,126.0,137.0,134.0,136.0
746,145.0,230.0,218.0,219.0,191.0
474,144.0,137.0,149.0,148.0,125.0
409,144.0,135.0,153.0,137.0,154.0
668,144.0,139.0,144.0,144.0,127.0
478,143.0,214.0,259.0,269.0,282.0
223,142.0,114.0,109.0,109.0,76.0
123,141.0,146.0,122.0,138.0,111.0
271,140.0,55.0,46.0,37.0,39.0
299,139.0,107.0,93.0,92.0,67.0
240,138.0,185.0,146.0,166.0,181.0
195,137.0,87.0,78.0,35.0,35.0
284,137.0,168.0,130.0,115.0,110.0
388,137.0,20.0,3.0,3.0,3.0
238,136.0,145.0,191.0,160.0,158.0
712,134.0,73.0,63.0,70.0,59.0
625,133.0,148.0,140.0,134.0,127.0
689,133.0,152.0,154.0,190.0,150.0
