,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
146,1095.0,601.0,445.0,340.0,268.0
82,1020.0,450.0,286.0,252.0,198.0
194,994.0,578.0,494.0,355.0,303.0
166,955.0,729.0,588.0,426.0,398.0
459,931.0,486.0,427.0,357.0,292.0
759,896.0,562.0,471.0,445.0,385.0
317,874.0,426.0,382.0,293.0,253.0
572,845.0,589.0,496.0,407.0,366.0
594,804.0,373.0,301.0,245.0,216.0
438,722.0,543.0,501.0,433.0,419.0
547,719.0,550.0,452.0,387.0,339.0
437,703.0,347.0,259.0,225.0,172.0
163,685.0,357.0,295.0,251.0,197.0
322,671.0,651.0,586.0,553.0,445.0
648,657.0,422.0,346.0,356.0,316.0
319,633.0,386.0,369.0,295.0,259.0
151,632.0,274.0,198.0,177.0,173.0
377,613.0,387.0,323.0,309.0,264.0
687,599.0,403.0,326.0,296.0,253.0
84,594.0,611.0,661.0,593.0,576.0
183,579.0,854.0,640.0,583.0,504.0
171,562.0,465.0,385.0,351.0,322.0
373,558.0,322.0,285.0,224.0,230.0
511,557.0,425.0,418.0,355.0,341.0
673,551.0,296.0,234.0,192.0,160.0
655,550.0,457.0,546.0,483.0,424.0
552,524.0,306.0,236.0,179.0,146.0
3,520.0,323.0,284.0,274.0,240.0
152,509.0,459.0,518.0,516.0,488.0
460,506.0,437.0,448.0,468.0,498.0
727,497.0,489.0,432.0,438.0,378.0
359,496.0,371.0,332.0,307.0,221.0
307,496.0,636.0,478.0,406.0,337.0
628,492.0,387.0,434.0,364.0,349.0
23,491.0,512.0,227.0,177.0,125.0
365,488.0,312.0,260.0,236.0,206.0
665,486.0,387.0,332.0,338.0,270.0
623,480.0,306.0,455.0,329.0,306.0
462,473.0,240.0,194.0,170.0,129.0
765,471.0,460.0,395.0,388.0,356.0
731,468.0,317.0,305.0,224.0,216.0
72,464.0,465.0,484.0,481.0,499.0
363,463.0,346.0,315.0,253.0,238.0
314,462.0,382.0,350.0,318.0,286.0
585,461.0,335.0,331.0,298.0,254.0
121,460.0,448.0,386.0,355.0,344.0
327,459.0,187.0,127.0,146.0,127.0
29,454.0,429.0,436.0,386.0,373.0
94,449.0,184.0,177.0,124.0,117.0
500,444.0,311.0,246.0,235.0,198.0
345,442.0,315.0,294.0,220.0,203.0
349,440.0,324.0,304.0,241.0,234.0
394,438.0,425.0,382.0,389.0,323.0
468,437.0,486.0,497.0,441.0,461.0
456,435.0,304.0,263.0,221.0,226.0
440,434.0,341.0,280.0,243.0,236.0
728,433.0,166.0,97.0,70.0,54.0
22,423.0,368.0,266.0,251.0,175.0
65,422.0,218.0,174.0,133.0,133.0
130,422.0,364.0,353.0,330.0,267.0
45,418.0,274.0,222.0,223.0,151.0
424,418.0,382.0,323.0,264.0,260.0
680,413.0,49.0,24.0,17.0,9.0
309,411.0,293.0,274.0,232.0,244.0
663,409.0,338.0,344.0,322.0,280.0
434,408.0,271.0,265.0,184.0,188.0
591,405.0,309.0,343.0,332.0,288.0
331,400.0,359.0,358.0,280.0,280.0
693,399.0,294.0,272.0,210.0,232.0
20,398.0,356.0,239.0,172.0,155.0
113,397.0,532.0,240.0,180.0,149.0
225,392.0,451.0,401.0,316.0,284.0
19,388.0,354.0,332.0,223.0,238.0
9,386.0,267.0,265.0,238.0,221.0
657,385.0,328.0,321.0,305.0,279.0
675,384.0,203.0,104.0,116.0,100.0
100,379.0,388.0,263.0,228.0,185.0
701,373.0,316.0,277.0,229.0,229.0
608,372.0,214.0,181.0,192.0,161.0
35,371.0,444.0,303.0,237.0,208.0
77,368.0,476.0,518.0,559.0,524.0
335,368.0,376.0,350.0,370.0,351.0
425,362.0,310.0,326.0,331.0,314.0
719,362.0,364.0,358.0,328.0,362.0
575,361.0,323.0,274.0,257.0,271.0
633,360.0,377.0,369.0,358.0,324.0
454,359.0,332.0,311.0,336.0,288.0
379,358.0,245.0,224.0,203.0,192.0
89,358.0,506.0,485.0,478.0,475.0
174,354.0,304.0,293.0,262.0,247.0
537,350.0,327.0,316.0,321.0,304.0
41,349.0,303.0,286.0,254.0,214.0
271,349.0,154.0,111.0,92.0,69.0
450,348.0,275.0,218.0,162.0,177.0
503,347.0,293.0,213.0,203.0,178.0
