,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
285,7667.0,5770.0,3622.0,2659.0,2040.0
719,6352.0,2639.0,1286.0,727.0,452.0
417,3549.0,423.0,167.0,84.0,52.0
680,1652.0,234.0,109.0,53.0,31.0
307,501.0,362.0,285.0,290.0,267.0
182,443.0,599.0,685.0,614.0,519.0
35,410.0,469.0,372.0,248.0,243.0
163,407.0,274.0,210.0,183.0,147.0
112,402.0,384.0,288.0,289.0,248.0
111,400.0,771.0,675.0,591.0,562.0
682,377.0,451.0,442.0,446.0,448.0
41,376.0,388.0,375.0,342.0,329.0
153,358.0,329.0,304.0,318.0,258.0
356,357.0,811.0,899.0,988.0,913.0
151,352.0,173.0,154.0,122.0,104.0
23,347.0,361.0,225.0,176.0,113.0
454,345.0,378.0,337.0,312.0,273.0
394,344.0,463.0,457.0,419.0,411.0
580,332.0,277.0,299.0,262.0,244.0
687,330.0,275.0,250.0,197.0,184.0
440,327.0,378.0,312.0,278.0,242.0
271,325.0,124.0,84.0,63.0,64.0
552,313.0,254.0,167.0,140.0,140.0
628,310.0,497.0,464.0,413.0,404.0
365,299.0,234.0,239.0,190.0,178.0
479,298.0,326.0,357.0,340.0,322.0
20,293.0,236.0,177.0,146.0,110.0
345,287.0,319.0,258.0,242.0,195.0
759,283.0,255.0,221.0,183.0,171.0
317,282.0,173.0,162.0,133.0,117.0
675,279.0,169.0,141.0,106.0,95.0
238,279.0,378.0,399.0,381.0,370.0
446,276.0,296.0,268.0,300.0,261.0
94,268.0,146.0,97.0,93.0,93.0
729,265.0,242.0,171.0,184.0,129.0
290,264.0,195.0,131.0,111.0,105.0
195,254.0,154.0,147.0,103.0,60.0
460,252.0,349.0,347.0,300.0,330.0
225,249.0,276.0,195.0,216.0,211.0
73,247.0,179.0,139.0,127.0,117.0
45,244.0,173.0,148.0,130.0,110.0
304,242.0,426.0,411.0,367.0,351.0
18,241.0,145.0,99.0,105.0,79.0
34,240.0,193.0,148.0,125.0,118.0
97,234.0,330.0,362.0,386.0,337.0
327,234.0,125.0,108.0,97.0,80.0
113,226.0,408.0,319.0,172.0,132.0
100,225.0,317.0,227.0,222.0,160.0
643,224.0,156.0,157.0,167.0,153.0
362,222.0,96.0,70.0,60.0,38.0
104,221.0,287.0,250.0,290.0,263.0
166,210.0,235.0,281.0,256.0,223.0
585,209.0,190.0,206.0,193.0,176.0
335,203.0,336.0,406.0,413.0,396.0
625,201.0,222.0,206.0,214.0,160.0
107,201.0,370.0,431.0,461.0,448.0
665,201.0,189.0,207.0,169.0,165.0
146,199.0,288.0,275.0,175.0,161.0
343,193.0,238.0,235.0,246.0,234.0
459,191.0,191.0,179.0,176.0,160.0
299,188.0,173.0,169.0,180.0,134.0
547,186.0,183.0,149.0,109.0,135.0
89,185.0,259.0,253.0,256.0,252.0
9,181.0,152.0,149.0,124.0,106.0
157,179.0,98.0,79.0,76.0,45.0
84,174.0,255.0,288.0,305.0,297.0
693,169.0,162.0,148.0,128.0,116.0
305,168.0,162.0,167.0,156.0,134.0
637,166.0,170.0,163.0,162.0,141.0
240,166.0,337.0,323.0,346.0,346.0
616,161.0,244.0,246.0,251.0,227.0
433,159.0,187.0,282.0,333.0,304.0
194,158.0,219.0,227.0,196.0,185.0
503,158.0,146.0,151.0,119.0,129.0
274,156.0,73.0,72.0,35.0,44.0
650,155.0,182.0,228.0,240.0,229.0
121,155.0,231.0,176.0,178.0,146.0
16,153.0,249.0,314.0,304.0,294.0
244,151.0,149.0,188.0,161.0,185.0
82,149.0,99.0,96.0,72.0,54.0
746,148.0,167.0,193.0,206.0,213.0
308,146.0,314.0,281.0,257.0,263.0
371,146.0,151.0,124.0,111.0,101.0
190,144.0,342.0,412.0,443.0,444.0
306,143.0,154.0,144.0,133.0,105.0
667,137.0,280.0,410.0,521.0,564.0
511,135.0,136.0,125.0,106.0,91.0
478,134.0,239.0,326.0,392.0,423.0
648,134.0,125.0,118.0,133.0,124.0
636,120.0,174.0,210.0,229.0,255.0
21,120.0,143.0,139.0,124.0,102.0
623,118.0,106.0,210.0,179.0,171.0
425,115.0,194.0,217.0,196.0,223.0
150,114.0,156.0,162.0,170.0,162.0
516,114.0,137.0,117.0,108.0,129.0
385,113.0,154.0,176.0,197.0,189.0
758,113.0,176.0,210.0,216.0,241.0
563,113.0,317.0,301.0,250.0,205.0
634,111.0,141.0,174.0,201.0,221.0
230,108.0,197.0,217.0,252.0,224.0
572,108.0,265.0,292.0,231.0,210.0
551,107.0,160.0,155.0,141.0,138.0
379,107.0,150.0,147.0,150.0,124.0
500,106.0,245.0,205.0,205.0,191.0
641,105.0,156.0,139.0,121.0,117.0
288,104.0,111.0,127.0,149.0,159.0
284,102.0,109.0,120.0,85.0,95.0
663,102.0,171.0,147.0,195.0,162.0
349,101.0,125.0,107.0,94.0,84.0
670,97.0,242.0,298.0,366.0,385.0
409,97.0,145.0,151.0,164.0,190.0
672,97.0,59.0,52.0,37.0,30.0
43,95.0,177.0,233.0,250.0,266.0
489,93.0,85.0,66.0,65.0,47.0
723,92.0,113.0,90.0,85.0,79.0
109,91.0,143.0,206.0,218.0,240.0
761,89.0,79.0,68.0,52.0,50.0
655,89.0,114.0,136.0,140.0,151.0
96,87.0,73.0,73.0,61.0,70.0
633,86.0,121.0,129.0,115.0,120.0
31,85.0,160.0,220.0,264.0,268.0
373,83.0,72.0,63.0,64.0,66.0
484,83.0,94.0,72.0,73.0,80.0
615,83.0,77.0,57.0,44.0,32.0
377,81.0,61.0,60.0,46.0,47.0
522,80.0,61.0,55.0,35.0,29.0
491,80.0,96.0,79.0,66.0,73.0
657,80.0,138.0,192.0,174.0,197.0
487,77.0,288.0,360.0,427.0,429.0
714,77.0,29.0,26.0,14.0,16.0
252,77.0,47.0,31.0,25.0,15.0
705,76.0,40.0,16.0,14.0,19.0
750,76.0,51.0,31.0,36.0,25.0
468,74.0,183.0,220.0,250.0,206.0
731,72.0,60.0,79.0,66.0,77.0
302,72.0,99.0,113.0,130.0,106.0
189,72.0,101.0,110.0,106.0,114.0
326,71.0,149.0,198.0,174.0,204.0
421,70.0,112.0,167.0,169.0,142.0
183,70.0,185.0,164.0,165.0,186.0
258,69.0,49.0,44.0,40.0,50.0
414,67.0,135.0,195.0,238.0,255.0
765,65.0,174.0,163.0,185.0,178.0
499,65.0,230.0,337.0,391.0,417.0
29,64.0,82.0,106.0,100.0,120.0
445,63.0,143.0,183.0,240.0,234.0
486,63.0,48.0,71.0,76.0,79.0
359,62.0,88.0,75.0,65.0,59.0
3,62.0,52.0,52.0,49.0,63.0
181,61.0,124.0,114.0,118.0,100.0
456,61.0,44.0,64.0,70.0,81.0
118,61.0,99.0,98.0,140.0,125.0
538,60.0,65.0,47.0,34.0,24.0
159,59.0,78.0,133.0,125.0,131.0
364,59.0,245.0,172.0,114.0,95.0
594,57.0,66.0,53.0,51.0,37.0
325,57.0,84.0,106.0,135.0,128.0
360,57.0,108.0,160.0,171.0,193.0
388,56.0,19.0,9.0,,1.0
131,55.0,80.0,131.0,156.0,217.0
210,54.0,100.0,129.0,153.0,161.0
40,54.0,123.0,150.0,189.0,214.0
233,53.0,142.0,173.0,192.0,176.0
586,52.0,132.0,124.0,124.0,114.0
455,52.0,84.0,101.0,108.0,129.0
465,52.0,116.0,191.0,184.0,203.0
689,51.0,79.0,104.0,103.0,127.0
329,51.0,69.0,57.0,64.0,62.0
398,50.0,37.0,28.0,28.0,18.0
152,49.0,58.0,75.0,77.0,85.0
369,49.0,80.0,87.0,107.0,96.0
658,48.0,61.0,68.0,103.0,104.0
72,48.0,49.0,77.0,72.0,88.0
402,46.0,15.0,14.0,7.0,9.0
727,45.0,120.0,193.0,196.0,218.0
380,45.0,6.0,3.0,1.0,1.0
569,45.0,70.0,79.0,95.0,101.0
217,44.0,69.0,84.0,97.0,92.0
46,44.0,72.0,95.0,105.0,86.0
161,44.0,91.0,142.0,146.0,157.0
90,43.0,65.0,111.0,102.0,103.0
531,42.0,24.0,20.0,34.0,30.0
208,41.0,34.0,36.0,28.0,26.0
383,40.0,27.0,12.0,12.0,3.0
743,40.0,44.0,40.0,35.0,28.0
760,40.0,243.0,248.0,285.0,273.0
105,39.0,52.0,70.0,66.0,81.0
592,39.0,68.0,88.0,135.0,131.0
605,38.0,92.0,105.0,131.0,125.0
139,38.0,116.0,162.0,153.0,174.0
407,38.0,128.0,177.0,186.0,224.0
462,37.0,36.0,43.0,24.0,27.0
695,37.0,28.0,32.0,33.0,36.0
221,37.0,81.0,111.0,114.0,115.0
747,36.0,42.0,50.0,56.0,57.0
263,36.0,50.0,81.0,86.0,98.0
518,36.0,63.0,65.0,68.0,81.0
575,34.0,62.0,70.0,85.0,76.0
101,34.0,107.0,232.0,318.0,309.0
496,34.0,38.0,60.0,55.0,64.0
712,33.0,52.0,39.0,56.0,54.0
129,33.0,73.0,86.0,102.0,117.0
664,33.0,36.0,24.0,34.0,31.0
259,33.0,100.0,147.0,134.0,163.0
186,32.0,16.0,15.0,13.0,10.0
272,32.0,37.0,108.0,107.0,125.0
574,32.0,30.0,21.0,24.0,28.0
52,31.0,58.0,89.0,103.0,124.0
535,31.0,56.0,106.0,138.0,161.0
273,31.0,57.0,78.0,87.0,109.0
83,30.0,21.0,20.0,20.0,17.0
762,30.0,64.0,85.0,94.0,65.0
416,30.0,43.0,52.0,66.0,65.0
638,30.0,80.0,90.0,90.0,84.0
110,29.0,73.0,105.0,143.0,163.0
472,29.0,51.0,83.0,95.0,101.0
526,29.0,36.0,36.0,37.0,55.0
624,29.0,27.0,18.0,17.0,9.0
692,27.0,11.0,12.0,8.0,11.0
753,27.0,185.0,195.0,163.0,148.0
243,27.0,46.0,81.0,115.0,127.0
350,26.0,14.0,7.0,8.0,5.0
424,26.0,29.0,34.0,38.0,41.0
344,25.0,21.0,32.0,33.0,57.0
704,24.0,105.0,197.0,285.0,303.0
264,24.0,68.0,117.0,123.0,156.0
418,24.0,36.0,54.0,86.0,92.0
403,24.0,43.0,41.0,46.0,58.0
669,23.0,29.0,42.0,26.0,42.0
397,23.0,56.0,99.0,126.0,134.0
671,23.0,40.0,35.0,30.0,22.0
577,23.0,25.0,36.0,51.0,62.0
438,22.0,18.0,26.0,29.0,23.0
573,22.0,28.0,44.0,44.0,54.0
26,22.0,28.0,31.0,33.0,25.0
581,22.0,22.0,44.0,45.0,59.0
179,22.0,20.0,26.0,24.0,28.0
123,21.0,15.0,22.0,25.0,20.0
363,21.0,23.0,29.0,21.0,18.0
169,20.0,41.0,55.0,61.0,81.0
565,20.0,38.0,37.0,62.0,59.0
39,20.0,60.0,78.0,124.0,138.0
276,20.0,63.0,96.0,113.0,143.0
560,20.0,35.0,62.0,55.0,87.0
406,20.0,24.0,13.0,16.0,8.0
170,19.0,47.0,61.0,71.0,75.0
32,19.0,21.0,33.0,27.0,26.0
309,19.0,20.0,16.0,18.0,15.0
481,19.0,87.0,90.0,97.0,117.0
254,19.0,108.0,137.0,176.0,201.0
419,19.0,39.0,53.0,63.0,63.0
513,18.0,21.0,12.0,20.0,19.0
319,18.0,38.0,48.0,60.0,44.0
333,18.0,54.0,69.0,73.0,90.0
662,17.0,30.0,51.0,43.0,53.0
378,17.0,34.0,45.0,59.0,76.0
543,17.0,45.0,78.0,108.0,125.0
13,17.0,20.0,30.0,31.0,30.0
203,17.0,43.0,67.0,91.0,129.0
382,17.0,28.0,34.0,22.0,32.0
739,16.0,42.0,81.0,92.0,108.0
467,16.0,2.0,18.0,13.0,9.0
173,16.0,31.0,74.0,89.0,92.0
699,16.0,21.0,27.0,27.0,33.0
588,16.0,17.0,20.0,33.0,21.0
341,16.0,15.0,16.0,14.0,17.0
519,15.0,36.0,61.0,60.0,87.0
348,15.0,43.0,96.0,119.0,172.0
589,15.0,30.0,40.0,38.0,48.0
732,15.0,49.0,86.0,88.0,105.0
48,15.0,56.0,56.0,58.0,63.0
143,15.0,23.0,42.0,49.0,46.0
180,15.0,34.0,47.0,39.0,50.0
91,15.0,43.0,64.0,66.0,65.0
11,14.0,39.0,45.0,38.0,49.0
193,14.0,23.0,49.0,52.0,69.0
209,13.0,30.0,24.0,27.0,28.0
6,13.0,24.0,46.0,51.0,46.0
367,13.0,28.0,64.0,84.0,76.0
178,13.0,5.0,7.0,5.0,5.0
701,13.0,33.0,31.0,30.0,36.0
436,13.0,48.0,89.0,79.0,80.0
447,13.0,30.0,57.0,57.0,67.0
570,13.0,23.0,18.0,24.0,24.0
206,12.0,9.0,8.0,3.0,12.0
222,12.0,12.0,6.0,6.0,4.0
439,12.0,219.0,648.0,928.0,1235.0
444,12.0,12.0,26.0,30.0,43.0
164,11.0,26.0,43.0,36.0,38.0
721,11.0,34.0,47.0,78.0,77.0
291,11.0,18.0,16.0,21.0,25.0
412,11.0,37.0,71.0,105.0,102.0
613,11.0,30.0,28.0,37.0,19.0
223,10.0,26.0,20.0,25.0,30.0
726,10.0,27.0,17.0,25.0,31.0
120,10.0,25.0,34.0,30.0,23.0
270,10.0,36.0,71.0,107.0,142.0
293,10.0,33.0,49.0,80.0,73.0
766,10.0,12.0,10.0,21.0,14.0
282,10.0,5.0,17.0,16.0,16.0
269,10.0,20.0,22.0,28.0,27.0
591,10.0,23.0,32.0,25.0,36.0
92,9.0,16.0,14.0,19.0,13.0
453,9.0,24.0,37.0,62.0,70.0
501,9.0,19.0,27.0,28.0,32.0
698,9.0,23.0,38.0,57.0,67.0
530,9.0,27.0,70.0,82.0,71.0
451,8.0,10.0,9.0,7.0,8.0
342,8.0,6.0,15.0,11.0,10.0
728,8.0,7.0,15.0,12.0,17.0
755,7.0,9.0,26.0,38.0,60.0
604,7.0,15.0,23.0,14.0,24.0
772,7.0,20.0,40.0,40.0,55.0
337,7.0,25.0,40.0,57.0,74.0
148,7.0,13.0,41.0,41.0,75.0
505,7.0,27.0,39.0,41.0,57.0
50,7.0,15.0,21.0,37.0,37.0
497,7.0,32.0,44.0,62.0,55.0
76,7.0,7.0,21.0,36.0,54.0
283,6.0,7.0,18.0,20.0,29.0
733,6.0,8.0,8.0,22.0,20.0
340,6.0,13.0,16.0,23.0,30.0
639,6.0,3.0,4.0,16.0,10.0
160,6.0,7.0,20.0,36.0,40.0
67,6.0,23.0,36.0,60.0,107.0
255,6.0,30.0,33.0,52.0,55.0
140,6.0,19.0,12.0,18.0,20.0
220,6.0,15.0,22.0,24.0,32.0
386,5.0,5.0,4.0,3.0,2.0
297,5.0,14.0,9.0,11.0,11.0
119,5.0,12.0,20.0,30.0,33.0
262,5.0,32.0,45.0,78.0,92.0
676,5.0,5.0,4.0,5.0,9.0
715,5.0,15.0,25.0,19.0,14.0
278,5.0,11.0,16.0,18.0,26.0
711,5.0,8.0,10.0,19.0,19.0
392,5.0,3.0,11.0,11.0,11.0
420,5.0,12.0,21.0,17.0,17.0
598,4.0,11.0,10.0,10.0,16.0
114,4.0,15.0,38.0,59.0,66.0
512,4.0,7.0,26.0,31.0,37.0
226,4.0,1.0,3.0,4.0,4.0
237,4.0,9.0,26.0,32.0,49.0
466,4.0,19.0,61.0,99.0,142.0
44,4.0,8.0,13.0,14.0,14.0
450,4.0,19.0,18.0,21.0,20.0
576,4.0,7.0,18.0,35.0,39.0
