,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
166,7328.0,5636.0,4374.0,3496.0,2992.0
547,6473.0,4691.0,4043.0,3521.0,3023.0
285,6036.0,4524.0,3416.0,2737.0,2397.0
163,5952.0,2976.0,2327.0,2025.0,1689.0
84,5891.0,6058.0,6012.0,5778.0,5362.0
719,5601.0,3077.0,2038.0,1600.0,1340.0
759,5478.0,3412.0,3040.0,2744.0,2368.0
183,5385.0,7119.0,5063.0,4441.0,3952.0
82,5313.0,2010.0,1640.0,1404.0,1149.0
394,5131.0,4253.0,3968.0,3566.0,3299.0
377,5101.0,3036.0,2719.0,2352.0,2044.0
146,4804.0,2812.0,2290.0,1744.0,1499.0
438,4790.0,3798.0,3323.0,3094.0,2844.0
194,4415.0,2815.0,2278.0,1830.0,1527.0
23,4330.0,3348.0,1779.0,1369.0,1081.0
437,4086.0,1820.0,1417.0,1061.0,918.0
317,4010.0,2226.0,1747.0,1473.0,1269.0
307,3948.0,4317.0,3095.0,2712.0,2340.0
655,3899.0,3503.0,3446.0,3299.0,3227.0
459,3887.0,2221.0,1947.0,1566.0,1198.0
623,3776.0,2393.0,3646.0,2567.0,2184.0
687,3391.0,2224.0,2001.0,1808.0,1605.0
511,3373.0,2490.0,2312.0,2013.0,1920.0
319,3363.0,2098.0,1709.0,1521.0,1433.0
94,3341.0,1458.0,1130.0,957.0,845.0
680,3256.0,398.0,172.0,82.0,75.0
171,3118.0,2678.0,2158.0,1961.0,1807.0
460,3019.0,3008.0,2874.0,2789.0,2766.0
665,3010.0,2375.0,2049.0,1925.0,1761.0
72,2940.0,2945.0,2948.0,2956.0,2870.0
20,2939.0,2543.0,1647.0,1404.0,1154.0
572,2918.0,2017.0,1773.0,1489.0,1248.0
322,2915.0,2822.0,2677.0,2330.0,2010.0
373,2868.0,1879.0,1567.0,1312.0,1265.0
478,2819.0,3957.0,4809.0,5285.0,5564.0
648,2798.0,2013.0,1734.0,1641.0,1498.0
29,2776.0,2689.0,2544.0,2527.0,2368.0
594,2743.0,1288.0,1122.0,948.0,788.0
152,2699.0,2917.0,2939.0,2891.0,2886.0
151,2629.0,1291.0,1036.0,844.0,770.0
65,2618.0,1217.0,1008.0,727.0,644.0
327,2603.0,1207.0,1016.0,824.0,649.0
359,2591.0,1917.0,1769.0,1519.0,1424.0
673,2578.0,1543.0,1206.0,1018.0,875.0
727,2567.0,2709.0,2528.0,2375.0,2319.0
765,2564.0,2180.0,2260.0,1978.0,2024.0
628,2560.0,2400.0,2313.0,2122.0,2037.0
41,2501.0,2014.0,1922.0,1732.0,1589.0
225,2439.0,2660.0,2250.0,2037.0,1788.0
121,2389.0,2620.0,2266.0,2067.0,1940.0
31,2385.0,2742.0,2814.0,2810.0,2880.0
113,2364.0,4284.0,1964.0,1398.0,1179.0
552,2353.0,1334.0,1079.0,859.0,815.0
775,2350.0,4543.0,6553.0,7886.0,8623.0
456,2327.0,1585.0,1339.0,1220.0,1078.0
335,2288.0,2356.0,2412.0,2223.0,2320.0
462,2259.0,1100.0,851.0,690.0,630.0
45,2254.0,1596.0,1254.0,1055.0,978.0
89,2237.0,2871.0,2839.0,2918.0,2802.0
3,2187.0,1529.0,1337.0,1181.0,1088.0
636,2164.0,2611.0,2591.0,2474.0,2463.0
349,2136.0,1441.0,1269.0,1199.0,1068.0
19,2114.0,2162.0,1777.0,1604.0,1411.0
746,2097.0,2845.0,2889.0,2840.0,2823.0
22,2082.0,1401.0,1152.0,979.0,824.0
468,2076.0,2360.0,2418.0,2419.0,2307.0
372,2043.0,1940.0,1448.0,1366.0,1259.0
417,2002.0,460.0,228.0,129.0,97.0
77,1964.0,2874.0,3253.0,3323.0,3159.0
701,1951.0,1437.0,1230.0,1061.0,984.0
309,1949.0,1457.0,1285.0,1132.0,1001.0
365,1947.0,1265.0,1054.0,1037.0,774.0
338,1903.0,3204.0,3836.0,4117.0,4233.0
230,1874.0,2547.0,2876.0,3033.0,3087.0
575,1873.0,1774.0,1553.0,1364.0,1338.0
633,1842.0,1781.0,1769.0,1815.0,1763.0
424,1822.0,1499.0,1393.0,1190.0,1030.0
363,1812.0,1425.0,1332.0,1107.0,996.0
9,1766.0,1262.0,1153.0,1038.0,978.0
743,1751.0,1451.0,1084.0,1031.0,959.0
693,1733.0,1426.0,1275.0,1166.0,1035.0
345,1730.0,1276.0,1166.0,962.0,904.0
