,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
794,28703.0,6835.0,3704.0,2651.0,2106.0
838,3819.0,3013.0,1866.0,1356.0,1147.0
608,3764.0,2916.0,1382.0,1064.0,986.0
111,3433.0,2296.0,1415.0,1180.0,1135.0
141,2942.0,2584.0,2609.0,2255.0,1825.0
668,2687.0,3871.0,4278.0,4343.0,4574.0
513,2394.0,2140.0,1813.0,1400.0,1187.0
62,1916.0,5724.0,7174.0,6475.0,5546.0
618,1666.0,1659.0,1620.0,1449.0,1432.0
851,1641.0,1276.0,986.0,833.0,724.0
150,1602.0,1494.0,986.0,803.0,709.0
193,1354.0,1845.0,1797.0,1984.0,1529.0
623,1338.0,2369.0,2405.0,2467.0,2512.0
167,1226.0,1117.0,1119.0,1112.0,1033.0
95,1214.0,974.0,840.0,736.0,749.0
709,1208.0,1178.0,1106.0,983.0,915.0
620,1201.0,1079.0,960.0,911.0,780.0
291,1163.0,1175.0,910.0,778.0,712.0
363,1125.0,914.0,608.0,453.0,343.0
1080,1064.0,1159.0,919.0,821.0,723.0
351,1015.0,851.0,594.0,447.0,382.0
60,910.0,1197.0,1109.0,947.0,947.0
563,862.0,595.0,472.0,426.0,412.0
1044,858.0,726.0,598.0,584.0,498.0
624,827.0,454.0,363.0,300.0,289.0
821,808.0,639.0,623.0,560.0,488.0
505,801.0,478.0,462.0,397.0,388.0
208,793.0,797.0,777.0,767.0,754.0
956,770.0,872.0,753.0,706.0,742.0
87,689.0,554.0,590.0,564.0,537.0
622,649.0,921.0,983.0,923.0,1032.0
586,644.0,521.0,399.0,382.0,348.0
109,635.0,344.0,266.0,234.0,224.0
775,616.0,1546.0,1274.0,1165.0,897.0
388,610.0,666.0,679.0,648.0,639.0
1022,548.0,601.0,608.0,604.0,690.0
237,529.0,705.0,737.0,772.0,807.0
426,529.0,807.0,709.0,633.0,660.0
735,524.0,379.0,241.0,211.0,220.0
456,517.0,791.0,630.0,488.0,444.0
49,507.0,354.0,277.0,232.0,210.0
152,507.0,496.0,489.0,425.0,432.0
277,502.0,531.0,595.0,606.0,596.0
1,490.0,414.0,340.0,310.0,299.0
230,478.0,908.0,872.0,946.0,1105.0
520,477.0,1113.0,972.0,998.0,998.0
79,471.0,930.0,1135.0,1459.0,1441.0
973,450.0,352.0,321.0,273.0,233.0
928,444.0,961.0,1170.0,1287.0,1317.0
253,415.0,377.0,377.0,350.0,355.0
25,407.0,547.0,541.0,485.0,480.0
415,404.0,499.0,447.0,411.0,362.0
64,382.0,2715.0,2991.0,3214.0,3473.0
444,378.0,371.0,221.0,172.0,184.0
703,353.0,520.0,610.0,645.0,734.0
48,351.0,761.0,699.0,601.0,634.0
356,349.0,552.0,696.0,647.0,729.0
585,344.0,306.0,278.0,233.0,223.0
100,342.0,397.0,400.0,332.0,310.0
1051,336.0,376.0,383.0,398.0,394.0
759,332.0,602.0,641.0,670.0,692.0
144,321.0,454.0,519.0,564.0,565.0
815,319.0,852.0,1105.0,1167.0,1094.0
765,306.0,193.0,113.0,84.0,82.0
1046,306.0,689.0,621.0,543.0,501.0
377,301.0,1112.0,1055.0,971.0,977.0
1009,287.0,659.0,935.0,1089.0,1324.0
689,280.0,188.0,168.0,136.0,131.0
484,278.0,362.0,327.0,304.0,275.0
921,273.0,444.0,448.0,436.0,364.0
726,265.0,162.0,128.0,125.0,101.0
321,258.0,169.0,174.0,137.0,124.0
635,256.0,236.0,175.0,153.0,138.0
41,252.0,675.0,721.0,845.0,1007.0
149,238.0,207.0,143.0,100.0,87.0
897,226.0,244.0,221.0,241.0,267.0
176,224.0,161.0,191.0,154.0,130.0
697,209.0,534.0,714.0,923.0,1077.0
449,192.0,360.0,384.0,371.0,444.0
810,183.0,189.0,122.0,124.0,106.0
756,182.0,303.0,395.0,454.0,485.0
805,181.0,265.0,289.0,382.0,431.0
576,178.0,198.0,163.0,110.0,94.0
812,174.0,289.0,328.0,301.0,343.0
782,170.0,239.0,146.0,92.0,97.0
1002,164.0,241.0,282.0,388.0,434.0
416,158.0,169.0,144.0,93.0,88.0
932,156.0,179.0,138.0,114.0,111.0
318,149.0,486.0,693.0,845.0,1011.0
201,149.0,280.0,340.0,314.0,325.0
854,143.0,365.0,616.0,887.0,1017.0
983,142.0,78.0,73.0,33.0,29.0
1032,132.0,117.0,128.0,94.0,112.0
685,131.0,225.0,198.0,183.0,260.0
1040,127.0,270.0,413.0,535.0,604.0
92,126.0,132.0,115.0,120.0,110.0
423,114.0,175.0,205.0,210.0,208.0
822,111.0,251.0,250.0,271.0,343.0
954,109.0,236.0,336.0,458.0,586.0
999,107.0,60.0,54.0,39.0,39.0
457,105.0,265.0,226.0,186.0,204.0
552,104.0,173.0,213.0,223.0,261.0
459,101.0,324.0,641.0,878.0,1028.0
799,98.0,106.0,137.0,107.0,115.0
612,92.0,221.0,286.0,290.0,321.0
430,90.0,290.0,427.0,586.0,738.0
90,90.0,357.0,663.0,939.0,1212.0
995,87.0,171.0,263.0,278.0,324.0
1056,86.0,89.0,117.0,89.0,102.0
836,83.0,188.0,307.0,425.0,507.0
