,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
794,200475.0,35264.0,17385.0,11762.0,8981.0
608,22599.0,27995.0,9798.0,8028.0,6984.0
141,17930.0,16579.0,15789.0,13814.0,11875.0
709,17723.0,16039.0,14277.0,12434.0,11124.0
851,14818.0,13057.0,9351.0,7622.0,6626.0
95,13894.0,11850.0,9747.0,8476.0,7888.0
167,12595.0,13179.0,12414.0,11719.0,11153.0
513,10223.0,10864.0,9234.0,7136.0,6150.0
668,10090.0,25510.0,28545.0,30286.0,32532.0
87,7966.0,6746.0,6391.0,6105.0,5681.0
620,7837.0,11255.0,7894.0,6383.0,5518.0
928,7661.0,15557.0,19340.0,19570.0,18766.0
109,7515.0,4197.0,2999.0,2490.0,2242.0
821,7466.0,7145.0,6000.0,5153.0,4716.0
111,6773.0,7993.0,5161.0,4907.0,4665.0
624,6709.0,4149.0,3217.0,2687.0,2344.0
150,6517.0,9617.0,5949.0,4205.0,3745.0
563,6453.0,5166.0,4247.0,3682.0,3419.0
726,6203.0,4409.0,3158.0,2603.0,2367.0
765,5191.0,3387.0,1910.0,1488.0,1223.0
62,5168.0,36229.0,42234.0,35033.0,28629.0
25,5008.0,7514.0,6609.0,6052.0,5576.0
152,4671.0,5049.0,4835.0,4115.0,3779.0
237,4525.0,6747.0,7741.0,8125.0,8473.0
973,4519.0,4021.0,3388.0,2887.0,2713.0
1044,4196.0,4424.0,3929.0,3479.0,3461.0
585,3603.0,3310.0,2806.0,2632.0,2570.0
505,3481.0,2372.0,2367.0,2266.0,2041.0
586,3384.0,3327.0,2570.0,2238.0,2236.0
291,2718.0,4111.0,3635.0,3000.0,2950.0
623,2576.0,9988.0,10412.0,10652.0,11214.0
576,2547.0,2423.0,1806.0,1371.0,1170.0
363,2281.0,3198.0,1952.0,1453.0,1304.0
208,2275.0,3080.0,3132.0,3275.0,3233.0
697,2244.0,5056.0,7961.0,10500.0,12665.0
759,2103.0,3721.0,4298.0,4563.0,4472.0
193,2038.0,5028.0,5543.0,6899.0,6526.0
356,2012.0,3899.0,4292.0,4390.0,4324.0
351,2000.0,3247.0,1850.0,1482.0,1398.0
854,1973.0,5803.0,9640.0,12131.0,14159.0
90,1924.0,6302.0,10792.0,14402.0,16909.0
1,1897.0,2730.0,2135.0,1836.0,1768.0
253,1878.0,2468.0,2339.0,2342.0,2285.0
810,1760.0,2047.0,1462.0,1163.0,971.0
60,1632.0,2572.0,2571.0,2549.0,2781.0
775,1435.0,5512.0,5814.0,5276.0,4404.0
838,1319.0,3766.0,2881.0,2382.0,2232.0
614,1055.0,2311.0,1243.0,828.0,638.0
956,1050.0,1564.0,1778.0,1817.0,1818.0
79,1049.0,2791.0,4277.0,5398.0,6669.0
735,1043.0,1215.0,903.0,798.0,710.0
456,1016.0,2804.0,3397.0,2560.0,1907.0
321,934.0,816.0,688.0,659.0,644.0
149,933.0,897.0,665.0,569.0,507.0
1004,912.0,1645.0,2353.0,2761.0,3244.0
1051,837.0,1045.0,1364.0,1548.0,1648.0
756,831.0,1857.0,2428.0,2638.0,3149.0
49,829.0,810.0,721.0,608.0,518.0
1009,796.0,3368.0,5446.0,7131.0,9232.0
416,739.0,915.0,764.0,667.0,538.0
932,712.0,786.0,635.0,517.0,495.0
635,688.0,876.0,645.0,692.0,546.0
703,681.0,1551.0,1808.0,2113.0,2451.0
10,655.0,1778.0,2940.0,4200.0,5052.0
689,619.0,677.0,502.0,412.0,392.0
92,606.0,784.0,743.0,789.0,792.0
388,596.0,1522.0,1789.0,1702.0,1807.0
139,573.0,864.0,1097.0,1158.0,1187.0
426,553.0,2259.0,2183.0,2002.0,2069.0
176,528.0,488.0,535.0,484.0,425.0
100,503.0,765.0,757.0,730.0,683.0
520,453.0,3371.0,3164.0,3352.0,3925.0
622,417.0,968.0,1273.0,1549.0,1861.0
415,390.0,826.0,1065.0,980.0,896.0
372,379.0,246.0,151.0,115.0,125.0
377,376.0,5366.0,4783.0,4516.0,4888.0
230,368.0,1988.0,2127.0,2911.0,3875.0
993,334.0,288.0,298.0,228.0,211.0
782,332.0,1168.0,537.0,418.0,351.0
829,321.0,699.0,772.0,736.0,636.0
836,318.0,833.0,1530.0,2107.0,2776.0
277,292.0,555.0,810.0,902.0,1111.0
64,287.0,12196.0,11675.0,15612.0,17380.0
718,273.0,328.0,270.0,300.0,265.0
1019,236.0,649.0,799.0,734.0,732.0
444,233.0,675.0,414.0,382.0,357.0
921,223.0,578.0,824.0,808.0,791.0
1002,197.0,468.0,751.0,1034.0,1383.0
1032,194.0,239.0,289.0,298.0,331.0
1080,193.0,618.0,584.0,621.0,713.0
130,184.0,493.0,374.0,315.0,338.0
48,175.0,1202.0,1088.0,1362.0,1547.0
1075,151.0,1096.0,1286.0,1338.0,1462.0
41,146.0,1361.0,1694.0,2276.0,3357.0
999,140.0,97.0,74.0,69.0,95.0
144,129.0,438.0,718.0,910.0,956.0
1046,118.0,1055.0,942.0,1045.0,1325.0
897,118.0,156.0,215.0,238.0,312.0
1040,109.0,351.0,668.0,1001.0,1472.0
767,107.0,54.0,48.0,46.0,35.0
484,107.0,467.0,504.0,514.0,592.0
423,95.0,255.0,297.0,322.0,365.0
538,92.0,135.0,107.0,112.0,71.0
798,88.0,38.0,30.0,31.0,17.0
822,87.0,402.0,408.0,566.0,774.0
799,85.0,161.0,206.0,201.0,222.0
159,85.0,325.0,1155.0,2757.0,4798.0
283,83.0,215.0,124.0,80.0,81.0
201,79.0,341.0,505.0,549.0,606.0
1022,78.0,202.0,198.0,301.0,390.0
715,57.0,408.0,903.0,1472.0,1837.0
123,55.0,266.0,495.0,740.0,889.0
547,54.0,228.0,537.0,962.0,1451.0
685,52.0,131.0,225.0,241.0,311.0
815,51.0,1174.0,1813.0,2065.0,2198.0
436,51.0,155.0,411.0,1006.0,1678.0
421,50.0,62.0,81.0,76.0,73.0
723,44.0,44.0,41.0,90.0,76.0
612,44.0,379.0,551.0,724.0,847.0
1034,42.0,109.0,137.0,135.0,116.0
983,41.0,42.0,32.0,27.0,17.0
618,37.0,102.0,159.0,238.0,313.0
498,36.0,19.0,9.0,5.0,3.0
717,36.0,182.0,462.0,745.0,1141.0
346,35.0,139.0,175.0,244.0,309.0
555,33.0,187.0,263.0,280.0,354.0
552,30.0,177.0,227.0,281.0,347.0
843,29.0,38.0,31.0,23.0,13.0
6,27.0,119.0,264.0,602.0,1105.0
318,26.0,628.0,1250.0,1947.0,2274.0
994,26.0,227.0,235.0,251.0,286.0
954,25.0,98.0,205.0,347.0,677.0
1010,24.0,16.0,16.0,14.0,14.0
995,24.0,51.0,92.0,127.0,179.0
13,23.0,47.0,67.0,121.0,176.0
805,21.0,74.0,116.0,190.0,319.0
256,21.0,42.0,42.0,48.0,76.0
459,19.0,354.0,960.0,1526.0,2045.0
657,17.0,16.0,11.0,15.0,13.0
734,16.0,58.0,81.0,90.0,131.0
893,16.0,6.0,30.0,23.0,30.0
722,16.0,4.0,7.0,9.0,5.0
643,15.0,22.0,24.0,26.0,33.0
414,15.0,17.0,16.0,4.0,6.0
740,13.0,51.0,116.0,209.0,260.0
327,13.0,577.0,1297.0,1506.0,1700.0
94,12.0,39.0,85.0,162.0,235.0
1050,11.0,20.0,17.0,14.0,15.0
828,11.0,19.0,33.0,35.0,57.0
650,10.0,25.0,41.0,51.0,78.0
678,10.0,33.0,41.0,66.0,79.0
430,10.0,229.0,415.0,792.0,1214.0
354,10.0,24.0,40.0,43.0,46.0
449,9.0,48.0,106.0,118.0,177.0
834,9.0,42.0,117.0,303.0,660.0
716,8.0,8.0,17.0,34.0,49.0
912,8.0,135.0,154.0,127.0,113.0
719,8.0,18.0,40.0,71.0,97.0
266,7.0,13.0,49.0,129.0,187.0
304,7.0,4.0,2.0,3.0,3.0
923,7.0,58.0,104.0,193.0,258.0
950,6.0,21.0,35.0,51.0,54.0
812,6.0,17.0,35.0,51.0,62.0
420,6.0,22.0,26.0,30.0,44.0
646,6.0,13.0,22.0,28.0,22.0
769,6.0,110.0,167.0,138.0,149.0
447,6.0,27.0,93.0,188.0,375.0
12,5.0,183.0,204.0,211.0,168.0
700,5.0,6.0,5.0,4.0,2.0
116,4.0,10.0,8.0,14.0,30.0
284,4.0,16.0,16.0,12.0,6.0
770,4.0,49.0,51.0,35.0,38.0
569,4.0,29.0,84.0,131.0,165.0
707,4.0,91.0,190.0,271.0,398.0
340,3.0,3.0,14.0,13.0,26.0
1059,3.0,9.0,16.0,35.0,34.0
528,3.0,12.0,16.0,24.0,29.0
656,3.0,34.0,67.0,127.0,175.0
575,3.0,17.0,23.0,33.0,62.0
529,3.0,30.0,35.0,56.0,58.0
437,3.0,17.0,16.0,17.0,15.0
453,3.0,30.0,39.0,41.0,53.0
477,3.0,28.0,50.0,54.0,95.0
21,2.0,31.0,70.0,136.0,197.0
522,2.0,6.0,11.0,17.0,35.0
998,2.0,,,,1.0
438,2.0,9.0,18.0,29.0,42.0
80,2.0,44.0,46.0,40.0,55.0
274,1.0,5.0,14.0,2.0,2.0
589,1.0,1.0,,1.0,
