,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
618,888.0,400.0,267.0,184.0,134.0
761,694.0,353.0,212.0,149.0,101.0
544,628.0,324.0,195.0,158.0,96.0
948,536.0,395.0,285.0,193.0,161.0
866,512.0,395.0,283.0,200.0,192.0
68,493.0,237.0,149.0,89.0,67.0
457,480.0,239.0,155.0,100.0,99.0
652,407.0,352.0,240.0,214.0,153.0
556,365.0,141.0,65.0,38.0,45.0
351,364.0,198.0,172.0,109.0,125.0
234,356.0,213.0,154.0,120.0,95.0
50,343.0,233.0,197.0,168.0,147.0
1046,333.0,269.0,251.0,185.0,184.0
366,326.0,155.0,105.0,57.0,51.0
838,321.0,205.0,193.0,167.0,139.0
541,318.0,166.0,122.0,86.0,66.0
711,310.0,216.0,150.0,118.0,77.0
935,295.0,64.0,34.0,26.0,22.0
632,289.0,155.0,129.0,98.0,103.0
29,279.0,165.0,137.0,108.0,86.0
1057,279.0,382.0,357.0,283.0,196.0
69,266.0,429.0,327.0,238.0,200.0
871,258.0,116.0,87.0,55.0,68.0
795,257.0,389.0,317.0,264.0,189.0
667,251.0,109.0,110.0,113.0,83.0
986,249.0,105.0,54.0,41.0,33.0
55,243.0,218.0,212.0,168.0,138.0
794,242.0,126.0,92.0,80.0,56.0
251,241.0,181.0,160.0,155.0,140.0
807,236.0,116.0,90.0,82.0,62.0
956,235.0,277.0,213.0,214.0,197.0
48,235.0,246.0,300.0,229.0,209.0
60,234.0,330.0,331.0,249.0,254.0
906,232.0,247.0,243.0,235.0,221.0
344,224.0,157.0,129.0,108.0,128.0
32,223.0,114.0,88.0,65.0,52.0
689,219.0,95.0,71.0,64.0,71.0
1080,219.0,165.0,136.0,127.0,131.0
199,219.0,194.0,139.0,101.0,66.0
678,218.0,134.0,173.0,144.0,114.0
130,218.0,128.0,96.0,81.0,77.0
343,216.0,239.0,268.0,245.0,221.0
595,216.0,135.0,108.0,117.0,87.0
1014,206.0,157.0,100.0,88.0,84.0
444,205.0,190.0,115.0,80.0,67.0
100,202.0,168.0,123.0,131.0,116.0
1061,201.0,155.0,122.0,124.0,108.0
456,201.0,154.0,122.0,87.0,93.0
415,199.0,156.0,146.0,148.0,116.0
833,197.0,82.0,74.0,55.0,40.0
480,197.0,209.0,182.0,139.0,100.0
605,196.0,171.0,134.0,82.0,60.0
270,195.0,154.0,132.0,84.0,94.0
340,194.0,205.0,190.0,141.0,157.0
19,192.0,159.0,118.0,102.0,81.0
528,190.0,148.0,136.0,135.0,112.0
898,190.0,150.0,139.0,94.0,67.0
631,189.0,211.0,198.0,155.0,166.0
391,188.0,214.0,171.0,176.0,148.0
1024,188.0,136.0,82.0,78.0,64.0
812,186.0,162.0,108.0,132.0,108.0
437,184.0,38.0,24.0,11.0,8.0
861,180.0,112.0,114.0,82.0,60.0
160,180.0,115.0,116.0,94.0,77.0
873,180.0,189.0,179.0,191.0,147.0
80,180.0,155.0,111.0,106.0,93.0
620,179.0,173.0,146.0,161.0,159.0
811,178.0,112.0,116.0,92.0,82.0
645,177.0,122.0,105.0,107.0,105.0
398,177.0,81.0,56.0,52.0,56.0
150,176.0,198.0,129.0,101.0,77.0
76,176.0,115.0,95.0,100.0,95.0
855,175.0,125.0,80.0,73.0,44.0
555,175.0,138.0,127.0,138.0,100.0
922,173.0,83.0,54.0,27.0,36.0
291,171.0,181.0,161.0,152.0,153.0
118,171.0,114.0,80.0,68.0,58.0
420,170.0,127.0,118.0,113.0,133.0
378,168.0,166.0,135.0,136.0,108.0
65,168.0,77.0,70.0,66.0,52.0
1022,166.0,191.0,135.0,154.0,146.0
626,165.0,89.0,72.0,48.0,55.0
988,164.0,100.0,77.0,70.0,73.0
830,163.0,89.0,86.0,80.0,61.0
113,162.0,130.0,147.0,153.0,123.0
989,162.0,169.0,127.0,114.0,123.0
186,161.0,361.0,387.0,326.0,229.0
727,161.0,366.0,364.0,305.0,238.0
396,161.0,86.0,97.0,96.0,72.0
562,160.0,125.0,117.0,124.0,86.0
867,158.0,65.0,34.0,15.0,20.0
694,158.0,146.0,103.0,114.0,87.0
110,157.0,179.0,149.0,133.0,130.0
306,157.0,147.0,134.0,131.0,122.0
39,154.0,111.0,58.0,63.0,53.0
148,154.0,186.0,159.0,154.0,115.0
1003,153.0,132.0,118.0,124.0,94.0
593,153.0,149.0,150.0,143.0,127.0
182,153.0,162.0,164.0,161.0,156.0
449,153.0,151.0,148.0,149.0,119.0
96,152.0,189.0,114.0,108.0,52.0
525,152.0,121.0,92.0,90.0,78.0
484,151.0,132.0,122.0,92.0,96.0
778,150.0,64.0,59.0,47.0,46.0
227,150.0,138.0,108.0,108.0,90.0
1042,148.0,114.0,89.0,103.0,98.0
201,148.0,114.0,157.0,164.0,132.0
527,147.0,153.0,114.0,125.0,91.0
532,147.0,166.0,169.0,147.0,145.0
827,147.0,108.0,120.0,124.0,97.0
608,146.0,82.0,62.0,39.0,38.0
793,146.0,152.0,127.0,128.0,133.0
289,146.0,153.0,146.0,129.0,131.0
367,146.0,133.0,118.0,127.0,91.0
616,145.0,148.0,107.0,100.0,114.0
423,145.0,131.0,163.0,163.0,135.0
862,145.0,109.0,96.0,67.0,65.0
681,144.0,207.0,197.0,179.0,176.0
1,143.0,109.0,110.0,92.0,73.0
878,143.0,107.0,111.0,97.0,97.0
776,143.0,57.0,24.0,20.0,11.0
575,141.0,165.0,159.0,141.0,158.0
770,141.0,97.0,79.0,64.0,71.0
260,141.0,191.0,146.0,150.0,149.0
35,138.0,77.0,73.0,53.0,44.0
921,138.0,191.0,184.0,138.0,129.0
257,137.0,127.0,105.0,101.0,81.0
644,136.0,100.0,85.0,67.0,58.0
1074,135.0,188.0,179.0,143.0,149.0
481,133.0,105.0,93.0,103.0,97.0
369,133.0,116.0,111.0,110.0,80.0
1048,132.0,130.0,148.0,136.0,126.0
363,132.0,90.0,64.0,67.0,47.0
974,131.0,157.0,160.0,123.0,128.0
966,131.0,126.0,120.0,138.0,148.0
734,130.0,140.0,130.0,121.0,122.0
138,130.0,199.0,159.0,120.0,91.0
413,129.0,58.0,39.0,34.0,12.0
822,128.0,147.0,163.0,151.0,131.0
892,127.0,65.0,28.0,9.0,6.0
119,127.0,88.0,92.0,91.0,90.0
1050,124.0,41.0,29.0,25.0,22.0
479,124.0,67.0,66.0,46.0,49.0
246,123.0,111.0,141.0,126.0,120.0
388,122.0,156.0,134.0,129.0,129.0
769,121.0,98.0,86.0,54.0,63.0
249,120.0,57.0,40.0,26.0,27.0
1009,120.0,107.0,146.0,145.0,152.0
229,120.0,108.0,105.0,92.0,82.0
277,119.0,140.0,135.0,137.0,129.0
228,118.0,176.0,167.0,172.0,137.0
1056,118.0,123.0,165.0,177.0,165.0
643,117.0,94.0,81.0,80.0,91.0
412,117.0,112.0,91.0,83.0,57.0
335,117.0,201.0,145.0,144.0,109.0
772,116.0,70.0,65.0,63.0,60.0
893,115.0,99.0,98.0,76.0,71.0
151,114.0,112.0,97.0,108.0,97.0
477,114.0,148.0,132.0,131.0,99.0
265,113.0,154.0,118.0,93.0,64.0
73,113.0,174.0,181.0,203.0,191.0
733,113.0,109.0,116.0,113.0,92.0
86,113.0,159.0,134.0,113.0,123.0
971,113.0,96.0,76.0,40.0,31.0
284,112.0,58.0,40.0,28.0,39.0
92,112.0,62.0,77.0,43.0,46.0
12,111.0,97.0,71.0,55.0,45.0
111,110.0,74.0,55.0,49.0,49.0
825,110.0,120.0,106.0,113.0,104.0
534,109.0,105.0,119.0,116.0,99.0
685,108.0,176.0,172.0,173.0,158.0
115,108.0,112.0,121.0,116.0,101.0
224,107.0,71.0,84.0,50.0,60.0
329,107.0,96.0,116.0,108.0,116.0
640,107.0,124.0,91.0,100.0,104.0
178,106.0,96.0,86.0,96.0,97.0
147,106.0,106.0,60.0,56.0,55.0
571,105.0,125.0,131.0,136.0,136.0
14,105.0,140.0,154.0,187.0,173.0
841,105.0,154.0,152.0,158.0,154.0
18,104.0,93.0,71.0,88.0,100.0
1025,104.0,73.0,59.0,77.0,81.0
720,100.0,52.0,41.0,35.0,23.0
858,100.0,39.0,39.0,23.0,25.0
