,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
794,20122.0,3521.0,1727.0,1199.0,859.0
608,2236.0,2803.0,944.0,816.0,705.0
709,1729.0,1587.0,1433.0,1177.0,1093.0
141,1715.0,1694.0,1578.0,1338.0,1166.0
851,1501.0,1274.0,947.0,762.0,662.0
95,1390.0,1202.0,975.0,810.0,807.0
167,1215.0,1256.0,1259.0,1179.0,1115.0
668,1035.0,2547.0,2784.0,3006.0,3306.0
513,987.0,1064.0,920.0,734.0,591.0
620,860.0,1096.0,794.0,602.0,562.0
87,817.0,637.0,654.0,651.0,561.0
821,785.0,715.0,581.0,532.0,500.0
109,765.0,452.0,305.0,246.0,203.0
928,729.0,1521.0,1986.0,1939.0,1881.0
150,676.0,909.0,558.0,429.0,407.0
111,663.0,828.0,501.0,475.0,455.0
624,660.0,430.0,343.0,272.0,230.0
726,642.0,438.0,341.0,310.0,255.0
563,616.0,508.0,392.0,399.0,362.0
25,516.0,773.0,659.0,618.0,549.0
765,476.0,342.0,197.0,164.0,114.0
62,474.0,3664.0,4258.0,3493.0,2867.0
237,469.0,706.0,754.0,777.0,844.0
152,453.0,512.0,479.0,396.0,408.0
1044,452.0,446.0,416.0,367.0,388.0
973,428.0,383.0,322.0,290.0,316.0
505,356.0,245.0,255.0,241.0,205.0
586,354.0,348.0,261.0,206.0,209.0
585,349.0,339.0,291.0,274.0,240.0
291,269.0,373.0,353.0,296.0,285.0
697,235.0,512.0,811.0,1046.0,1223.0
623,233.0,1023.0,1075.0,1059.0,1127.0
576,228.0,273.0,182.0,136.0,137.0
363,225.0,353.0,181.0,173.0,130.0
193,220.0,507.0,572.0,650.0,658.0
208,218.0,283.0,298.0,313.0,352.0
854,217.0,575.0,969.0,1173.0,1373.0
759,211.0,383.0,438.0,465.0,436.0
356,198.0,391.0,449.0,457.0,413.0
351,193.0,307.0,161.0,142.0,124.0
810,192.0,205.0,145.0,115.0,105.0
90,190.0,627.0,1044.0,1425.0,1703.0
253,189.0,256.0,244.0,261.0,223.0
1,176.0,295.0,226.0,208.0,207.0
60,163.0,253.0,236.0,276.0,275.0
79,141.0,275.0,399.0,565.0,619.0
775,131.0,541.0,567.0,528.0,484.0
838,129.0,425.0,281.0,203.0,224.0
956,127.0,163.0,184.0,177.0,185.0
614,124.0,221.0,124.0,91.0,69.0
149,114.0,71.0,75.0,67.0,44.0
735,106.0,117.0,82.0,70.0,67.0
321,97.0,86.0,83.0,66.0,67.0
1004,95.0,172.0,214.0,276.0,320.0
49,90.0,96.0,50.0,52.0,55.0
756,87.0,175.0,219.0,259.0,323.0
456,83.0,292.0,354.0,251.0,169.0
1009,82.0,340.0,541.0,712.0,920.0
416,82.0,93.0,76.0,69.0,54.0
932,74.0,80.0,62.0,54.0,57.0
1051,73.0,115.0,136.0,143.0,189.0
703,69.0,161.0,190.0,234.0,252.0
10,67.0,174.0,265.0,394.0,512.0
635,66.0,86.0,87.0,56.0,61.0
92,66.0,75.0,78.0,84.0,78.0
426,62.0,230.0,229.0,194.0,191.0
176,60.0,52.0,49.0,37.0,40.0
388,55.0,165.0,171.0,173.0,181.0
689,55.0,56.0,57.0,58.0,28.0
100,50.0,82.0,76.0,83.0,80.0
139,47.0,95.0,123.0,124.0,130.0
520,45.0,355.0,284.0,310.0,384.0
836,44.0,69.0,133.0,229.0,257.0
993,43.0,35.0,24.0,26.0,22.0
622,41.0,104.0,119.0,162.0,206.0
